Iter,TotTime,m_block,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vkitex,Vkitez,Vrelx,Vrelz,F_vinc,Tension,Lift,Drag,Stability
2000000, 200.00, 40.00, 6.00, 0.00, 1.31, -0.07, 0.00, 3.00, 0.00, 3.62, -0.95, 0.62, -0.95, 403.00, -10.96, 2.55, 0.20, 0
2000000, 200.00, 40.00, 6.00, 0.00, 1.48, -0.00, -0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 352.44, 40.14, 49.77, 3.83, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, -0.00, 7.00, 0.00, -0.00, 0.00, -7.00, 0.00, 304.67, 88.05, 97.54, 7.50, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 0.00, 9.00, 0.00, 0.00, 0.00, -9.00, 0.00, 241.19, 151.71, 161.24, 12.40, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, -0.00, -0.00, 11.00, 0.00, 0.00, -0.00, -11.00, -0.00, 161.25, 231.89, 240.86, 18.53, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 0.00, 13.00, 0.00, 0.00, 0.00, -13.00, 0.00, 65.80, 327.63, 336.41, 25.88, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 1.98, 15.00, 0.00, 1.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 3.98, 17.00, 0.00, 3.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 5.98, 19.00, 0.00, 5.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 7.98, 21.00, 0.00, 7.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 9.98, 23.00, 0.00, 9.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 11.98, 25.00, 0.00, 11.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 13.98, 27.00, 0.00, 13.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 15.98, 29.00, 0.00, 15.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 17.98, 31.00, 0.00, 17.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 19.98, 33.00, 0.00, 19.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 21.98, 35.00, 0.00, 21.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 23.98, 37.00, 0.00, 23.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 25.98, 39.00, 0.00, 25.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 27.98, 41.00, 0.00, 27.98, 0.00, -13.02, 0.00, 64.87, 328.55, 337.34, 25.95, 1
22338, 2.23, 40.00, 8.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -23.06, 25.14, 2.35, 0
2000000, 200.00, 40.00, 8.00, 0.00, 1.07, -0.06, -0.00, 3.00, 0.00, 2.68, -1.47, -0.32, -1.47, 400.65, -9.42, 5.22, 0.49, 0
2000000, 200.00, 40.00, 8.00, 0.00, 1.46, 0.00, 0.00, 5.00, 0.00, 0.00, 0.00, -5.00, 0.00, 344.79, 47.91, 57.42, 5.36, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, -0.00, 7.00, 0.00, -0.00, 0.00, -7.00, 0.00, 289.66, 103.27, 112.55, 10.50, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 0.00, 9.00, 0.00, 0.00, 0.00, -9.00, 0.00, 216.42, 176.83, 186.05, 17.36, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 0.00, 11.00, 0.00, 0.00, 0.00, -11.00, 0.00, 124.23, 269.42, 277.92, 25.94, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 1.08, 13.00, 0.00, 1.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 3.08, 15.00, 0.00, 3.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 5.08, 17.00, 0.00, 5.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 7.08, 19.00, 0.00, 7.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 9.08, 21.00, 0.00, 9.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 11.08, 23.00, 0.00, 11.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 13.08, 25.00, 0.00, 13.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 15.08, 27.00, 0.00, 15.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 17.08, 29.00, 0.00, 17.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 19.08, 31.00, 0.00, 19.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 21.08, 33.00, 0.00, 21.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 23.08, 35.00, 0.00, 23.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 25.08, 37.00, 0.00, 25.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 27.08, 39.00, 0.00, 27.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 29.08, 41.00, 0.00, 29.08, 0.00, -11.92, 0.00, 76.09, 317.77, 326.12, 30.44, 1
21722, 2.17, 40.00, 10.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -20.22, 22.50, 2.47, 0
2000000, 200.00, 40.00, 10.00, 0.00, 1.38, 0.00, -0.00, 3.00, 0.00, -0.00, 0.00, -3.00, 0.00, 379.61, 13.03, 22.60, 2.48, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.44, 0.00, -0.00, 5.00, 0.00, -0.00, 0.00, -5.00, 0.00, 339.43, 53.42, 62.78, 6.89, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.45, 0.00, 0.00, 7.00, 0.00, 0.00, 0.00, -7.00, 0.00, 278.87, 114.33, 123.05, 13.51, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, -0.00, -0.00, 9.00, 0.00, 0.00, -0.00, -9.00, -0.00, 198.64, 195.05, 203.41, 22.33, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, -0.00, 0.00, 11.00, 0.00, 0.00, -0.00, -11.00, -0.00, 98.34, 295.95, 303.86, 33.35, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 1.79, 13.00, 0.00, 1.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 3.79, 15.00, 0.00, 3.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 5.79, 17.00, 0.00, 5.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 7.79, 19.00, 0.00, 7.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 9.79, 21.00, 0.00, 9.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 11.79, 23.00, 0.00, 11.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 13.79, 25.00, 0.00, 13.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 15.79, 27.00, 0.00, 15.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 17.79, 29.00, 0.00, 17.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 19.79, 31.00, 0.00, 19.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 21.79, 33.00, 0.00, 21.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 23.79, 35.00, 0.00, 23.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 25.79, 37.00, 0.00, 25.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 27.79, 39.00, 0.00, 27.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 29.79, 41.00, 0.00, 29.79, 0.00, -11.21, 0.00, 86.60, 307.76, 315.61, 34.64, 1
20775, 2.08, 40.00, 12.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -18.81, 21.22, 2.36, 0
2000000, 200.00, 40.00, 12.00, 0.00, 1.39, 0.00, -0.00, 3.00, 0.00, -0.00, 0.00, -3.00, 0.00, 377.40, 15.25, 24.81, 2.76, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.44, -0.00, 0.00, 5.00, 0.00, 0.00, -0.00, -5.00, -0.00, 333.30, 59.59, 68.91, 7.66, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.45, 0.00, 0.00, 7.00, 0.00, 0.00, 0.00, -7.00, 0.00, 266.88, 126.41, 135.05, 15.01, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, -0.00, -0.00, 9.00, 0.00, 0.00, -0.00, -9.00, -0.00, 178.82, 215.01, 223.25, 24.81, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 0.31, 11.00, 0.00, 0.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 2.31, 13.00, 0.00, 2.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 4.31, 15.00, 0.00, 4.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 6.31, 17.00, 0.00, 6.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 8.31, 19.00, 0.00, 8.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 10.31, 21.00, 0.00, 10.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 12.31, 23.00, 0.00, 12.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 14.31, 25.00, 0.00, 14.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 16.31, 27.00, 0.00, 16.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 18.31, 29.00, 0.00, 18.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 20.31, 31.00, 0.00, 20.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 22.31, 33.00, 0.00, 22.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 24.31, 35.00, 0.00, 24.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 26.31, 37.00, 0.00, 26.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 28.31, 39.00, 0.00, 28.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 30.31, 41.00, 0.00, 30.31, 0.00, -10.69, 0.00, 87.44, 306.96, 314.77, 34.97, 1
20170, 2.02, 40.00, 14.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -16.18, 18.87, 2.45, 0
2000000, 200.00, 40.00, 14.00, 0.00, 1.37, -0.00, 0.00, 3.00, 0.00, 0.00, -0.00, -3.00, -0.00, 374.65, 18.11, 27.56, 3.58, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.42, -0.00, 0.00, 5.00, 0.00, 0.00, -0.00, -5.00, -0.00, 325.65, 67.49, 76.56, 9.95, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.43, -0.00, -0.00, 7.00, 0.00, 0.00, -0.00, -7.00, -0.00, 251.87, 141.88, 150.06, 19.51, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, -0.00, 0.00, 9.00, 0.00, 0.00, -0.00, -9.00, -0.00, 154.05, 240.52, 248.06, 32.25, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 1.04, 11.00, 0.00, 1.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 3.04, 13.00, 0.00, 3.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 5.04, 15.00, 0.00, 5.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 7.04, 17.00, 0.00, 7.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 9.04, 19.00, 0.00, 9.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 11.04, 21.00, 0.00, 11.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 13.04, 23.00, 0.00, 13.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 15.04, 25.00, 0.00, 15.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 17.04, 27.00, 0.00, 17.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 19.04, 29.00, 0.00, 19.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 21.04, 31.00, 0.00, 21.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 23.04, 33.00, 0.00, 23.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 25.04, 35.00, 0.00, 25.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 27.04, 37.00, 0.00, 27.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 29.04, 39.00, 0.00, 29.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 31.04, 41.00, 0.00, 31.04, 0.00, -9.96, 0.00, 98.66, 296.38, 303.55, 39.46, 1
20076, 2.01, 40.00, 16.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -13.44, 16.50, 2.75, 0
2000000, 200.00, 40.00, 16.00, 0.00, 1.33, 0.00, -0.00, 3.00, 0.00, -0.00, 0.00, -3.00, 0.00, 372.44, 20.56, 29.77, 4.96, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.38, -0.00, 0.00, 5.00, 0.00, 0.00, -0.00, -5.00, -0.00, 319.52, 74.17, 82.69, 13.78, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, -0.00, -0.00, 7.00, 0.00, 0.00, -0.00, -7.00, -0.00, 239.85, 154.93, 162.06, 27.01, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 0.00, 9.00, 0.00, 0.00, 0.00, -9.00, 0.00, 134.27, 261.96, 267.90, 44.65, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 1.74, 11.00, 0.00, 1.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 3.74, 13.00, 0.00, 3.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 5.74, 15.00, 0.00, 5.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 7.74, 17.00, 0.00, 7.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 9.74, 19.00, 0.00, 9.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 11.74, 21.00, 0.00, 11.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 13.74, 23.00, 0.00, 13.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 15.74, 25.00, 0.00, 15.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 17.74, 27.00, 0.00, 17.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 19.74, 29.00, 0.00, 19.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 21.74, 31.00, 0.00, 21.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 23.74, 33.00, 0.00, 23.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 25.74, 35.00, 0.00, 25.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 27.74, 37.00, 0.00, 27.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 29.74, 39.00, 0.00, 29.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 31.74, 41.00, 0.00, 31.74, 0.00, -9.26, 0.00, 118.30, 278.16, 283.91, 47.32, 1
19903, 1.99, 40.00, 18.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -13.38, 16.45, 2.69, 0
2000000, 200.00, 40.00, 18.00, 0.00, 1.33, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00, -3.00, 0.00, 371.89, 21.10, 30.32, 4.96, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.39, -0.00, 0.00, 5.00, 0.00, 0.00, -0.00, -5.00, -0.00, 317.99, 75.67, 84.22, 13.78, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, -0.00, -0.00, 7.00, 0.00, 0.00, -0.00, -7.00, -0.00, 236.86, 157.88, 165.07, 27.01, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, -0.00, 0.00, 9.00, 0.00, 0.00, -0.00, -9.00, -0.00, 129.32, 266.84, 272.86, 44.65, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 1.80, 11.00, 0.00, 1.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 3.80, 13.00, 0.00, 3.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 5.80, 15.00, 0.00, 5.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 7.80, 17.00, 0.00, 7.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 9.80, 19.00, 0.00, 9.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 11.80, 21.00, 0.00, 11.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 13.80, 23.00, 0.00, 13.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 15.80, 25.00, 0.00, 15.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 17.80, 27.00, 0.00, 17.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 19.80, 29.00, 0.00, 19.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 21.80, 31.00, 0.00, 21.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 23.80, 33.00, 0.00, 23.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 25.80, 35.00, 0.00, 25.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 27.80, 37.00, 0.00, 27.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 29.80, 39.00, 0.00, 29.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 31.80, 41.00, 0.00, 31.80, 0.00, -9.20, 0.00, 116.77, 279.56, 285.44, 46.71, 1
20520, 2.05, 40.00, 20.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -12.37, 15.56, 3.11, 0
2000000, 200.00, 40.00, 20.00, 0.00, 1.28, -0.00, 0.00, 3.00, 0.00, 0.00, -0.00, -3.00, -0.00, 373.27, 19.99, 28.94, 5.79, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.35, 0.00, 0.00, 5.00, 0.00, 0.00, 0.00, -5.00, 0.00, 321.82, 72.39, 80.39, 16.08, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.36, -0.00, -0.00, 7.00, 0.00, 0.00, -0.00, -7.00, -0.00, 244.31, 151.42, 157.56, 31.51, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, -0.00, 0.00, 9.00, 0.00, 0.00, -0.00, -9.00, -0.00, 141.73, 256.03, 260.46, 52.09, 1
