Iter,TotTime,m_block,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vkitex,Vkitez,Vrelx,Vrelz,F_vinc,Tension,Lift,Drag,Stability
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 8.50, 23.00, 0.00, 8.50, -0.00, -14.50, -0.00, 48.20, 344.73, 354.00, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 10.50, 25.00, 0.00, 10.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.00, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 12.50, 27.00, 0.00, 12.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.00, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 14.50, 29.00, 0.00, 14.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.00, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 16.50, 31.00, 0.00, 16.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.01, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 18.50, 33.00, 0.00, 18.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.01, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 20.50, 35.00, 0.00, 20.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.01, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 22.50, 37.00, 0.00, 22.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.01, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 24.50, 39.00, 0.00, 24.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.01, 19.31, 1
2000000, 200.00, 40.00, 4.00, 0.00, 1.51, 0.00, 26.50, 41.00, 0.00, 26.50, -0.00, -14.50, -0.00, 48.20, 344.74, 354.01, 19.31, 1
23668, 2.37, 40.00, 6.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -27.38, 29.25, 2.25, 0
2000000, 200.00, 40.00, 6.00, 0.00, 1.33, 0.00, 0.00, 3.00, 0.00, 3.47, -0.85, 0.47, -0.85, 402.54, -10.44, 1.88, 0.14, 0
2000000, 200.00, 40.00, 6.00, 0.00, 1.48, 0.00, 0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 352.44, 40.14, 49.77, 3.83, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, -0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 304.67, 88.05, 97.54, 7.50, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 240.96, 151.94, 161.24, 12.40, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, -0.00, 11.00, 0.00, -0.00, -0.00, -11.00, -0.00, 161.34, 231.80, 240.87, 18.53, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, -0.00, 13.00, 0.00, -0.00, -0.00, -13.00, -0.00, 65.79, 327.63, 336.42, 25.88, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 1.98, 15.00, 0.00, 1.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 3.98, 17.00, 0.00, 3.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 5.98, 19.00, 0.00, 5.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 7.98, 21.00, 0.00, 7.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 9.98, 23.00, 0.00, 9.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 11.98, 25.00, 0.00, 11.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 13.98, 27.00, 0.00, 13.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 15.98, 29.00, 0.00, 15.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 17.98, 31.00, 0.00, 17.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 19.98, 33.00, 0.00, 19.98, -0.00, -13.02, -0.00, 64.81, 328.61, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 21.98, 35.00, 0.00, 21.98, -0.00, -13.02, -0.00, 64.81, 328.62, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 23.98, 37.00, 0.00, 23.98, -0.00, -13.02, -0.00, 64.81, 328.62, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 25.98, 39.00, 0.00, 25.98, -0.00, -13.02, -0.00, 64.81, 328.62, 337.40, 25.95, 1
2000000, 200.00, 40.00, 6.00, 0.00, 1.49, 0.00, 27.98, 41.00, 0.00, 27.98, -0.00, -13.02, -0.00, 64.81, 328.62, 337.40, 25.95, 1
22354, 2.24, 40.00, 8.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -23.02, 25.11, 2.34, 0
2000000, 200.00, 40.00, 8.00, 0.00, 1.13, 0.00, 0.00, 3.00, 0.00, 3.05, -1.45, 0.05, -1.45, 401.85, -10.45, 4.81, 0.45, 0
2000000, 200.00, 40.00, 8.00, 0.00, 1.46, 0.00, -0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 344.78, 47.92, 57.43, 5.36, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 289.66, 103.28, 112.55, 10.50, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 216.16, 177.09, 186.05, 17.36, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 0.00, 11.00, 0.00, -0.00, -0.00, -11.00, -0.00, 124.28, 269.37, 277.93, 25.94, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 1.08, 13.00, 0.00, 1.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 3.08, 15.00, 0.00, 3.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 5.08, 17.00, 0.00, 5.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 7.08, 19.00, 0.00, 7.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 9.08, 21.00, 0.00, 9.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 11.08, 23.00, 0.00, 11.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 13.08, 25.00, 0.00, 13.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 15.08, 27.00, 0.00, 15.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 17.08, 29.00, 0.00, 17.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 19.08, 31.00, 0.00, 19.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 21.08, 33.00, 0.00, 21.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 23.08, 35.00, 0.00, 23.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 25.08, 37.00, 0.00, 25.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 27.08, 39.00, 0.00, 27.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
2000000, 200.00, 40.00, 8.00, 0.00, 1.47, 0.00, 29.08, 41.00, 0.00, 29.08, -0.00, -11.92, -0.00, 76.03, 317.83, 326.18, 30.44, 1
21738, 2.17, 40.00, 10.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -20.19, 22.47, 2.47, 0
2000000, 200.00, 40.00, 10.00, 0.00, 1.38, 0.00, 0.00, 3.00, 0.00, -0.00, -0.00, -3.00, -0.00, 379.60, 13.03, 22.60, 2.48, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.44, 0.00, -0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 339.42, 53.42, 62.79, 6.89, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.45, 0.00, -0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 279.15, 114.05, 123.06, 13.51, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 198.79, 194.89, 203.42, 22.33, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, -0.00, 11.00, 0.00, -0.00, -0.00, -11.00, -0.00, 98.34, 295.94, 303.87, 33.35, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 1.79, 13.00, 0.00, 1.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 3.79, 15.00, 0.00, 3.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 5.79, 17.00, 0.00, 5.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 7.79, 19.00, 0.00, 7.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 9.79, 21.00, 0.00, 9.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 11.79, 23.00, 0.00, 11.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 13.79, 25.00, 0.00, 13.79, -0.00, -11.21, -0.00, 86.54, 307.81, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 15.79, 27.00, 0.00, 15.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 17.79, 29.00, 0.00, 17.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 19.79, 31.00, 0.00, 19.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 21.79, 33.00, 0.00, 21.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 23.79, 35.00, 0.00, 23.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 25.79, 37.00, 0.00, 25.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 27.79, 39.00, 0.00, 27.79, -0.00, -11.21, -0.00, 86.54, 307.82, 315.67, 34.65, 1
2000000, 200.00, 40.00, 10.00, 0.00, 1.46, 0.00, 29.79, 41.00, 0.00, 29.79, -0.00, -11.21, -0.00, 86.53, 307.82, 315.67, 34.65, 1
20792, 2.08, 40.00, 12.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -18.78, 21.19, 2.35, 0
2000000, 200.00, 40.00, 12.00, 0.00, 1.39, 0.00, 0.00, 3.00, 0.00, -0.00, -0.00, -3.00, -0.00, 377.40, 15.25, 24.81, 2.76, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.44, 0.00, 0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 333.30, 59.59, 68.91, 7.66, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.45, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 267.15, 126.15, 135.06, 15.01, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 178.94, 214.89, 223.26, 24.81, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 0.31, 11.00, 0.00, 0.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 2.31, 13.00, 0.00, 2.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 4.31, 15.00, 0.00, 4.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 6.31, 17.00, 0.00, 6.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 8.31, 19.00, 0.00, 8.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 10.31, 21.00, 0.00, 10.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 12.31, 23.00, 0.00, 12.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 14.31, 25.00, 0.00, 14.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 16.31, 27.00, 0.00, 16.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.83, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 18.31, 29.00, 0.00, 18.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.84, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 20.31, 31.00, 0.00, 20.31, -0.00, -10.69, -0.00, 87.37, 307.02, 314.84, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 22.31, 33.00, 0.00, 22.31, -0.00, -10.69, -0.00, 87.37, 307.03, 314.84, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 24.31, 35.00, 0.00, 24.31, -0.00, -10.69, -0.00, 87.37, 307.03, 314.84, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 26.31, 37.00, 0.00, 26.31, -0.00, -10.69, -0.00, 87.37, 307.03, 314.84, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 28.31, 39.00, 0.00, 28.31, -0.00, -10.69, -0.00, 87.37, 307.03, 314.84, 34.98, 1
2000000, 200.00, 40.00, 12.00, 0.00, 1.46, 0.00, 30.31, 41.00, 0.00, 30.31, -0.00, -10.69, -0.00, 87.37, 307.03, 314.84, 34.98, 1
20188, 2.02, 40.00, 14.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -16.15, 18.85, 2.45, 0
2000000, 200.00, 40.00, 14.00, 0.00, 1.37, 0.00, 0.00, 3.00, 0.00, -0.00, -0.00, -3.00, -0.00, 374.64, 18.11, 27.57, 3.58, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.42, 0.00, -0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 325.64, 67.50, 76.57, 9.95, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.43, 0.00, -0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 252.14, 141.61, 150.07, 19.51, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 154.14, 240.43, 248.07, 32.25, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 1.04, 11.00, 0.00, 1.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 3.04, 13.00, 0.00, 3.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 5.04, 15.00, 0.00, 5.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 7.04, 17.00, 0.00, 7.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 9.04, 19.00, 0.00, 9.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 11.04, 21.00, 0.00, 11.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 13.04, 23.00, 0.00, 13.04, -0.00, -9.96, -0.00, 98.59, 296.44, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 15.04, 25.00, 0.00, 15.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 17.04, 27.00, 0.00, 17.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 19.04, 29.00, 0.00, 19.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 21.04, 31.00, 0.00, 21.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 23.04, 33.00, 0.00, 23.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 25.04, 35.00, 0.00, 25.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 27.04, 37.00, 0.00, 27.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 29.04, 39.00, 0.00, 29.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
2000000, 200.00, 40.00, 14.00, 0.00, 1.44, 0.00, 31.04, 41.00, 0.00, 31.04, -0.00, -9.96, -0.00, 98.59, 296.45, 303.62, 39.47, 1
20096, 2.01, 40.00, 16.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -13.41, 16.48, 2.75, 0
2000000, 200.00, 40.00, 16.00, 0.00, 1.33, 0.00, 0.00, 3.00, 0.00, -0.00, -0.00, -3.00, -0.00, 372.43, 20.57, 29.77, 4.96, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.38, 0.00, -0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 319.51, 74.18, 82.69, 13.78, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 240.13, 154.64, 162.08, 27.01, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 134.29, 261.94, 267.92, 44.65, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 1.73, 11.00, 0.00, 1.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 3.73, 13.00, 0.00, 3.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 5.73, 15.00, 0.00, 5.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 7.73, 17.00, 0.00, 7.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 9.73, 19.00, 0.00, 9.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 11.73, 21.00, 0.00, 11.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 13.73, 23.00, 0.00, 13.73, -0.00, -9.27, -0.00, 118.24, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 15.73, 25.00, 0.00, 15.73, -0.00, -9.27, -0.00, 118.23, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 17.73, 27.00, 0.00, 17.73, -0.00, -9.27, -0.00, 118.23, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 19.73, 29.00, 0.00, 19.73, -0.00, -9.27, -0.00, 118.23, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 21.73, 31.00, 0.00, 21.73, -0.00, -9.27, -0.00, 118.23, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 23.73, 33.00, 0.00, 23.73, -0.00, -9.27, -0.00, 118.23, 278.21, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 25.73, 35.00, 0.00, 25.73, -0.00, -9.27, -0.00, 118.23, 278.22, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 27.73, 37.00, 0.00, 27.73, -0.00, -9.27, -0.00, 118.23, 278.22, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 29.73, 39.00, 0.00, 29.73, -0.00, -9.27, -0.00, 118.23, 278.22, 283.97, 47.33, 1
2000000, 200.00, 40.00, 16.00, 0.00, 1.40, 0.00, 31.73, 41.00, 0.00, 31.73, -0.00, -9.27, -0.00, 118.23, 278.22, 283.97, 47.33, 1
19923, 1.99, 40.00, 18.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -13.35, 16.43, 2.69, 0
2000000, 200.00, 40.00, 18.00, 0.00, 1.33, 0.00, -0.00, 3.00, 0.00, -0.00, -0.00, -3.00, -0.00, 371.88, 21.11, 30.32, 4.96, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.39, 0.00, 0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 317.98, 75.68, 84.23, 13.78, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, -0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 237.13, 157.60, 165.08, 27.01, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 129.32, 266.83, 272.88, 44.65, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 1.79, 11.00, 0.00, 1.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 3.79, 13.00, 0.00, 3.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 5.79, 15.00, 0.00, 5.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 7.79, 17.00, 0.00, 7.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 9.79, 19.00, 0.00, 9.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 11.79, 21.00, 0.00, 11.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 13.79, 23.00, 0.00, 13.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 15.79, 25.00, 0.00, 15.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 17.79, 27.00, 0.00, 17.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 19.79, 29.00, 0.00, 19.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
