step        alpha       action      reward        Q[s+0]      Q[s+1]      Q[s+2]
290000      18.000000     2     0.084098     244.697017     244.702573     244.751296
291000      19.000000     0     0.085845     244.702925     244.701330     244.593928
292000      18.000000     2     0.087852     244.697017     244.702573     244.751299
293000      19.000000     0     0.089781     244.702939     244.701330     244.593928
294000      18.000000     2     0.091979     244.697017     244.702573     244.751303
295000      19.000000     2     0.094081     244.702953     244.701330     244.593928
296000      20.000000     0     0.095876     244.664576     244.479843     0.000000
297000      19.000000     0     0.098061     244.702953     244.701330     244.593944
298000      18.000000     2     0.100480     244.697017     244.702573     244.751297
299000      19.000000     0     0.102801     244.702967     244.701330     244.593944
300000      18.000000     2     0.105317     244.697017     244.702573     244.751302
301000      19.000000     0     0.107721     244.702982     244.701330     244.593944
302000      18.000000     2     0.110316     244.697017     244.702573     244.751308
303000      19.000000     0     0.112786     244.702998     244.701330     244.593944
304000      18.000000     2     0.115446     244.697017     244.702573     244.751314
305000      19.000000     0     0.117967     244.703014     244.701330     244.593944
306000      18.000000     2     0.120675     244.697017     244.702573     244.751321
307000      19.000000     0     0.123237     244.703031     244.701330     244.593944
308000      18.000000     2     0.125981     244.697017     244.702573     244.751328
309000      19.000000     0     0.128573     244.703048     244.701330     244.593944
310000      18.000000     2     0.131345     244.697017     244.702573     244.751336
311000      19.000000     0     0.133960     244.703066     244.701330     244.593944
312000      18.000000     2     0.136755     244.697017     244.702573     244.751344
313000      19.000000     0     0.139391     244.703084     244.701330     244.593944
314000      18.000000     2     0.142208     244.697017     244.702573     244.751353
315000      19.000000     0     0.144866     244.703103     244.701330     244.593944
316000      18.000000     2     0.147709     244.697017     244.702573     244.751362
317000      19.000000     0     0.150393     244.703122     244.701330     244.593944
318000      18.000000     2     0.153270     244.697017     244.702573     244.751372
319000      19.000000     0     0.155990     244.703142     244.701330     244.593944
320000      18.000000     2     0.158911     244.697017     244.702573     244.751383
321000      19.000000     0     0.161679     244.703162     244.701330     244.593944
322000      18.000000     2     0.164660     244.697017     244.702573     244.751394
323000      19.000000     0     0.167492     244.703183     244.701330     244.593944
324000      18.000000     2     0.170551     244.697017     244.702573     244.751405
325000      19.000000     0     0.173468     244.703205     244.701330     244.593944
326000      18.000000     2     0.176629     244.697017     244.702573     244.751418
327000      19.000000     0     0.179652     244.703227     244.701330     244.593944
328000      18.000000     2     0.182942     244.697017     244.702573     244.751430
329000      19.000000     0     0.186099     244.703250     244.701330     244.593944
330000      18.000000     2     0.189548     244.697017     244.702573     244.751444
331000      19.000000     0     0.192868     244.703273     244.701330     244.593944
332000      18.000000     2     0.196511     244.697017     244.702573     244.751458
333000      19.000000     2     0.200029     244.703297     244.701330     244.593944
334000      20.000000     0     0.203153     244.664589     244.479843     0.000000
335000      19.000000     0     0.206783     244.703297     244.701330     244.593971
336000      18.000000     2     0.210810     244.697017     244.702573     244.751462
337000      19.000000     0     0.214736     244.703323     244.701330     244.593971
338000      18.000000     2     0.219103     244.697017     244.702573     244.751478
339000      19.000000     0     0.223367     244.703349     244.701330     244.593971
340000      18.000000     2     0.228120     244.697017     244.702573     244.751495
341000      19.000000     0     0.232763     244.703376     244.701330     244.593971
342000      18.000000     2     0.237945     244.697017     244.702573     244.751513
343000      19.000000     0     0.243004     244.703404     244.701330     244.593971
344000      18.000000     2     0.248649     244.697017     244.702573     244.751532
345000      19.000000     0     0.254150     244.703433     244.701330     244.593971
346000      18.000000     2     0.260278     244.697017     244.702573     244.751552
347000      19.000000     0     0.266233     244.703464     244.701330     244.593971
348000      18.000000     2     0.272847     244.697017     244.702573     244.751574
349000      19.000000     1     0.279248     244.703495     244.701330     244.593971
350000      19.000000     1     0.285854     244.703495     244.701358     244.593971
351000      19.000000     0     0.292660     244.703495     244.701387     244.593971
352000      18.000000     2     0.300158     244.697017     244.702573     244.751596
353000      19.000000     0     0.307342     244.703529     244.701387     244.593971
354000      18.000000     2     0.315205     244.697017     244.702573     244.751621
355000      19.000000     0     0.322685     244.703565     244.701387     244.593971
356000      18.000000     2     0.330812     244.697017     244.702573     244.751648
357000      19.000000     0     0.338483     244.703602     244.701387     244.593971
358000      18.000000     2     0.346752     244.697017     244.702573     244.751676
359000      19.000000     0     0.354494     244.703640     244.701387     244.593971
360000      18.000000     2     0.362771     244.697017     244.702573     244.751706
361000      19.000000     0     0.370456     244.703681     244.701387     244.593971
362000      18.000000     2     0.378603     244.697017     244.702573     244.751737
363000      19.000000     0     0.386102     244.703722     244.701387     244.593971
364000      18.000000     2     0.393981     244.697017     244.702573     244.751770
365000      19.000000     0     0.401172     244.703766     244.701387     244.593971
366000      18.000000     2     0.408658     244.697017     244.702573     244.751805
367000      19.000000     0     0.415428     244.703811     244.701387     244.593971
