episode,epsilon,Alpha,steps,return
459,0.900000,0.001000,1000001,66.430736
460,0.900000,0.001000,1000001,83.226448
461,0.900000,0.001000,1000001,85.263085
462,0.900000,0.001000,1000001,85.146626
463,0.900000,0.001000,1000001,83.953568
464,0.900000,0.001000,1000001,82.939040
465,0.900000,0.001000,1000001,83.460782
466,0.900000,0.001000,1000001,69.884961
467,0.900000,0.001000,1000001,66.246399
468,0.900000,0.001000,1000001,78.089606
469,0.900000,0.001000,1000001,89.104842
470,0.900000,0.001000,1000001,50.727698
471,0.900000,0.001000,1000001,52.379849
472,0.900000,0.001000,1000001,62.485830
473,0.900000,0.001000,1000001,67.143145
474,0.900000,0.001000,1000001,58.881160
475,0.900000,0.001000,1000001,66.030526
476,0.900000,0.001000,1000001,50.902345
477,0.900000,0.001000,1000001,50.831005
478,0.900000,0.001000,1000001,59.142832
479,0.900000,0.001000,1000001,60.012488
480,0.900000,0.001000,1000001,51.093618
481,0.900000,0.001000,1000001,62.283802
482,0.900000,0.001000,1000001,51.549620
483,0.900000,0.001000,1000001,51.857049
484,0.900000,0.001000,1000001,50.664617
485,0.900000,0.001000,1000001,71.601003
486,0.900000,0.001000,1000001,77.062723
487,0.900000,0.001000,1000001,65.008140
488,0.900000,0.001000,1000001,89.982388
489,0.900000,0.001000,1000001,84.957301
490,0.900000,0.001000,1000001,72.447307
491,0.900000,0.001000,1000001,75.199115
492,0.900000,0.001000,1000001,65.938127
493,0.900000,0.001000,1000001,59.343830
494,0.900000,0.001000,1000001,54.979937
495,0.900000,0.001000,1000001,50.352208
496,0.900000,0.001000,1000001,32.290569
497,0.900000,0.001000,1000001,29.195214
498,0.900000,0.001000,1000001,26.692802
499,0.900000,0.001000,1000001,233.095750
500,0.900000,0.001000,1000001,222.276908
501,0.900000,0.001000,1000001,234.130522
502,0.900000,0.001000,1000001,26.921886
503,0.900000,0.001000,1000001,32.733184
504,0.900000,0.001000,1000001,32.605800
505,0.900000,0.001000,1000001,39.339862
506,0.900000,0.001000,1000001,49.575328
507,0.900000,0.001000,1000001,56.119494
508,0.900000,0.001000,1000001,57.049083
509,0.900000,0.001000,1000001,49.739458
510,0.900000,0.001000,1000001,31.854594
511,0.900000,0.001000,1000001,49.920648
512,0.900000,0.001000,1000001,69.553397
513,0.900000,0.001000,1000001,77.003081
514,0.900000,0.001000,1000001,86.722226
515,0.900000,0.001000,1000001,85.156200
516,0.900000,0.001000,1000001,135.969183
517,0.900000,0.001000,1000001,160.421174
518,0.900000,0.001000,1000001,181.628205
519,0.900000,0.001000,1000001,186.999775
520,0.900000,0.001000,1000001,180.908845
521,0.900000,0.001000,1000001,179.491526
