step,x_kite,y_kite,z_kite,x_block,y_block,z_block,windx,windy,windz,v_blockx,v_blocky,alpha,alpha_action,mu,mu_action,reward,Q_value
2923000,300.597237,0.0,48.956227,290.43417400000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.767486
2924000,300.684074,0.0,48.956227,290.521011,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7683539999999
2925000,300.770912,0.0,48.956227,290.60784900000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.769222
2926000,300.857749,0.0,48.956227,290.694686,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.770091
2927000,300.944587,0.0,48.956227,290.78152400000005,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.770959
2928000,301.031424,0.0,48.956227,290.868361,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7718279999999
2929000,301.11826099999996,0.0,48.956227,290.955198,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7726960000001
2930000,301.205099,0.0,48.956227,291.042036,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7735640000001
2931000,301.29193599999996,0.0,48.956227,291.128873,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.774433
2932000,301.378774,0.0,48.956227,291.215711,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.775301
2933000,301.46561099999997,0.0,48.956227,291.302548,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.776169
2934000,301.55244799999997,0.0,48.956227,291.389385,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7770380000001
2935000,301.63928599999997,0.0,48.956227,291.476223,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.777906
2936000,301.726123,0.0,48.956227,291.56306,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.778774
2937000,301.812961,0.0,48.956227,291.649898,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.779643
2938000,301.899798,0.0,48.956227,291.736735,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7805109999999
2939000,301.98663500000004,0.0,48.956227,291.823572,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7813800000001
2940000,302.073473,0.0,48.956227,291.91041,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7822480000001
2941000,302.16031,0.0,48.956227,291.997247,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7831160000001
2942000,302.247148,0.0,48.956227,292.084085,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7839849999999
2943000,302.333985,0.0,48.956227,292.170922,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7848529999999
2944000,302.420823,0.0,48.956227,292.25775899999996,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7857210000001
2945000,302.50766,0.0,48.956227,292.344597,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.78659
2946000,302.59449700000005,0.0,48.956227,292.43143399999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.787458
2947000,302.681335,0.0,48.956227,292.518272,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.788327
2948000,302.768172,0.0,48.956227,292.60510899999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.789195
2949000,302.85501,0.0,48.956227,292.691946,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.790063
2950000,302.941847,0.0,48.956227,292.778784,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.790932
2951000,303.028684,0.0,48.956227,292.865621,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7918
2952000,303.115522,0.0,48.956227,292.952459,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7926679999999
2953000,303.202359,0.0,48.956227,293.039296,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7935369999999
2954000,303.289197,0.0,48.956227,293.126134,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7944050000001
2955000,303.376034,0.0,48.956227,293.212971,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.7952740000001
2956000,303.462871,0.0,48.956227,293.299808,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.796142
2957000,303.549709,0.0,48.956227,293.386646,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.79701
2958000,303.636546,0.0,48.956227,293.473483,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.797879
2959000,303.723384,0.0,48.956227,293.560321,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.798747
2960000,303.810221,0.0,48.956227,293.647158,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.799615
2961000,303.897058,0.0,48.956227,293.733995,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.800484
2962000,303.983896,0.0,48.956227,293.820833,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.801352
2963000,304.070733,0.0,48.956227,293.90767,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8022210000001
2964000,304.157571,0.0,48.956227,293.994508,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8030890000001
2965000,304.244408,0.0,48.956227,294.081345,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8039570000001
2966000,304.331246,0.0,48.956227,294.168182,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8048259999999
2967000,304.418083,0.0,48.956227,294.25502,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8056939999999
2968000,304.50492,0.0,48.956227,294.341857,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8065619999999
2969000,304.591758,0.0,48.956227,294.428695,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8074310000001
2970000,304.67859500000003,0.0,48.956227,294.515532,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.808299
2971000,304.76543300000003,0.0,48.956227,294.602369,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.809168
2972000,304.85227000000003,0.0,48.956227,294.689207,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.810036
2973000,304.939107,0.0,48.956227,294.776044,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8109039999999
2974000,305.02594500000004,0.0,48.956227,294.86288199999996,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.811773
2975000,305.112782,0.0,48.956227,294.949719,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.812641
2976000,305.19962000000004,0.0,48.956227,295.03655699999996,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.813509
2977000,305.286457,0.0,48.956227,295.123394,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8143779999999
2978000,305.373294,0.0,48.956227,295.210231,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8152460000001
2979000,305.460132,0.0,48.956227,295.297069,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8161150000001
2980000,305.546969,0.0,48.956227,295.383906,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.816983
2981000,305.633807,0.0,48.956227,295.47074399999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.817851
2982000,305.720644,0.0,48.956227,295.557581,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8187199999999
2983000,305.807481,0.0,48.956227,295.64441800000003,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8195880000001
2984000,305.894319,0.0,48.956227,295.73125600000003,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.820456
2985000,305.981156,0.0,48.956227,295.81809300000003,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.821325
2986000,306.067994,0.0,48.956227,295.90493100000003,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.822193
2987000,306.154831,0.0,48.956227,295.99176800000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8230619999999
2988000,306.241668,0.0,48.956227,296.078605,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.82393
2989000,306.328506,0.0,48.956227,296.16544300000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8247980000001
2990000,306.415343,0.0,48.956227,296.25228,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.825667
2991000,306.502181,0.0,48.956227,296.33911800000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8265349999999
2992000,306.589018,0.0,48.956227,296.425955,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8274029999999
2993000,306.675856,0.0,48.956227,296.512792,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8282720000001
2994000,306.762693,0.0,48.956227,296.59963,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.82914
2995000,306.84952999999996,0.0,48.956227,296.686467,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.830009
2996000,306.936368,0.0,48.956227,296.773305,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.830877
2997000,307.02320499999996,0.0,48.956227,296.860142,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.831745
2998000,307.110043,0.0,48.956227,296.946979,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.832614
2999000,307.19687999999996,0.0,48.956227,297.033817,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.833482
3000000,307.28371699999997,0.0,48.956227,297.120654,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.83435
3001000,307.37055499999997,0.0,48.956227,297.207492,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8352189999999
3002000,307.45739199999997,0.0,48.956227,297.294329,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8360869999999
3003000,307.54422999999997,0.0,48.956227,297.381167,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8369550000001
3004000,307.631067,0.0,48.956227,297.468004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8378240000001
3005000,307.717904,0.0,48.956227,297.554841,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.838692
3006000,307.804742,0.0,48.956227,297.641679,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8395609999999
3007000,307.891579,0.0,48.956227,297.728516,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8404289999999
3008000,307.978417,0.0,48.956227,297.815354,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.841297
3009000,308.065254,0.0,48.956227,297.902191,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.842166
3010000,308.15209100000004,0.0,48.956227,297.98902799999996,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.843034
3011000,308.238929,0.0,48.956227,298.075866,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.843902
3012000,308.325766,0.0,48.956227,298.16270299999996,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.844771
3013000,308.412604,0.0,48.956227,298.249541,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.845639
3014000,308.499441,0.0,48.956227,298.33637799999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.846508
3015000,308.586278,0.0,48.956227,298.42321499999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8473759999999
3016000,308.673116,0.0,48.956227,298.51005299999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8482439999999
3017000,308.759953,0.0,48.956227,298.59689,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8491130000001
3018000,308.846791,0.0,48.956227,298.683728,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8499810000001
3019000,308.933628,0.0,48.956227,298.770565,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.850849
3020000,309.020466,0.0,48.956227,298.857402,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.851718
3021000,309.107303,0.0,48.956227,298.94424,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.852586
3022000,309.19414,0.0,48.956227,299.031077,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.853455
3023000,309.280978,0.0,48.956227,299.117915,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.854323
3024000,309.367815,0.0,48.956227,299.204752,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.855191
3025000,309.454653,0.0,48.956227,299.291589,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.85606
3026000,309.54149,0.0,48.956227,299.378427,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8569279999999
3027000,309.628327,0.0,48.956227,299.465264,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8577960000001
3028000,309.715165,0.0,48.956227,299.552102,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8586650000001
3029000,309.802002,0.0,48.956227,299.638939,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.859533
3030000,309.88884,0.0,48.956227,299.725777,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8604019999999
3031000,309.975677,0.0,48.956227,299.812614,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8612699999999
3032000,310.062514,0.0,48.956227,299.899451,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8621380000001
3033000,310.149352,0.0,48.956227,299.986289,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.863007
3034000,310.236189,0.0,48.956227,300.073126,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.863875
3035000,310.323027,0.0,48.956227,300.159964,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.864743
3036000,310.409864,0.0,48.956227,300.246801,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8656119999999
3037000,310.496701,0.0,48.956227,300.333638,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.86648
3038000,310.58353900000003,0.0,48.956227,300.42047599999995,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.867349
3039000,310.670376,0.0,48.956227,300.507313,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.868217
3040000,310.75721400000003,0.0,48.956227,300.59415099999995,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8690849999999
3041000,310.844051,0.0,48.956227,300.680988,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8699539999999
3042000,310.93088900000004,0.0,48.956227,300.767825,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8708220000001
3043000,311.017726,0.0,48.956227,300.854663,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8716900000001
3044000,311.104563,0.0,48.956227,300.9415,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.872559
3045000,311.191401,0.0,48.956227,301.02833799999996,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.873427
3046000,311.278238,0.0,48.956227,301.115175,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8742960000001
3047000,311.365076,0.0,48.956227,301.202012,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.875164
3048000,311.451913,0.0,48.956227,301.28885,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.876032
3049000,311.53875,0.0,48.956227,301.375687,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.876901
3050000,311.625588,0.0,48.956227,301.462525,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.877769
3051000,311.712425,0.0,48.956227,301.54936200000003,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8786369999999
3052000,311.799263,0.0,48.956227,301.6362,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8795060000001
3053000,311.8861,0.0,48.956227,301.72303700000003,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8803740000001
3054000,311.972937,0.0,48.956227,301.80987400000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8812429999999
3055000,312.059775,0.0,48.956227,301.89671200000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8821109999999
3056000,312.146612,0.0,48.956227,301.98354900000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8829789999999
3057000,312.23345,0.0,48.956227,302.07038700000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8838480000001
3058000,312.320287,0.0,48.956227,302.15722400000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.884716
3059000,312.407124,0.0,48.956227,302.244061,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.885584
3060000,312.493962,0.0,48.956227,302.33089900000004,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.886453
3061000,312.580799,0.0,48.956227,302.417736,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.887321
3062000,312.667637,0.0,48.956227,302.50457400000005,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.88819
3063000,312.754474,0.0,48.956227,302.591411,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.889058
3064000,312.84131099999996,0.0,48.956227,302.678248,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.889926
3065000,312.928149,0.0,48.956227,302.765086,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8907949999999
3066000,313.01498599999996,0.0,48.956227,302.851923,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8916630000001
3067000,313.101824,0.0,48.956227,302.938761,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8925310000001
3068000,313.18866099999997,0.0,48.956227,303.025598,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8934
3069000,313.275499,0.0,48.956227,303.112435,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.894268
3070000,313.36233599999997,0.0,48.956227,303.199273,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.895136
3071000,313.449173,0.0,48.956227,303.28611,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8960050000001
3072000,313.536011,0.0,48.956227,303.372948,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.896873
3073000,313.622848,0.0,48.956227,303.459785,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.897742
3074000,313.709686,0.0,48.956227,303.546622,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.89861
3075000,313.796523,0.0,48.956227,303.63346,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.8994779999999
3076000,313.88336,0.0,48.956227,303.720297,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.900347
3077000,313.970198,0.0,48.956227,303.807135,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9012150000001
3078000,314.057035,0.0,48.956227,303.893972,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9020830000001
3079000,314.143873,0.0,48.956227,303.98081,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9029519999999
3080000,314.23071,0.0,48.956227,304.067647,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9038199999999
3081000,314.31754700000005,0.0,48.956227,304.15448399999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9046890000001
3082000,314.404385,0.0,48.956227,304.241322,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.905557
3083000,314.491222,0.0,48.956227,304.32815899999997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.906425
3084000,314.57806,0.0,48.956227,304.414997,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.907294
3085000,314.664897,0.0,48.956227,304.501834,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.908162
3086000,314.751734,0.0,48.956227,304.588671,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.90903
3087000,314.838572,0.0,48.956227,304.675509,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.909899
3088000,314.925409,0.0,48.956227,304.762346,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.910767
3089000,315.012247,0.0,48.956227,304.849184,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9116359999999
3090000,315.099084,0.0,48.956227,304.936021,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9125039999999
3091000,315.185922,0.0,48.956227,305.022858,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9133720000001
3092000,315.272759,0.0,48.956227,305.109696,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9142410000001
3093000,315.359596,0.0,48.956227,305.196533,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.915109
3094000,315.446434,0.0,48.956227,305.283371,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.915977
3095000,315.533271,0.0,48.956227,305.370208,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9168460000001
3096000,315.62010899999996,0.0,48.956227,305.457045,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.917714
3097000,315.706946,0.0,48.956227,305.543883,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.918583
3098000,315.793783,0.0,48.956227,305.63072,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.919451
3099000,315.880621,0.0,48.956227,305.717558,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.920319
3100000,315.967458,0.0,48.956227,305.804395,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.921188
3101000,316.054296,0.0,48.956227,305.891232,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.922056
3102000,316.141133,0.0,48.956227,305.97807,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.922924
3103000,316.22797,0.0,48.956227,306.064907,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9237929999999
3104000,316.314808,0.0,48.956227,306.151745,0.0,0.0,10.0,0.0,0.0,0.868374,0.0,20.0,1,0.0,1,0.086837,898.9246609999999
