t         x_kite          z_kite         r_block          z_blocco          wind_x       wind_y       v_blocco_x
363000       54.958217       37.584456      21.982336      0.000000      18.817955      23.642849     37.226166
364000       54.859661       37.995541      22.358294      0.000000      19.023922      23.570572     37.959254
365000       54.758851       38.404748      22.742054      0.000000      19.228893      23.460439     38.793379
366000       54.656425       38.811188      23.133549      0.000000      19.432422      23.311859     39.498602
367000       54.552566       39.214234      23.532511      0.000000      19.634197      23.124708     40.293018
368000       54.447954       39.613026      23.938805      0.000000      19.833787      22.899151     40.958019
369000       54.342835       40.006948      24.352100      0.000000      20.030885      22.635787     41.699034
370000       54.237910       40.395198      24.772202      0.000000      20.225094      22.335561     42.312951
371000       54.133480       40.777201      25.198728      0.000000      20.416128      21.999792     42.989042
372000       54.030253       41.152241      25.631431      0.000000      20.603632      21.630150     43.543196
373000       53.928575       41.519803      26.069897      0.000000      20.787355      21.228600     44.145720
374000       53.825184       41.882143      26.514269      0.000000      20.968405      20.794848     44.723654
375000       53.725116       42.235478      26.963868      0.000000      21.144922      20.333734     45.187344
376000       53.628725       42.579453      27.418227      0.000000      21.316735      19.848062     45.679074
377000       53.536595       42.913700      27.877009      0.000000      21.483665      19.340795     46.069338
378000       53.449088       43.237969      28.339767      0.000000      21.645595      18.814943     46.476622
379000       53.366726       43.552026      28.806168      0.000000      21.802415      18.273564     46.796207
380000       53.289860       43.855725      29.275794      0.000000      21.954059      17.719686     47.123621
381000       53.218941       44.148958      29.748332      0.000000      22.100479      17.156275     47.377523
382000       53.154296       44.431680      30.223405      0.000000      22.241659      16.586207     47.631964
383000       53.096293       44.703899      30.700726      0.000000      22.377610      16.012205     47.826884
384000       53.045225       44.965659      31.179968      0.000000      22.508361      15.436863     48.016893
385000       53.001371       45.217069      31.660878      0.000000      22.633971      14.862550     48.160633
386000       52.964979       45.458252      32.143180      0.000000      22.754508      14.291493     48.295683
387000       52.936237       45.689397      32.626658      0.000000      22.870070      13.725647     48.396544
388000       52.915341       45.910692      33.111089      0.000000      22.980756      13.166828     48.486367
389000       52.902396       46.122387      33.596298      0.000000      23.086695      12.616558     48.552610
390000       52.897536       46.324719      34.082107      0.000000      23.188010      12.076241     48.606621
391000       52.900792       46.517982      34.568380      0.000000      23.284848      11.546985     48.646034
392000       52.912238       46.702447      35.054985      0.000000      23.377350      11.029804     48.672897
393000       52.931835       46.878431      35.541818      0.000000      23.465675      10.525436     48.692481
394000       52.959604       47.046227      36.028787      0.000000      23.549970      10.034551     48.699822
395000       52.995445       47.206164      36.515818      0.000000      23.630403      9.557574     48.705612
396000       53.039329       47.358541      37.002851      0.000000      23.707122      9.094885     48.699875
397000       53.091109       47.503687      37.489837      0.000000      23.780293      8.646657     48.696867
398000       53.150709       47.641900      37.976740      0.000000      23.850064      8.213038     48.683285
399000       53.217946       47.773501      38.463535      0.000000      23.916595      7.794008     48.675455
400000       53.292707       47.898775      38.950204      0.000000      23.980029      7.389542     48.658114
401000       53.374781       48.018027      39.436737      0.000000      24.040516      6.999477     48.648500
402000       53.464024       48.131530      39.923132      0.000000      24.098192      6.623663     48.630452
403000       53.560208       48.239568      40.409389      0.000000      24.153197      6.261843     48.621269
404000       53.663166       48.342395      40.895518      0.000000      24.205657      5.913782     48.604687
405000       53.772657       48.440272      41.381528      0.000000      24.255701      5.579166     48.597462
406000       53.888500       48.533431      41.867433      0.000000      24.303442      5.257706     48.583794
407000       54.010448       48.622111      42.353248      0.000000      24.348998      4.949060     48.579501
408000       54.138310       48.706523      42.838992      0.000000      24.392472      4.652913     48.569623
409000       54.271840       48.786881      43.324682      0.000000      24.433969      4.368914     48.568808
410000       54.410841       48.863375      43.810340      0.000000      24.473581      4.096740     48.563164
411000       54.555074       48.936194      44.295985      0.000000      24.511402      3.836047     48.566054
412000       54.704338       49.005510      44.781637      0.000000      24.547514      3.586516     48.564771
413000       54.858404       49.071489      45.267316      0.000000      24.581998      3.347818     48.571370
414000       55.017073       49.134283      45.753043      0.000000      24.614928      3.119648     48.574356
415000       55.180125       49.194038      46.238836      0.000000      24.646374      2.901699     48.584512
416000       55.347368       49.250887      46.724715      0.000000      24.676400      2.693684     48.591534
417000       55.518591       49.304958      47.210696      0.000000      24.705068      2.495317     48.605002
418000       55.693610       49.356367      47.696799      0.000000      24.732434      2.306333     48.615741
419000       55.872228       49.405224      48.183028      0.000000      24.758550      2.126476     48.629247
420000       56.054266       49.451629      48.669389      0.000000      24.783463      1.955506     48.643294
421000       56.239539       49.495670      49.155846      0.000000      24.807216      1.793206     48.647356
422000       56.427874       49.537428      49.642358      0.000000      24.829847      1.639374     48.654227
423000       56.619100       49.576982      50.128885      0.000000      24.851393      1.493805     48.650644
424000       56.813052       49.614403      50.615389      0.000000      24.871887      1.356302     48.649438
425000       57.009569       49.649760      51.101836      0.000000      24.891362      1.226668     48.639690
426000       57.208499       49.683118      51.588197      0.000000      24.909847      1.104712     48.631970
427000       57.409692       49.714537      52.074445      0.000000      24.927372      0.990243     48.617257
428000       57.613006       49.744072      52.560555      0.000000      24.943961      0.883073     48.604287
429000       57.818303       49.771779      53.046505      0.000000      24.959641      0.783020     48.585576
430000       58.025451       49.797705      53.532277      0.000000      24.974433      0.689900     48.568376
431000       58.234323       49.821896      54.017852      0.000000      24.988359      0.603536     48.546448
432000       58.444798       49.844397      54.503214      0.000000      25.001438      0.523750     48.525841
433000       58.656758       49.865246      54.988351      0.000000      25.013689      0.450366     48.501325
434000       58.870092       49.884481      55.473249      0.000000      25.025129      0.383213     48.477975
435000       59.084693       49.902136      55.957896      0.000000      25.035772      0.322119     48.451379
436000       59.300458       49.918242      56.442283      0.000000      25.045634      0.266912     48.425825
437000       59.517289       49.932828      56.926400      0.000000      25.054727      0.217424     48.397563
438000       59.735091       49.945921      57.410240      0.000000      25.063064      0.173485     48.370245
439000       59.953777       49.957547      57.893794      0.000000      25.070655      0.134929     48.340654
440000       60.173259       49.967726      58.377058      0.000000      25.077509      0.101586     48.311932
441000       60.393457       49.976480      58.860024      0.000000      25.083637      0.073288     48.281291
442000       60.614292       49.983828      59.342688      0.000000      25.089046      0.049869     48.251467
443000       60.835690       49.989785      59.825046      0.000000      25.093744      0.031158     48.220013
444000       61.057578       49.994367      60.307093      0.000000      25.097736      0.016988     48.189344
445000       61.279883       49.997589      60.788831      0.000000      25.101029      0.007188     48.158342
446000       61.502546       49.999460      61.270253      0.000000      25.103627      0.001589     48.126043
447000       61.725499       49.999993      61.751356      0.000000      25.105534      0.000019     48.094524
448000       61.948680       49.999197      62.232138      0.000000      25.106755      0.002307     48.061880
449000       62.172026       49.997078      62.712597      0.000000      25.107292      0.008279     48.030042
450000       62.395476       49.993643      63.192734      0.000000      25.107148      0.017762     47.997218
451000       62.618963       49.988898      63.672546      0.000000      25.106324      0.030582     47.965247
452000       62.842426       49.982846      64.152034      0.000000      25.104820      0.046565     47.932404
453000       63.065844       49.975491      64.631194      0.000000      25.102639      0.065531     47.899592
454000       63.289095       49.966831      65.110030      0.000000      25.099778      0.087310     47.867754
455000       63.512110       49.956866      65.588544      0.000000      25.096237      0.111729     47.835171
456000       63.734804       49.945591      66.066738      0.000000      25.092012      0.138616     47.803681
457000       63.957097       49.933003      66.544614      0.000000      25.087100      0.167800     47.771506
458000       64.178889       49.919092      67.022174      0.000000      25.081496      0.199115     47.740579
459000       64.400087       49.903849      67.499421      0.000000      25.075195      0.232395     47.709012
460000       64.620573       49.887260      67.976360      0.000000      25.068188      0.267482     47.678892
461000       64.840236       49.869309      68.452995      0.000000      25.060467      0.304217     47.648164
462000       65.058938       49.849975      68.929331      0.000000      25.052021      0.342454     47.619137
463000       65.276546       49.829236      69.405374      0.000000      25.042836      0.382045     47.589522
464000       65.492897       49.807062      69.881130      0.000000      25.032898      0.422858     47.561934
465000       65.707836       49.783420      70.356608      0.000000      25.022190      0.464762     47.533765
466000       65.921168       49.758271      70.831816      0.000000      25.010689      0.507642     47.508041
467000       66.132712       49.731571      71.306764      0.000000      24.998375      0.551388     47.481731
468000       66.342236       49.703268      71.781463      0.000000      24.985219      0.595910     47.458399
469000       66.549530       49.673303      72.255926      0.000000      24.971191      0.641121     47.434463
470000       66.754323       49.641608      72.730168      0.000000      24.956257      0.686963     47.414193
471000       66.956366       49.608109      73.204204      0.000000      24.940378      0.733382     47.393281
472000       67.155341       49.572717      73.678052      0.000000      24.923508      0.780357     47.376915
473000       67.350960       49.535335      74.151735      0.000000      24.905600      0.827876     47.359848
474000       67.542846       49.495854      74.625247      0.000000      24.886595      0.875962     47.341212
475000       67.730665       49.454160      75.098570      0.000000      24.866437      0.924642     47.322335
476000       67.913975       49.410125      75.571620      0.000000      24.845060      0.973981     47.285785
477000       68.092391       49.363622      76.044301      0.000000      24.822400      1.024047     47.248720
478000       68.265401       49.314495      76.516496      0.000000      24.798378      1.074975     47.187755
479000       68.432569       49.262596      76.988075      0.000000      24.772918      1.126898     47.125952
480000       68.593311       49.207740      77.458880      0.000000      24.745928      1.180037     47.031669
481000       68.747141       49.149754      77.928733      0.000000      24.717318      1.234606     46.936194
482000       68.893400       49.088426      78.397421      0.000000      24.686981      1.290931     46.796489
483000       69.031569       49.023561      78.864698      0.000000      24.654820      1.349320     46.655301
484000       69.160919       48.954920      79.330278      0.000000      24.620712      1.410222     46.453960
485000       69.280921       48.882295      79.793827      0.000000      24.584553      1.474049     46.251135
486000       69.390801       48.805430      80.254963      0.000000      24.546212      1.541390     45.966968
487000       69.490057       48.724123      80.713239      0.000000      24.505589      1.612754     45.682083
488000       69.577914       48.638117      81.168151      0.000000      24.462551      1.688868     45.288417
489000       69.653964       48.547247      81.619114      0.000000      24.417016      1.770319     44.896470
490000       69.717498       48.451288      82.065481      0.000000      24.368870      1.857940     44.361621
491000       69.764339       48.349320      82.505740      0.000000      24.317636      1.954674     43.669895
492000       69.793951       48.241213      82.938738      0.000000      24.263249      2.061583     42.910156
493000       69.810738       48.127988      83.364217      0.000000      24.206237      2.176633     42.175685
494000       69.814520       48.009692      83.781249      0.000000      24.146622      2.300505     41.207838
495000       69.805886       47.886664      84.188771      0.000000      24.084578      2.433296     40.286973
496000       69.785081       47.759173      84.585803      0.000000      24.020238      2.575338     39.094754
497000       69.753187       47.627840      84.971229      0.000000      23.953920      2.726193     37.982769
498000       69.710948       47.493196      85.344128      0.000000      23.885893      2.885627     36.572774
499000       69.659932       47.356156      85.703451      0.000000      23.816622      3.052506     35.288041
500000       69.601371       47.217503      86.048480      0.000000      23.746505      3.225884     33.696975
501000       69.537191       47.078386      86.378378      0.000000      23.676127      3.403913     32.284469
502000       69.468985       46.939763      86.692767      0.000000      23.605976      3.584963     30.578952
503000       69.398816       46.802882      86.991151      0.000000      23.536689      3.766659     29.105705
504000       69.328415       46.668741      87.273571      0.000000      23.468775      3.946917     27.371899
505000       69.259714       46.538517      87.539934      0.000000      23.402834      4.123199     25.914383
506000       69.194341       46.413095      87.790700      0.000000      23.339320      4.293335     24.240348
507000       69.133876       46.293431      88.026156      0.000000      23.278721      4.455030     22.868609
508000       69.079652       46.180181      88.247095      0.000000      23.221373      4.606395     21.326881
509000       69.032778       46.073990      88.454092      0.000000      23.167608      4.745679     20.092208
510000       68.994199       45.975238      88.648141      0.000000      23.117622      4.871511     18.729496
511000       68.964552       45.884250      88.829990      0.000000      23.071581      4.982815     17.659654
512000       68.944393       45.801142      89.000698      0.000000      23.029547      5.078808     16.495699
513000       68.933962       45.725966      89.161073      0.000000      22.991548      5.159050     15.597241
514000       68.933492       45.658632      89.312140      0.000000      22.957539      5.223286     14.630212
515000       68.942933       45.598992      89.454685      0.000000      22.927447      5.271583     13.894552
516000       68.962281       45.546813      89.589637      0.000000      22.901154      5.304087     13.108784
517000       68.991297       45.501823      89.717708      0.000000      22.878521      5.321215     12.518759
518000       69.029826       45.463711      89.839703      0.000000      22.859391      5.323382     11.891767
519000       69.077525       45.432138      89.956242      0.000000      22.843591      5.311213     11.426818
520000       69.134150       45.406762      90.067998      0.000000      22.830948      5.285279     10.934288
521000       69.199315       45.387222      90.175494      0.000000      22.821277      5.246304     10.573813
522000       69.272735       45.373174      90.279285      0.000000      22.814403      5.194933     10.192556
523000       69.354017       45.364264      90.379801      0.000000      22.810145      5.131920     9.917695
524000       69.442865       45.360164      90.477491      0.000000      22.808336      5.057927     9.627071
525000       69.538901       45.360545      90.572706      0.000000      22.808808      4.973695     9.421445
526000       69.641835       45.365105      90.665805      0.000000      22.811406      4.879870     9.203819
527000       69.751318       45.373543      90.757070      0.000000      22.815977      4.777156     9.053646
528000       69.867077       45.385589      90.846788      0.000000      22.822382      4.666165     8.894321
529000       69.988792       45.400977      90.935184      0.000000      22.830485      4.547550     8.788231
530000       70.116213       45.419466      91.022483      0.000000      22.840162      4.421884     8.675154
531000       70.249054       45.440822      91.108865      0.000000      22.851294      4.289766     8.603879
532000       70.387086       45.464835      91.194507      0.000000      22.863773      4.151724     8.527259
533000       70.530360       45.491498      91.279422      0.000000      22.877593      4.007903     8.458600
534000       70.678652       45.520613      91.363763      0.000000      22.892654      3.858830     8.411353
535000       70.831408       45.551840      91.447661      0.000000      22.908781      3.705405     8.368346
536000       70.988445       45.585065      91.531128      0.000000      22.925916      3.548047     8.325266
537000       71.149577       45.620175      91.614171      0.000000      22.943998      3.387182     8.283493
538000       71.314657       45.657074      91.696797      0.000000      22.962979      3.223184     8.241680
539000       71.483538       45.695666      91.779008      0.000000      22.982809      3.056435     8.200809
540000       71.656109       45.735872      91.860812      0.000000      23.003446      2.887272     8.159916
541000       71.832262       45.777615      91.942209      0.000000      23.024851      2.716035     8.119688
542000       72.011925       45.820833      92.023204      0.000000      23.046990      2.543022     8.079449
543000       72.195030       45.865465      92.103800      0.000000      23.069831      2.368535     8.039670
544000       72.381548       45.911469      92.183997      0.000000      23.093353      2.192834     7.999887
545000       72.571455       45.958803      92.263798      0.000000      23.117532      2.016183     7.960412
546000       72.764770       46.007444      92.343205      0.000000      23.142356      1.838806     7.920939
547000       72.961519       46.057369      92.422217      0.000000      23.167812      1.660932     7.881663
548000       73.161775       46.108575      92.500837      0.000000      23.193897      1.482753     7.842393
549000       73.365616       46.161059      92.579065      0.000000      23.220609      1.304469     7.803234
550000       73.573178       46.214841      92.656902      0.000000      23.247955      1.126245     7.764078
551000       73.784597       46.269936      92.734347      0.000000      23.275943      0.948263     7.724963
552000       74.000076       46.326386      92.811401      0.000000      23.304592      0.770669     7.685831
553000       74.219815       46.384227      92.888063      0.000000      23.333919      0.593639     7.646672
554000       74.444092       46.443521      92.964333      0.000000      23.363953      0.417315     7.607445
555000       74.673863       46.504594      93.040211      0.000000      23.394856      0.241358     7.568096
556000       74.907837       46.566876      93.115695      0.000000      23.426339      0.067193     7.528715
557000       75.142256       46.628860      93.190785      0.000000      23.457639      -0.102141     7.489270
558000       75.376987       46.690490      93.265480      0.000000      23.488727      -0.266484     7.449771
559000       75.612028       46.751758      93.339779      0.000000      23.519599      -0.425784     7.410161
560000       75.847377       46.812658      93.413682      0.000000      23.550251      -0.579989     7.370510
561000       76.083031       46.873183      93.487188      0.000000      23.580681      -0.729053     7.330721
562000       76.318988       46.933328      93.560296      0.000000      23.610884      -0.872936     7.290905
563000       76.555246       46.993086      93.633005      0.000000      23.640857      -1.011602     7.250929
564000       76.791802       47.052451      93.705315      0.000000      23.670597      -1.145018     7.210941
565000       77.028655       47.111415      93.777223      0.000000      23.700101      -1.273156     7.170764
566000       77.265802       47.169975      93.848730      0.000000      23.729364      -1.395996     7.130595
567000       77.503240       47.228121      93.919834      0.000000      23.758384      -1.513519     7.090216
568000       77.740967       47.285850      93.990534      0.000000      23.787157      -1.625713     7.049862
569000       77.978980       47.343153      94.060830      0.000000      23.815680      -1.732569     7.009271
570000       78.217278       47.400025      94.130719      0.000000      23.843950      -1.834085     6.968730
571000       78.455857       47.456460      94.200203      0.000000      23.871963      -1.930262     6.927926
572000       78.694715       47.512451      94.269278      0.000000      23.899715      -2.021109     6.887204
573000       78.933848       47.567991      94.337945      0.000000      23.927205      -2.106636     6.846188
574000       79.173256       47.623076      94.406202      0.000000      23.954428      -2.186861     6.805280
575000       79.412934       47.677697      94.474049      0.000000      23.981381      -2.261805     6.764052
576000       79.652881       47.731850      94.541484      0.000000      24.008061      -2.331497     6.722968
577000       79.893093       47.785527      94.608506      0.000000      24.034464      -2.395967     6.681541
578000       80.133568       47.838723      94.675115      0.000000      24.060588      -2.455252     6.640283
579000       80.374302       47.891430      94.741310      0.000000      24.086430      -2.509396     6.598803
580000       80.615294       47.943643      94.807091      0.000000      24.111985      -2.558444     6.557382
581000       80.856539       47.995355      94.872456      0.000000      24.137251      -2.602448     6.515586
582000       81.098036       48.046560      94.937404      0.000000      24.162225      -2.641465     6.474013
583000       81.339781       48.097251      95.001934      0.000000      24.186903      -2.675557     6.432058
584000       81.581772       48.147423      95.066046      0.000000      24.211283      -2.704790     6.390343
585000       81.824004       48.197068      95.129739      0.000000      24.235361      -2.729235     6.348412
586000       82.066476       48.246181      95.193014      0.000000      24.259134      -2.748969     6.306576
587000       82.309184       48.294755      95.255869      0.000000      24.282599      -2.764071     6.264344
588000       82.552126       48.342784      95.318302      0.000000      24.305754      -2.774626     6.222414
589000       82.795297       48.390261      95.380314      0.000000      24.328594      -2.780724     6.180073
590000       83.038695       48.437180      95.441905      0.000000      24.351117      -2.782458     6.138053
591000       83.282317       48.483535      95.503073      0.000000      24.373320      -2.779927     6.095628
592000       83.526159       48.529318      95.563819      0.000000      24.395200      -2.773234     6.053544
593000       83.770219       48.574525      95.624142      0.000000      24.416754      -2.762485     6.011057
594000       84.014492       48.619149      95.684041      0.000000      24.437979      -2.747789     5.968925
595000       84.258976       48.663182      95.743519      0.000000      24.458871      -2.729263     5.926593
596000       84.503667       48.706619      95.802574      0.000000      24.479429      -2.707025     5.884440
597000       84.748562       48.749453      95.861205      0.000000      24.499648      -2.681195     5.841897
598000       84.993658       48.791678      95.919413      0.000000      24.519527      -2.651899     5.799743
599000       85.238951       48.833288      95.977198      0.000000      24.539061      -2.619267     5.757211
600000       85.484437       48.874277      96.034559      0.000000      24.558250      -2.583429     5.715071
601000       85.730113       48.914637      96.091497      0.000000      24.577088      -2.544522     5.672573
602000       85.975976       48.954363      96.148012      0.000000      24.595574      -2.502683     5.630468
603000       86.222023       48.993449      96.204104      0.000000      24.613705      -2.458052     5.588023
604000       86.468248       49.031888      96.259774      0.000000      24.631479      -2.410774     5.545971
605000       86.714650       49.069674      96.315021      0.000000      24.648891      -2.360994     5.503605
606000       86.961224       49.106800      96.369847      0.000000      24.665940      -2.308860     5.461625
607000       87.207967       49.143261      96.424252      0.000000      24.682623      -2.254524     5.419352
608000       87.454874       49.179050      96.478236      0.000000      24.698937      -2.198135     5.377465
609000       87.701943       49.214161      96.531799      0.000000      24.714879      -2.139850     5.335302
610000       87.949170       49.248588      96.584943      0.000000      24.730448      -2.079823     5.293519
611000       88.196550       49.282325      96.637668      0.000000      24.745639      -2.018211     5.251483
612000       88.444081       49.315365      96.689974      0.000000      24.760451      -1.955172     5.209811
613000       88.691758       49.347703      96.741863      0.000000      24.774882      -1.890865     5.167916
614000       88.939577       49.379333      96.793334      0.000000      24.788927      -1.825450     5.126374
615000       89.187534       49.410248      96.844389      0.000000      24.802586      -1.759087     5.084630
616000       89.435627       49.440442      96.895028      0.000000      24.815855      -1.691936     5.043221
617000       89.683850       49.469910      96.945252      0.000000      24.828733      -1.624159     5.001638
618000       89.932199       49.498646      96.995061      0.000000      24.841216      -1.555917     4.960368
619000       90.180672       49.526644      97.044458      0.000000      24.853302      -1.487369     4.918949
620000       90.429264       49.553897      97.093441      0.000000      24.864990      -1.418676     4.877824
621000       90.677970       49.580401      97.142013      0.000000      24.876275      -1.349997     4.836575
622000       90.926788       49.606149      97.190173      0.000000      24.887158      -1.281491     4.795407
623000       91.175712       49.631135      97.237922      0.000000      24.897634      -1.213314     4.754503
624000       91.424739       49.655355      97.285262      0.000000      24.907702      -1.145624     4.713505
625000       91.673864       49.678801      97.332193      0.000000      24.917359      -1.078574     4.672747
626000       91.923084       49.701470      97.378716      0.000000      24.926604      -1.012318     4.631915
627000       92.172394       49.723354      97.424831      0.000000      24.935434      -0.947006     4.591299
628000       92.421791       49.744448      97.470541      0.000000      24.943846      -0.882788     4.550628
629000       92.671270       49.764748      97.515844      0.000000      24.951840      -0.819809     4.510150
630000       92.920826       49.784246      97.560743      0.000000      24.959413      -0.758213     4.469633
631000       93.170456       49.802939      97.605237      0.000000      24.966562      -0.698142     4.429288
632000       93.420156       49.820820      97.649328      0.000000      24.973286      -0.639734     4.388917
633000       93.669920       49.837884      97.693016      0.000000      24.979583      -0.583124     4.348695
634000       93.919746       49.854126      97.736302      0.000000      24.985450      -0.528443     4.308463
635000       94.169628       49.869541      97.779185      0.000000      24.990887      -0.475821     4.268357
636000       94.419562       49.884122      97.821668      0.000000      24.995890      -0.425381     4.228278
637000       94.669544       49.897866      97.863751      0.000000      25.000458      -0.377245     4.188280
638000       94.919570       49.910767      97.905433      0.000000      25.004589      -0.331529     4.148289
639000       95.169634       49.922819      97.946717      0.000000      25.008282      -0.288345     4.108387
640000       95.419734       49.934017      97.987601      0.000000      25.011533      -0.247802     4.068500
641000       95.669863       49.944357      98.028087      0.000000      25.014343      -0.210004     4.028685
642000       95.920019       49.953833      98.068174      0.000000      25.016708      -0.175049     3.988890
643000       96.170196       49.962440      98.107864      0.000000      25.018627      -0.143031     3.949153
644000       96.420390       49.970174      98.147157      0.000000      25.020098      -0.114041     3.909437
645000       96.670596       49.977029      98.186053      0.000000      25.021120      -0.088161     3.869768
646000       96.920811       49.983000      98.224552      0.000000      25.021691      -0.065470     3.830125
647000       97.171029       49.988082      98.262655      0.000000      25.021808      -0.046042     3.790514
648000       97.421245       49.992271      98.300362      0.000000      25.021472      -0.029945     3.750925
649000       97.671456       49.995561      98.337673      0.000000      25.020679      -0.017241     3.711364
650000       97.921658       49.997948      98.374589      0.000000      25.019428      -0.007987     3.671823
651000       98.171851       49.999428      98.411109      0.000000      25.017717      -0.002233     3.632303
652000       98.422042       49.999994      98.447235      0.000000      25.015545      -0.000025     3.592802
653000       98.672232       49.999642      98.482965      0.000000      25.012910      -0.001402     3.553320
654000       98.922424       49.998367      98.518301      0.000000      25.009810      -0.006398     3.513858
655000       99.172622       49.996164      98.553242      0.000000      25.006243      -0.015043     3.474420
656000       99.422832       49.993027      98.587789      0.000000      25.002208      -0.027359     3.435010
657000       99.673063       49.988950      98.621942      0.000000      24.997701      -0.043364     3.395631
658000       99.923325       49.983929      98.655701      0.000000      24.992721      -0.063071     3.356290
659000       100.173632       49.977956      98.689067      0.000000      24.987265      -0.086486     3.316988
660000       100.423995       49.971025      98.722041      0.000000      24.981331      -0.113612     3.277733
661000       100.674430       49.963130      98.754622      0.000000      24.974915      -0.144446     3.238529
662000       100.924952       49.954263      98.786811      0.000000      24.968016      -0.178979     3.199382
663000       101.175577       49.944416      98.818609      0.000000      24.960629      -0.217198     3.160299
664000       101.426320       49.933582      98.850017      0.000000      24.952752      -0.259084     3.121283
665000       101.677199       49.921753      98.881035      0.000000      24.944380      -0.304612     3.082349
666000       101.928230       49.908920      98.911664      0.000000      24.935511      -0.353753     3.043489
667000       102.179430       49.895074      98.941904      0.000000      24.926140      -0.406471     3.004732
668000       102.430814       49.880206      98.971758      0.000000      24.916263      -0.462725     2.966055
669000       102.682398       49.864306      99.001226      0.000000      24.905876      -0.522467     2.927507
670000       102.934199       49.847363      99.030308      0.000000      24.894975      -0.585644     2.889042
671000       103.186231       49.829369      99.059007      0.000000      24.883556      -0.652196     2.850736
672000       103.438508       49.810312      99.087323      0.000000      24.871613      -0.722058     2.812512
673000       103.691045       49.790181      99.115257      0.000000      24.859142      -0.795158     2.774483
674000       103.943853       49.768966      99.142812      0.000000      24.846138      -0.871414     2.736533
675000       104.196947       49.746655      99.169988      0.000000      24.832596      -0.950743     2.698818
676000       104.450368       49.723233      99.196789      0.000000      24.818510      -1.033062     2.661281
677000       104.704097       49.698691      99.223214      0.000000      24.803875      -1.118260     2.623809
678000       104.958144       49.673018      99.249266      0.000000      24.788687      -1.206230     2.586647
679000       105.212519       49.646201      99.274946      0.000000      24.772940      -1.296858     2.549537
680000       105.467232       49.618227      99.300257      0.000000      24.756628      -1.390022     2.512792
681000       105.722290       49.589084      99.325201      0.000000      24.739747      -1.485592     2.476081
682000       105.977702       49.558760      99.349780      0.000000      24.722290      -1.583432     2.439802
683000       106.233474       49.527241      99.373997      0.000000      24.704252      -1.683396     2.403533
684000       106.489614       49.494514      99.397853      0.000000      24.685628      -1.785333     2.367770
685000       106.746126       49.460567      99.421351      0.000000      24.666411      -1.889082     2.331991
686000       107.003018       49.425385      99.444495      0.000000      24.646597      -1.994477     2.296800
687000       107.260293       49.388957      99.467286      0.000000      24.626178      -2.101343     2.261562
688000       107.517958       49.351267      99.489729      0.000000      24.605149      -2.209496     2.227008
689000       107.776016       49.312302      99.511825      0.000000      24.583504      -2.318747     2.192370
690000       108.034471       49.272049      99.533579      0.000000      24.561237      -2.428899     2.158524
691000       108.293401       49.230482      99.554998      0.000000      24.538336      -2.539778     2.125430
692000       108.552810       49.187584      99.576087      0.000000      24.514793      -2.651173     2.092443
693000       108.812630       49.143355      99.596845      0.000000      24.490610      -2.762833     2.059274
694000       109.072864       49.097779      99.617277      0.000000      24.465779      -2.874531     2.027177
695000       109.333517       49.050842      99.637386      0.000000      24.440294      -2.986033     1.994844
696000       109.594593       49.002528      99.657179      0.000000      24.414150      -3.097101     1.963746
697000       109.856097       48.952825      99.676659      0.000000      24.387339      -3.207488     1.932352
698000       110.118035       48.901714      99.695832      0.000000      24.359854      -3.316941     1.902383
699000       110.380412       48.849183      99.714703      0.000000      24.331689      -3.425203     1.872048
700000       110.643236       48.795213      99.733280      0.000000      24.302837      -3.532009     1.843359
701000       110.906513       48.739790      99.751567      0.000000      24.273291      -3.637089     1.814228
702000       111.170256       48.682897      99.769572      0.000000      24.243042      -3.740170     1.787003
703000       111.434471       48.624515      99.787303      0.000000      24.212085      -3.840971     1.759252
704000       111.699174       48.564628      99.804767      0.000000      24.180409      -3.939207     1.733711
705000       111.964377       48.503216      99.821972      0.000000      24.148007      -4.034588     1.707553
706000       112.230099       48.440261      99.838929      0.000000      24.114871      -4.126822     1.683970
707000       112.496356       48.375742      99.855646      0.000000      24.080991      -4.215609     1.659669
708000       112.763174       48.309638      99.872135      0.000000      24.046357      -4.300648     1.638383
709000       113.030574       48.241926      99.888407      0.000000      24.010959      -4.381632     1.616270
710000       113.298590       48.172582      99.904476      0.000000      23.974785      -4.458249     1.597707
711000       113.567251       48.101582      99.920354      0.000000      23.937825      -4.530185     1.578199
712000       113.836599       48.028897      99.936058      0.000000      23.900064      -4.597121     1.562899
713000       114.106672       47.954500      99.951604      0.000000      23.861491      -4.658730     1.546528
714000       114.377526       47.878357      99.967010      0.000000      23.822089      -4.714686     1.535185
715000       114.649210       47.800436      99.982298      0.000000      23.781843      -4.764652     1.522634
716000       114.921794       47.720699      99.997489      0.000000      23.740734      -4.808287     1.516145
717000       115.195341       47.639108      100.012609      0.000000      23.698745      -4.845243     1.508302
718000       115.469942       47.555618      100.027687      0.000000      23.655854      -4.875163     1.507834
719000       115.745675       47.470183      100.042753      0.000000      23.612039      -4.897681     1.505858
720000       116.022654       47.382748      100.057843      0.000000      23.567273      -4.912420     1.512945
721000       116.300980       47.293261      100.072996      0.000000      23.521532      -4.918991     1.518364
722000       116.580794       47.201656      100.088259      0.000000      23.474782      -4.916987     1.535037
723000       116.862221       47.107869      100.103679      0.000000      23.426994      -4.905987     1.549875
724000       117.145439       47.011819      100.119317      0.000000      23.378127      -4.885548     1.578838
