t         x_kite          z_kite         r_block          z_blocco          wind_x       wind_y       v_blocco_x
725000       122.072288       47.337503      105.973817      0.000000      23.524587      -1.706272     3.512812
726000       122.415294       47.231713      106.009036      0.000000      23.471636      -1.560582     3.530950
727000       122.766622       47.120786      106.044435      0.000000      23.416206      -1.396893     3.548885
728000       123.127192       47.004189      106.080015      0.000000      23.358038      -1.213417     3.567167
729000       123.498042       46.881308      106.115782      0.000000      23.296833      -1.008096     3.586600
730000       123.880340       46.751441      106.151755      0.000000      23.232251      -0.778554     3.608355
731000       124.275403       46.613780      106.187963      0.000000      23.163899      -0.522045     3.634104
732000       124.684712       46.467398      106.224458      0.000000      23.091326      -0.235396     3.666223
733000       125.109925       46.311231      106.261320      0.000000      23.014018      0.085065     3.708065
734000       125.552900       46.144063      106.298668      0.000000      22.931384      0.443571     3.764331
735000       126.015695       45.964511      106.336677      0.000000      22.842755      0.844979     3.841588
736000       126.500580       45.771008      106.375601      0.000000      22.747373      1.294823     3.948951
737000       127.010024       45.561803      106.415799      0.000000      22.644390      1.799330     4.098999
738000       127.546661       45.334966      106.457781      0.000000      22.532875      2.365379     4.308942
739000       128.113231       45.088422      106.502257      0.000000      22.411827      3.000362     4.602045
740000       128.712460       44.820023      106.550205      0.000000      22.280210      3.711875     5.009237
741000       129.346875       44.527680      106.602959      0.000000      22.137022      4.507175     5.570653
742000       130.018526       44.209580      106.662305      0.000000      21.981392      5.392301     6.336554
743000       130.728587       43.864514      106.730579      0.000000      21.812749      6.370797     7.366663
744000       131.476858       43.492334      106.810750      0.000000      21.631034      7.442020     8.726419
745000       132.261179       43.094511      106.906433      0.000000      21.436979      8.599240     10.478478
746000       133.076897       42.674724      107.021803      0.000000      21.232385      9.827935     12.668497
747000       133.916542       42.239300      107.161327      0.000000      21.020339      11.105039     15.306701
748000       134.769958       41.797269      107.329325      0.000000      20.805241      12.399944     18.350741
749000       135.625044       41.359816      107.529393      0.000000      20.592539      13.677672     21.698758
750000       136.469058       40.939112      107.763848      0.000000      20.388159      14.903733     25.200160
751000       137.290186       40.546747      108.033369      0.000000      20.197750      16.049200     28.683647
752000       138.078901       40.192254      108.336966      0.000000      20.025963      17.094272     31.991921
753000       138.828742       39.882160      108.672262      0.000000      19.875985      18.029311     35.008763
754000       139.536408       39.619740      109.035978      0.000000      19.749419      18.853576     37.669831
755000       140.201308       39.405383      109.424437      0.000000      19.646463      19.572660     39.958065
756000       140.824851       39.237297      109.833973      0.000000      19.566244      20.195755     41.890568
757000       141.409724       39.112269      110.261202      0.000000      19.507196      20.733432     43.504088
758000       141.959276       39.026336      110.703155      0.000000      19.467383      21.196159     44.843304
759000       142.477088       38.975273      111.157316      0.000000      19.444739      21.593489     45.953135
760000       142.966680       38.954923      111.621600      0.000000      19.437228      21.933719     46.874571
761000       143.431356       38.961382      112.094306      0.000000      19.442939      22.223834     47.642953
762000       143.874121       38.991100      112.574055      0.000000      19.460128      22.469614     48.287695
763000       144.297658       39.040903      113.059734      0.000000      19.487241      22.675788     48.832753
764000       144.704333       39.107997      113.550447      0.000000      19.522905      22.846212     49.297375
765000       145.096215       39.189938      114.045470      0.000000      19.565918      22.984033     49.696914
766000       145.475109       39.284599      114.544213      0.000000      19.615236      23.091829     50.043571
767000       145.842584       39.390136      115.046201      0.000000      19.669951      23.171729     50.347036
768000       146.200004       39.504948      115.551039      0.000000      19.729276      23.225507     50.615014
769000       146.548556       39.627651      116.058406      0.000000      19.792529      23.254663     50.853647
770000       146.889272       39.757043      116.568033      0.000000      19.859117      23.260477     51.067848
771000       147.223053       39.892080      117.079696      0.000000      19.928526      23.244064     51.261564
772000       147.550685       40.031857      117.593208      0.000000      20.000310      23.206406     51.437977
773000       147.872856       40.175585      118.108409      0.000000      20.074078      23.148385     51.599669
774000       148.190168       40.322579      118.625161      0.000000      20.149492      23.070803     51.748741
775000       148.503149       40.472239      119.143349      0.000000      20.226255      22.974402     51.886913
776000       148.812262       40.624043      119.662869      0.000000      20.304110      22.859875     52.015600
777000       149.117913       40.777537      120.183634      0.000000      20.382830      22.727881     52.135972
778000       149.420459       40.932321      120.705565      0.000000      20.462218      22.579049     52.248999
779000       149.720210       41.088049      121.228593      0.000000      20.542102      22.413987     52.355493
780000       150.017439       41.244419      121.752657      0.000000      20.622330      22.233286     52.456133
781000       150.312383       41.401166      122.277700      0.000000      20.702772      22.037524     52.551494
782000       150.605247       41.558061      122.803672      0.000000      20.783312      21.827269     52.642064
783000       150.896207       41.714905      123.330527      0.000000      20.863851      21.603082     52.728261
784000       151.185414       41.871526      123.858224      0.000000      20.944303      21.365517     52.810444
785000       151.472995       42.027776      124.386724      0.000000      21.024591      21.115125     52.888926
786000       151.759057       42.183526      124.915992      0.000000      21.104652      20.852452     52.963983
787000       152.043688       42.338666      125.445994      0.000000      21.184430      20.578044     53.035858
788000       152.326958       42.493104      125.976700      0.000000      21.263877      20.292442     53.104771
789000       152.608922       42.646760      126.508081      0.000000      21.342952      19.996189     53.170922
790000       152.889621       42.799566      127.040111      0.000000      21.421619      19.689824     53.234495
791000       153.169084       42.951465      127.572764      0.000000      21.499849      19.373890     53.295661
792000       153.447332       43.102410      128.106017      0.000000      21.577616      19.048925     53.354583
793000       153.724371       43.252358      128.639843      0.000000      21.654897      18.715476     53.409460
794000       154.000198       43.401256      129.174183      0.000000      21.731665      18.374118     53.457301
795000       154.274800       43.549051      129.708967      0.000000      21.807891      18.025439     53.498360
796000       154.548165       43.695696      130.244129      0.000000      21.883548      17.670032     53.532946
797000       154.820280       43.841145      130.779606      0.000000      21.958614      17.308489     53.561373
798000       155.091133       43.985356      131.315337      0.000000      22.033065      16.941403     53.583962
799000       155.360711       44.128291      131.851267      0.000000      22.106880      16.569364     53.601039
800000       155.629004       44.269912      132.387341      0.000000      22.180038      16.192961     53.612938
801000       155.896004       44.410185      132.923510      0.000000      22.252520      15.812779     53.619996
802000       156.161705       44.549076      133.459726      0.000000      22.324309      15.429398     53.622554
803000       156.426105       44.686553      133.995947      0.000000      22.395387      15.043391     53.620956
804000       156.689203       44.822586      134.532132      0.000000      22.465736      14.655324     53.615542
805000       156.951005       44.957145      135.068246      0.000000      22.535341      14.265753     53.606653
806000       157.211515       45.090202      135.604255      0.000000      22.604185      13.875225     53.594621
807000       157.470745       45.221730      136.140129      0.000000      22.672255      13.484276     53.579770
808000       157.728704       45.351703      136.675842      0.000000      22.739536      13.093428     53.562412
809000       157.985377       45.480114      137.211374      0.000000      22.806022      12.703170     53.543653
810000       158.240778       45.606940      137.746704      0.000000      22.871702      12.313999     53.522112
811000       158.494950       45.732144      138.281810      0.000000      22.936555      11.926412     53.498896
812000       158.747904       45.855711      138.816677      0.000000      23.000573      11.540872     53.474232
813000       158.999644       45.977627      139.351290      0.000000      23.063749      11.157821     53.448314
814000       159.250170       46.097885      139.885639      0.000000      23.126076      10.777681     53.421301
815000       159.499471       46.216478      140.419713      0.000000      23.187551      10.400858     53.393314
816000       159.747528       46.333407      140.953502      0.000000      23.248172      10.027733     53.364432
817000       159.994310       46.448675      141.486998      0.000000      23.307941      9.658672     53.334696
818000       160.239772       46.562291      142.020193      0.000000      23.366861      9.294019     53.304111
819000       160.483857       46.674266      142.553077      0.000000      23.424935      8.934099     53.272643
820000       160.726497       46.784615      143.085642      0.000000      23.482170      8.579220     53.240232
821000       160.967610       46.893356      143.617878      0.000000      23.538573      8.229670     53.206787
822000       161.207101       47.000506      144.149774      0.000000      23.594153      7.885723     53.172194
823000       161.444866       47.106087      144.681318      0.000000      23.648918      7.547636     53.136318
824000       161.681656       47.209824      145.212519      0.000000      23.702735      7.215960     53.104662
825000       161.918948       47.311224      145.743410      0.000000      23.755365      6.891443     53.073519
826000       162.156761       47.410310      146.273987      0.000000      23.806818      6.574264     53.041954
827000       162.395082       47.507114      146.804247      0.000000      23.857110      6.264574     53.009977
828000       162.633901       47.601667      147.334185      0.000000      23.906255      5.962509     52.977589
829000       162.873205       47.694001      147.863797      0.000000      23.954269      5.668192     52.944824
830000       163.112984       47.784144      148.393080      0.000000      24.001164      5.381729     52.911693
831000       163.353226       47.872127      148.922030      0.000000      24.046956      5.103212     52.878214
832000       163.593921       47.957978      149.450643      0.000000      24.091656      4.832721     52.844393
833000       163.835057       48.041725      149.978916      0.000000      24.135279      4.570318     52.810254
834000       164.076624       48.123395      150.506847      0.000000      24.177837      4.316055     52.775812
835000       164.318612       48.203014      151.034431      0.000000      24.219343      4.069969     52.741096
836000       164.561009       48.280608      151.561667      0.000000      24.259808      3.832084     52.706093
837000       164.803806       48.356202      152.088552      0.000000      24.299244      3.602410     52.670854
838000       165.046992       48.429822      152.615083      0.000000      24.337664      3.380945     52.635368
839000       165.290558       48.501490      153.141258      0.000000      24.375078      3.167675     52.599665
840000       165.534492       48.571230      153.667075      0.000000      24.411497      2.962575     52.563747
841000       165.778786       48.639066      154.192532      0.000000      24.446932      2.765606     52.527652
842000       166.023429       48.705019      154.717627      0.000000      24.481394      2.576718     52.491373
843000       166.268412       48.769111      155.242359      0.000000      24.514892      2.395850     52.454932
844000       166.513725       48.831363      155.766725      0.000000      24.547438      2.222932     52.418346
845000       166.759359       48.891796      156.290725      0.000000      24.579039      2.057880     52.381627
846000       167.005304       48.950430      156.814357      0.000000      24.609707      1.900602     52.344778
847000       167.251551       49.007285      157.337620      0.000000      24.639450      1.750995     52.307832
848000       167.498091       49.062380      157.860513      0.000000      24.668278      1.608948     52.270778
849000       167.744915       49.115733      158.383035      0.000000      24.696198      1.474338     52.233645
850000       167.992013       49.167363      158.905185      0.000000      24.723220      1.347035     52.196436
851000       168.239377       49.217287      159.426963      0.000000      24.749352      1.226900     52.159159
852000       168.486998       49.265523      159.948368      0.000000      24.774603      1.113784     52.121824
853000       168.734868       49.312088      160.469402      0.000000      24.798980      1.007533     52.085002
854000       168.982976       49.356999      160.990064      0.000000      24.822492      0.907982     52.047581
855000       169.231316       49.400271      161.510353      0.000000      24.845144      0.814960     52.010127
856000       169.479877       49.441918      162.030266      0.000000      24.866946      0.728291     51.972644
857000       169.728653       49.481958      162.549805      0.000000      24.887904      0.647790     51.935143
858000       169.977634       49.520403      163.068969      0.000000      24.908026      0.573264     51.897623
859000       170.226811       49.557269      163.587757      0.000000      24.927317      0.504518     51.860092
860000       170.476178       49.592570      164.106170      0.000000      24.945784      0.441347     51.822553
861000       170.725725       49.626318      164.624208      0.000000      24.963435      0.383544     51.785009
862000       170.975445       49.658528      165.141870      0.000000      24.980275      0.330894     51.747463
863000       171.225329       49.689211      165.659157      0.000000      24.996310      0.283179     51.709915
864000       171.475369       49.718381      166.176068      0.000000      25.011547      0.240177     51.672367
865000       171.725558       49.746049      166.692604      0.000000      25.025991      0.201659     51.634822
866000       171.975887       49.772227      167.208764      0.000000      25.039647      0.167395     51.597277
867000       172.226349       49.796926      167.724549      0.000000      25.052522      0.137151     51.559734
868000       172.476935       49.820157      168.239958      0.000000      25.064621      0.110688     51.522192
869000       172.727639       49.841931      168.754992      0.000000      25.075948      0.087767     51.484649
870000       172.978452       49.862258      169.269651      0.000000      25.086508      0.068143     51.447105
871000       173.229367       49.881149      169.783934      0.000000      25.096307      0.051571     51.409557
872000       173.480376       49.898612      170.297842      0.000000      25.105350      0.037804     51.372003
873000       173.731472       49.914657      170.811374      0.000000      25.113640      0.026593     51.334442
874000       173.982647       49.929294      171.324530      0.000000      25.121183      0.017686     51.296871
875000       174.233894       49.942531      171.837311      0.000000      25.127982      0.010834     51.259346
876000       174.485205       49.954376      172.349716      0.000000      25.134042      0.005784     51.221746
877000       174.736572       49.964838      172.861746      0.000000      25.139366      0.002282     51.184128
878000       174.987990       49.973924      173.373399      0.000000      25.143960      0.000077     51.146488
879000       175.239449       49.981642      173.884675      0.000000      25.147825      -0.001084     51.108824
880000       175.490944       49.988000      174.395575      0.000000      25.150967      -0.001453     51.071133
881000       175.742466       49.993004      174.906097      0.000000      25.153389      -0.001281     51.033412
882000       175.994009       49.996662      175.416242      0.000000      25.155094      -0.000818     50.995657
883000       176.245565       49.998979      175.926010      0.000000      25.156085      -0.000314     50.957868
884000       176.497125       49.999962      176.435399      0.000000      25.156366      -0.000014     50.920040
885000       176.748684       49.999617      176.944410      0.000000      25.155940      -0.000165     50.882172
886000       177.000247       49.997950      177.453042      0.000000      25.154809      -0.001009     50.844266
887000       177.251822       49.994966      177.961295      0.000000      25.152977      -0.002787     50.806327
888000       177.503429       49.990673      178.469168      0.000000      25.150448      -0.005736     50.768358
889000       177.755090       49.985075      178.976662      0.000000      25.147223      -0.010089     50.730364
890000       178.006835       49.978182      179.483775      0.000000      25.143308      -0.016077     50.692349
891000       178.258698       49.969999      179.990508      0.000000      25.138706      -0.023925     50.654317
892000       178.510718       49.960537      180.496861      0.000000      25.133420      -0.033854     50.616274
893000       178.762940       49.949804      181.002833      0.000000      25.127457      -0.046080     50.578226
894000       179.015412       49.937810      181.508425      0.000000      25.120822      -0.060812     50.540179
895000       179.268186       49.924568      182.013636      0.000000      25.113519      -0.078254     50.502141
896000       179.521317       49.910090      182.518468      0.000000      25.105555      -0.098603     50.464119
897000       179.774862       49.894390      183.022919      0.000000      25.096938      -0.122048     50.426122
898000       180.028881       49.877482      183.526990      0.000000      25.087674      -0.148773     50.388159
899000       180.283435       49.859384      184.030681      0.000000      25.077772      -0.178951     50.350240
900000       180.538585       49.840111      184.533994      0.000000      25.067240      -0.212748     50.312375
901000       180.794395       49.819684      185.036929      0.000000      25.056087      -0.250321     50.274575
902000       181.050926       49.798121      185.539486      0.000000      25.044323      -0.291819     50.236850
903000       181.308241       49.775443      186.041666      0.000000      25.031958      -0.337380     50.199212
904000       181.566402       49.751671      186.543470      0.000000      25.019003      -0.387133     50.161672
905000       181.825470       49.726829      187.044899      0.000000      25.005468      -0.441196     50.124243
906000       182.085505       49.700940      187.545955      0.000000      24.991366      -0.499677     50.086934
907000       182.346563       49.674029      188.046638      0.000000      24.976708      -0.562675     50.049760
908000       182.608702       49.646120      188.546950      0.000000      24.961507      -0.630276     50.012731
909000       182.871976       49.617239      189.046893      0.000000      24.945776      -0.702555     49.975860
910000       183.136436       49.587413      189.546467      0.000000      24.929526      -0.779577     49.939159
911000       183.402132       49.556668      190.045676      0.000000      24.912773      -0.861396     49.902641
912000       183.669113       49.525032      190.544521      0.000000      24.895528      -0.948052     49.866317
913000       183.937421       49.492532      191.043003      0.000000      24.877806      -1.039576     49.830202
914000       184.207099       49.459196      191.541125      0.000000      24.859621      -1.135987     49.794306
915000       184.478184       49.425052      192.038889      0.000000      24.840985      -1.237291     49.758643
916000       184.750713       49.390127      192.536298      0.000000      24.821914      -1.343484     49.723226
917000       185.024717       49.354450      193.033354      0.000000      24.802420      -1.454551     49.688067
918000       185.300224       49.318047      193.530060      0.000000      24.782517      -1.570463     49.653178
919000       185.577258       49.280946      194.026419      0.000000      24.762219      -1.691182     49.618571
920000       185.855838       49.243174      194.522432      0.000000      24.741539      -1.816660     49.584258
921000       186.135979       49.204754      195.018104      0.000000      24.720490      -1.946837     49.550249
922000       186.417692       49.165714      195.513438      0.000000      24.699085      -2.081643     49.516552
923000       186.700981       49.126075      196.008436      0.000000      24.677335      -2.220999     49.483177
924000       186.985844       49.085861      196.503102      0.000000      24.655252      -2.364817     49.450128
925000       187.272273       49.045093      196.997439      0.000000      24.632846      -2.513001     49.417412
926000       187.560255       49.003789      197.491451      0.000000      24.610128      -2.665446     49.385028
927000       187.849768       48.961967      197.985141      0.000000      24.587107      -2.822041     49.352976
928000       188.140784       48.919642      198.478512      0.000000      24.563791      -2.982669     49.321253
929000       188.433264       48.876827      198.971567      0.000000      24.540187      -3.147208     49.289850
930000       188.727166       48.833531      199.464309      0.000000      24.516300      -3.315531     49.258758
931000       189.022435       48.789762      199.956742      0.000000      24.492136      -3.487507     49.227960
932000       189.319011       48.745525      200.448869      0.000000      24.467697      -3.663006     49.197438
933000       189.616823       48.700821      200.940692      0.000000      24.442985      -3.841893     49.167169
934000       189.915794       48.655648      201.432213      0.000000      24.418001      -4.024035     49.137127
935000       190.215836       48.610000      201.923435      0.000000      24.392743      -4.209298     49.107281
936000       190.516857       48.563870      202.414359      0.000000      24.367209      -4.397550     49.077598
937000       190.818753       48.517244      202.904987      0.000000      24.341393      -4.588663     49.048039
938000       191.121416       48.470107      203.395320      0.000000      24.315290      -4.782510     49.018566
939000       191.424730       48.422441      203.885358      0.000000      24.288893      -4.978968     48.989135
940000       191.728575       48.374222      204.375102      0.000000      24.262191      -5.177917     48.959704
941000       192.032825       48.325426      204.864552      0.000000      24.235175      -5.379245     48.930228
942000       192.337348       48.276023      205.353706      0.000000      24.207831      -5.582842     48.900661
943000       192.642013       48.225983      205.842564      0.000000      24.180147      -5.788604     48.870960
944000       192.946682       48.175271      206.331124      0.000000      24.152108      -5.996430     48.841080
945000       193.251218       48.123849      206.819385      0.000000      24.123697      -6.206226     48.810981
946000       193.555485       48.071680      207.307343      0.000000      24.094898      -6.417903     48.780623
947000       193.859344       48.018721      207.794996      0.000000      24.065692      -6.631375     48.749969
948000       194.162660       47.964931      208.282341      0.000000      24.036061      -6.846558     48.718987
949000       194.465299       47.910264      208.769374      0.000000      24.005984      -7.063375     48.687648
950000       194.767130       47.854676      209.256092      0.000000      23.975442      -7.281749     48.655926
951000       195.068027       47.798118      209.742491      0.000000      23.944413      -7.501606     48.623802
952000       195.367867       47.740545      210.228566      0.000000      23.912877      -7.722873     48.591258
953000       195.666532       47.681907      210.714314      0.000000      23.880812      -7.945476     48.558284
954000       195.963911       47.622157      211.199730      0.000000      23.848195      -8.169344     48.524871
955000       196.259898       47.561246      211.684810      0.000000      23.815006      -8.394402     48.491017
956000       196.554393       47.499125      212.169549      0.000000      23.781222      -8.620575     48.456722
957000       196.847303       47.435747      212.653943      0.000000      23.746821      -8.847784     48.421991
958000       197.138541       47.371064      213.137987      0.000000      23.711783      -9.075948     48.386831
959000       197.428029       47.305029      213.621677      0.000000      23.676084      -9.304983     48.351253
960000       197.715693       47.237594      214.105010      0.000000      23.639705      -9.534798     48.315270
961000       198.001468       47.168714      214.587981      0.000000      23.602623      -9.765299     48.278898
962000       198.285295       47.098344      215.070586      0.000000      23.564819      -9.996387     48.242153
963000       198.567122       47.026439      215.552823      0.000000      23.526271      -10.227956     48.205055
964000       198.847148       46.953047      216.034684      0.000000      23.487004      -10.459639     48.167211
965000       199.125319       46.878123      216.516168      0.000000      23.446996      -10.691321     48.129493
966000       199.401344       46.801531      216.997272      0.000000      23.406183      -10.923142     48.091475
967000       199.675196       46.723231      217.477996      0.000000      23.364548      -11.154971     48.053177
968000       199.946854       46.643183      217.958335      0.000000      23.322070      -11.386669     48.014621
969000       200.216302       46.561349      218.438287      0.000000      23.278733      -11.618092     47.975827
970000       200.483529       46.477692      218.917850      0.000000      23.234519      -11.849086     47.936813
971000       200.748529       46.392173      219.397022      0.000000      23.189410      -12.079491     47.897599
972000       201.011299       46.304758      219.875801      0.000000      23.143389      -12.309141     47.858202
973000       201.271842       46.215411      220.354185      0.000000      23.096441      -12.537862     47.818639
974000       201.530163       46.124098      220.832173      0.000000      23.048549      -12.765471     47.778926
975000       201.786272       46.030787      221.309763      0.000000      22.999698      -12.991781     47.739076
976000       202.040182       45.935444      221.786954      0.000000      22.949872      -13.216597     47.699104
977000       202.291910       45.838039      222.263744      0.000000      22.899057      -13.439714     47.659021
978000       202.541476       45.738542      222.740133      0.000000      22.847237      -13.660925     47.618839
979000       202.788904       45.636924      223.216120      0.000000      22.794400      -13.880010     47.578568
980000       203.034220       45.533156      223.691704      0.000000      22.740532      -14.096746     47.538218
981000       203.277454       45.427213      224.166884      0.000000      22.685621      -14.310900     47.497797
982000       203.518641       45.319070      224.641659      0.000000      22.629655      -14.522233     47.457314
983000       203.757819       45.208703      225.116030      0.000000      22.572622      -14.730499     47.416774
984000       203.995027       45.096091      225.589994      0.000000      22.514513      -14.935441     47.376183
985000       204.230312       44.981214      226.063553      0.000000      22.455317      -15.136796     47.335548
986000       204.463722       44.864055      226.536705      0.000000      22.395028      -15.334295     47.294873
987000       204.695310       44.744599      227.009450      0.000000      22.333637      -15.527656     47.254160
988000       204.925134       44.622835      227.481787      0.000000      22.271138      -15.716594     47.213415
989000       205.153254       44.498751      227.953718      0.000000      22.207529      -15.900813     47.172638
990000       205.379738       44.372343      228.425240      0.000000      22.142804      -16.080008     47.131831
991000       205.604656       44.243607      228.896354      0.000000      22.076964      -16.253869     47.090995
992000       205.828081       44.112544      229.367059      0.000000      22.010007      -16.422076     47.050131
993000       206.050095       43.979156      229.837356      0.000000      21.941937      -16.584304     47.009237
994000       206.270779       43.843453      230.307243      0.000000      21.872757      -16.740218     46.968313
995000       206.490223       43.705446      230.776722      0.000000      21.802474      -16.889480     46.927357
996000       206.708518       43.565150      231.245790      0.000000      21.731094      -17.031746     46.886366
997000       206.925759       43.422585      231.714448      0.000000      21.658627      -17.166668     46.845338
998000       207.142046       43.277776      232.182696      0.000000      21.585086      -17.293893     46.804277
999000       207.357524       43.130774      232.650534      0.000000      21.510497      -17.413007     46.763221
1000000       207.572268       42.981597      233.117960      0.000000      21.434867      -17.523694     46.722058
