t         x_kite          z_kite         r_block          z_blocco          wind_x       wind_y       v_blocco_x
363000       55.817991       39.882888      25.662474      0.000000      19.977485      22.050010     42.031194
364000       55.726518       40.267249      26.086197      0.000000      20.170094      21.782346     42.707946
365000       55.635255       40.646039      26.516541      0.000000      20.359865      21.480435     43.355142
366000       55.544706       41.018603      26.953199      0.000000      20.546472      21.145536     43.970444
367000       55.455381       41.384325      27.395843      0.000000      20.729612      20.779223     44.551910
368000       55.367793       41.742637      27.844125      0.000000      20.909003      20.383360     45.098007
369000       55.282455       42.093020      28.297687      0.000000      21.084390      19.960068     45.607627
370000       55.199876       42.435007      28.756159      0.000000      21.255546      19.511684     46.080086
371000       55.120559       42.768189      29.219168      0.000000      21.422270      19.040721     46.515112
372000       55.044995       43.092211      29.686341      0.000000      21.584391      18.549825     46.912837
373000       54.973662       43.406779      30.157306      0.000000      21.741768      18.041725     47.273769
374000       54.907020       43.711656      30.631700      0.000000      21.894289      17.519196     47.598762
375000       54.845507       44.006661      31.109168      0.000000      22.041870      16.985009     47.888990
376000       54.789539       44.291672      31.589371      0.000000      22.184457      16.441894     48.145898
377000       54.739504       44.566619      32.071983      0.000000      22.322019      15.892504     48.371170
378000       54.695761       44.831483      32.556697      0.000000      22.454555      15.339384     48.566678
379000       54.658639       45.086294      33.043226      0.000000      22.582085      14.784943     48.734444
380000       54.628432       45.331127      33.531303      0.000000      22.704653      14.231430     48.876592
381000       54.605401       45.566098      34.020681      0.000000      22.822321      13.680922     48.995310
382000       54.589771       45.791359      34.511139      0.000000      22.935171      13.135312     49.092808
383000       54.581730       46.007095      35.002475      0.000000      23.043299      12.596299     49.171285
384000       54.581434       46.213518      35.494509      0.000000      23.146816      12.065390     49.232895
385000       54.589001       46.410868      35.987084      0.000000      23.245845      11.543898     49.279719
386000       54.604910       46.599247      36.480060      0.000000      23.340443      11.033291     49.313391
387000       54.629160       46.778962      36.973319      0.000000      23.430765      10.534470     49.336624
388000       54.661354       46.950463      37.466763      0.000000      23.517037      10.047857     49.350751
389000       54.701490       47.114041      37.960309      0.000000      23.599404      9.574079     49.357363
390000       54.749530       47.269992      38.453890      0.000000      23.678017      9.113620     49.357916
391000       54.805415       47.418614      38.947451      0.000000      23.753024      8.666834     49.353723
392000       54.869057       47.560210      39.440952      0.000000      23.824578      8.233958     49.345961
393000       54.940347       47.695077      39.934362      0.000000      23.892828      7.815126     49.335668
394000       55.019154       47.823512      40.427660      0.000000      23.957920      7.410385     49.323752
395000       55.105330       47.945803      40.920834      0.000000      24.020000      7.019699     49.310995
396000       55.198710       48.062235      41.413879      0.000000      24.079207      6.642971     49.298063
397000       55.299115       48.173082      41.906797      0.000000      24.135679      6.280046     49.285516
398000       55.406355       48.278609      42.399592      0.000000      24.189546      5.930726     49.273814
399000       55.520230       48.379074      42.892277      0.000000      24.240935      5.594774     49.263329
400000       55.639655       48.474956      43.384915      0.000000      24.290077      5.271279     49.264317
401000       55.763219       48.566775      43.877581      0.000000      24.337219      4.959148     49.268873
402000       55.890917       48.654649      44.370276      0.000000      24.382420      4.658351     49.270232
403000       56.023971       48.738397      44.862939      0.000000      24.425601      4.369675     49.262739
404000       56.163004       48.818016      45.355539      0.000000      24.466764      4.093393     49.257645
405000       56.307750       48.893719      45.848100      0.000000      24.506012      3.829139     49.254971
406000       56.457947       48.965704      46.340646      0.000000      24.543444      3.576549     49.254695
407000       56.613341       49.034160      46.833201      0.000000      24.579150      3.335270     49.256768
408000       56.773681       49.099260      47.325789      0.000000      24.613213      3.104957     49.261123
409000       56.938724       49.161166      47.818431      0.000000      24.645713      2.885277     49.267676
410000       57.108234       49.220030      48.311150      0.000000      24.676723      2.675909     49.276331
411000       57.281980       49.275991      48.803965      0.000000      24.706309      2.476544     49.286986
412000       57.459740       49.329180      49.296896      0.000000      24.734534      2.286884     49.299534
413000       57.641298       49.379718      49.789961      0.000000      24.761457      2.106644     49.313864
414000       57.826446       49.427715      50.283172      0.000000      24.787129      1.935556     49.327424
415000       58.014981       49.473268      50.776492      0.000000      24.811598      1.773382     49.335796
416000       58.206707       49.516465      51.269872      0.000000      24.834903      1.619897     49.339434
417000       58.401432       49.557389      51.763267      0.000000      24.857085      1.474877     49.338850
418000       58.598975       49.596116      52.256637      0.000000      24.878179      1.338103     49.334505
419000       58.799159       49.632721      52.749946      0.000000      24.898220      1.209356     49.326807
420000       59.001814       49.667272      53.243163      0.000000      24.917240      1.088423     49.316122
421000       59.206779       49.699833      53.736259      0.000000      24.935269      0.975091     49.302776
422000       59.413897       49.730464      54.229210      0.000000      24.952335      0.869154     49.287058
423000       59.623020       49.759220      54.721993      0.000000      24.968463      0.770405     49.269227
424000       59.834006       49.786153      55.214588      0.000000      24.983678      0.678642     49.249511
425000       60.046717       49.811311      55.706978      0.000000      24.998001      0.593665     49.228116
426000       60.260831       49.834753      56.199130      0.000000      25.011459      0.515237     49.202281
427000       60.476239       49.856516      56.691034      0.000000      25.024068      0.443174     49.178316
428000       60.693015       49.876624      57.182692      0.000000      25.035841      0.377325     49.153141
429000       60.911044       49.895111      57.674093      0.000000      25.046793      0.317496     49.126886
430000       61.130218       49.912011      58.165227      0.000000      25.056939      0.263495     49.099669
431000       61.350432       49.927352      58.656083      0.000000      25.066292      0.215134     49.071598
432000       61.571588       49.941162      59.146656      0.000000      25.074865      0.172221     49.042767
433000       61.793592       49.953467      59.636936      0.000000      25.082669      0.134569     49.013262
434000       62.016356       49.964288      60.126919      0.000000      25.089713      0.101988     48.983162
435000       62.239794       49.973645      60.616597      0.000000      25.096006      0.074290     48.952538
436000       62.463827       49.981559      61.105968      0.000000      25.101558      0.051286     48.921453
437000       62.688378       49.988044      61.595025      0.000000      25.106374      0.032788     48.889968
438000       62.913376       49.993117      62.083766      0.000000      25.110462      0.018605     48.858139
439000       63.138750       49.996790      62.572186      0.000000      25.113827      0.008548     48.826017
440000       63.364436       49.999075      63.060285      0.000000      25.116473      0.002425     48.793652
441000       63.590368       49.999982      63.548058      0.000000      25.118406      0.000046     48.761091
442000       63.816484       49.999520      64.035506      0.000000      25.119628      0.001217     48.728379
443000       64.042721       49.997697      64.522625      0.000000      25.120143      0.005746     48.695562
444000       64.269019       49.994518      65.009416      0.000000      25.119952      0.013438     48.662682
445000       64.495313       49.989988      65.495879      0.000000      25.119058      0.024098     48.629784
446000       64.721540       49.984110      65.982012      0.000000      25.117460      0.037532     48.596912
447000       64.947629       49.976885      66.467817      0.000000      25.115159      0.053547     48.564110
448000       65.173510       49.968314      66.953294      0.000000      25.112154      0.071946     48.531425
449000       65.399105       49.958394      67.438445      0.000000      25.108444      0.092538     48.498903
450000       65.624330       49.947121      67.923273      0.000000      25.104025      0.115131     48.466594
451000       65.849096       49.934489      68.407778      0.000000      25.098893      0.139535     48.434552
452000       66.073302       49.920488      68.891964      0.000000      25.093044      0.165563     48.402832
453000       66.296841       49.905108      69.375835      0.000000      25.086470      0.193032     48.371495
454000       66.519595       49.888333      69.859395      0.000000      25.079164      0.221763     48.340607
455000       66.741435       49.870144      70.342649      0.000000      25.071116      0.251580     48.310241
456000       66.962220       49.850519      70.825602      0.000000      25.062313      0.282314     48.280477
457000       67.181795       49.829432      71.308261      0.000000      25.052741      0.313804     48.251406
458000       67.399993       49.806850      71.790632      0.000000      25.042384      0.345895     48.223126
459000       67.616631       49.782736      72.272726      0.000000      25.031222      0.378439     48.195751
460000       67.831509       49.757046      72.754551      0.000000      25.019234      0.411300     48.169406
461000       68.044410       49.729731      73.236118      0.000000      25.006392      0.444352     48.144235
462000       68.255099       49.700733      73.717439      0.000000      24.992668      0.477481     48.120398
463000       68.463320       49.669984      74.198530      0.000000      24.978027      0.510586     48.098079
464000       68.668794       49.637411      74.679407      0.000000      24.962432      0.543584     48.077484
465000       68.871218       49.602925      75.160086      0.000000      24.945838      0.576407     48.058850
466000       69.070265       49.566428      75.640591      0.000000      24.928194      0.609008     48.042443
467000       69.265577       49.527810      76.120943      0.000000      24.909446      0.641362     48.028050
468000       69.456765       49.486948      76.601131      0.000000      24.889531      0.673464     48.008223
469000       69.643409       49.443716      77.081077      0.000000      24.868386      0.705323     47.979361
470000       69.825051       49.397976      77.560683      0.000000      24.845939      0.736979     47.939875
471000       70.001203       49.349574      78.039833      0.000000      24.822116      0.768502     47.887887
472000       70.171336       49.298344      78.518391      0.000000      24.796830      0.800004     47.821177
473000       70.334888       49.244103      78.996198      0.000000      24.769991      0.831635     47.737129
474000       70.491258       49.186656      79.473064      0.000000      24.741500      0.863595     47.632664
475000       70.639812       49.125791      79.948770      0.000000      24.711249      0.896138     47.504176
476000       70.779882       49.061281      80.423053      0.000000      24.679126      0.929576     47.347458
477000       70.910774       48.992888      80.895607      0.000000      24.645009      0.964286     47.157631
478000       71.031774       48.920366      81.366074      0.000000      24.608776      1.000714     46.929085
479000       71.142158       48.843462      81.834036      0.000000      24.570298      1.039378     46.655427
480000       71.241208       48.761923      82.299005      0.000000      24.529449      1.080873     46.329464
481000       71.328228       48.675507      82.760421      0.000000      24.486105      1.125862     45.943225
482000       71.402568       48.583991      83.217636      0.000000      24.440156      1.175080     45.488053
483000       71.463651       48.487185      83.669916      0.000000      24.391504      1.229309     44.954772
484000       71.511010       48.384949      84.116434      0.000000      24.340079      1.289367     44.333979
485000       71.544319       48.277212      84.556267      0.000000      24.285845      1.356074     43.616463
486000       71.563438       48.163994      84.988405      0.000000      24.228812      1.430209     42.793763
487000       71.568454       48.045425      85.411759      0.000000      24.169047      1.512459     41.858884
488000       71.559718       47.921775      85.825182      0.000000      24.106683      1.603356     40.807109
489000       71.537878       47.793464      86.227495      0.000000      24.041934      1.703207     39.636881
490000       71.503903       47.661080      86.617520      0.000000      23.975099      1.812023     38.350618
491000       71.459083       47.525386      86.994130      0.000000      23.906562      1.929453     36.955367
492000       71.405016       47.387307      87.356290      0.000000      23.836793      2.054742     35.463136
493000       71.343574       47.247916      87.703110      0.000000      23.766336      2.186704     33.890786
494000       71.276837       47.108397      88.033892      0.000000      23.695793      2.323736     32.259420
495000       71.207023       46.970003      88.348166      0.000000      23.625801      2.463870     30.593292
496000       71.136392       46.834002      88.645712      0.000000      23.557004      2.604857     28.918330
497000       71.066205       46.700522      88.928490      0.000000      23.489470      2.745704     27.639113
498000       70.998111       46.570540      89.196595      0.000000      23.423698      2.884436     25.991089
499000       70.934913       46.446178      89.448491      0.000000      23.360765      3.017295     24.401037
500000       70.876894       46.327039      89.686612      0.000000      23.300474      3.143975     23.230874
501000       70.825256       46.213783      89.911541      0.000000      23.243161      3.262738     21.772183
502000       70.782653       46.108296      90.122380      0.000000      23.189787      3.369815     20.414465
503000       70.750062       46.010983      90.320179      0.000000      23.140560      3.463707     19.165098
504000       70.728173       45.922064      90.506041      0.000000      23.095594      3.543293     18.026920
505000       70.717414       45.841599      90.681075      0.000000      23.054921      3.607825     16.999273
506000       70.717992       45.769512      90.846374      0.000000      23.018504      3.656890     16.078782
507000       70.729926       45.705614      91.002982      0.000000      22.986249      3.690369     15.260097
508000       70.753088       45.649634      91.151885      0.000000      22.958018      3.708391     14.536578
509000       70.787238       45.601236      91.293999      0.000000      22.933642      3.711283     13.900847
510000       70.832051       45.560046      91.430163      0.000000      22.912929      3.699523     13.345236
511000       70.887144       45.525662      91.561140      0.000000      22.895677      3.673705     12.862109
512000       70.952098       45.497673      91.687618      0.000000      22.881675      3.634501     12.444093
513000       71.026473       45.475666      91.810212      0.000000      22.870713      3.582634     12.084224
514000       71.109819       45.459235      91.929471      0.000000      22.862586      3.518858     11.776037
515000       71.201690       45.447988      92.045883      0.000000      22.857091      3.443936     11.513603
516000       71.301648       45.441549      92.159876      0.000000      22.854037      3.358628     11.291537
517000       71.409266       45.439558      92.271830      0.000000      22.853241      3.263684     11.104988
518000       71.524137       45.441680      92.382077      0.000000      22.854531      3.159834     10.949609
519000       71.645870       45.447599      92.490911      0.000000      22.857746      3.047784     10.821525
520000       71.774097       45.457020      92.598586      0.000000      22.862734      2.928210     10.717291
521000       71.908471       45.469669      92.705325      0.000000      22.869355      2.801762     10.633857
522000       72.048665       45.485294      92.811323      0.000000      22.877481      2.669057     10.568529
523000       72.194374       45.503662      92.916748      0.000000      22.886990      2.530678     10.518762
524000       72.345313       45.524569      93.021714      0.000000      22.897780      2.387181     10.474716
525000       72.501208       45.547863      93.126245      0.000000      22.909771      2.239081     10.431539
526000       72.661816       45.573408      93.230347      0.000000      22.922892      2.086862     10.389103
527000       72.826925       45.601082      93.334028      0.000000      22.937081      1.930975     10.347297
528000       72.996350       45.630777      93.437294      0.000000      22.952282      1.771842     10.306024
529000       73.169936       45.662396      93.540150      0.000000      22.968443      1.609853     10.265199
530000       73.347722       45.695930      93.642599      0.000000      22.985560      1.445208     10.224643
531000       73.529596       45.731300      93.744644      0.000000      23.003592      1.278267     10.184530
532000       73.715325       45.768376      93.846290      0.000000      23.022470      1.109508     10.144677
533000       73.904883       45.807117      93.947538      0.000000      23.042172      0.939206     10.105042
534000       74.098277       45.847497      94.048391      0.000000      23.062685      0.767614     10.065592
535000       74.295554       45.889505      94.148850      0.000000      23.084001      0.594960     10.026298
536000       74.496798       45.933145      94.248917      0.000000      23.106120      0.421448     9.987139
537000       74.702137       45.978438      94.348593      0.000000      23.129053      0.247265     9.948094
538000       74.911742       46.025421      94.447878      0.000000      23.152816      0.072579     9.909148
539000       75.125833       46.074147      94.546775      0.000000      23.177434      -0.102453     9.870284
540000       75.344679       46.124686      94.645284      0.000000      23.202941      -0.277687     9.831485
541000       75.568606       46.177127      94.743405      0.000000      23.229379      -0.452979     9.792729
542000       75.797994       46.231576      94.841138      0.000000      23.256799      -0.628187     9.753986
543000       76.030691       46.287098      94.938483      0.000000      23.284728      -0.801330     9.714952
544000       76.263675       46.342431      95.035437      0.000000      23.312531      -0.970061     9.675842
545000       76.496936       46.397569      95.131999      0.000000      23.340201      -1.134315     9.636668
546000       76.730473       46.452505      95.228169      0.000000      23.367737      -1.294036     9.597427
547000       76.964285       46.507234      95.323947      0.000000      23.395135      -1.449172     9.558114
548000       77.198370       46.561750      95.419331      0.000000      23.422392      -1.599674     9.518728
549000       77.432727       46.616048      95.514321      0.000000      23.449506      -1.745495     9.479264
550000       77.667354       46.670123      95.608916      0.000000      23.476473      -1.886594     9.439721
551000       77.902251       46.723969      95.703115      0.000000      23.503291      -2.022933     9.400094
552000       78.137414       46.777580      95.796917      0.000000      23.529956      -2.154475     9.360382
553000       78.372844       46.830951      95.890322      0.000000      23.556466      -2.281191     9.320583
554000       78.608538       46.884077      95.983328      0.000000      23.582818      -2.403052     9.280693
555000       78.844495       46.936952      96.075935      0.000000      23.609008      -2.520035     9.240713
556000       79.080713       46.989571      96.168141      0.000000      23.635035      -2.632118     9.200636
557000       79.317190       47.041928      96.259947      0.000000      23.660895      -2.739287     9.160464
558000       79.553925       47.094018      96.351350      0.000000      23.686585      -2.841528     9.120136
559000       79.790916       47.145835      96.442349      0.000000      23.712102      -2.938833     9.079766
560000       80.028162       47.197375      96.532944      0.000000      23.737444      -3.031197     9.039226
561000       80.265660       47.248630      96.623133      0.000000      23.762608      -3.118619     8.998663
562000       80.503408       47.299597      96.712916      0.000000      23.787591      -3.201103     8.957996
563000       80.741406       47.350269      96.802292      0.000000      23.812390      -3.278656     8.917230
564000       80.979651       47.400640      96.891260      0.000000      23.837003      -3.351289     8.876361
565000       81.218141       47.450706      96.979819      0.000000      23.861426      -3.419018     8.835399
566000       81.456874       47.500461      97.067967      0.000000      23.885657      -3.481861     8.794330
567000       81.695848       47.549898      97.155705      0.000000      23.909693      -3.539842     8.753171
568000       81.935062       47.599014      97.243030      0.000000      23.933531      -3.592987     8.711912
569000       82.174514       47.647801      97.329942      0.000000      23.957168      -3.641330     8.670555
570000       82.414200       47.696256      97.416440      0.000000      23.980603      -3.684903     8.629107
571000       82.654121       47.744371      97.502524      0.000000      24.003831      -3.723747     8.587564
572000       82.894272       47.792141      97.588191      0.000000      24.026851      -3.757905     8.545936
573000       83.134652       47.839561      97.673442      0.000000      24.049660      -3.787425     8.504218
574000       83.375260       47.886625      97.758275      0.000000      24.072254      -3.812356     8.462421
575000       83.616092       47.933328      97.842689      0.000000      24.094631      -3.832753     8.420539
576000       83.857148       47.979664      97.926685      0.000000      24.116789      -3.848677     8.378585
577000       84.098423       48.025626      98.010260      0.000000      24.138725      -3.860189     8.336546
578000       84.339917       48.071211      98.093415      0.000000      24.160436      -3.867355     8.294449
579000       84.581627       48.116411      98.176149      0.000000      24.181920      -3.870245     8.252274
580000       84.823550       48.161221      98.258460      0.000000      24.203173      -3.868934     8.210043
581000       85.065685       48.205636      98.340349      0.000000      24.224193      -3.863498     8.167758
582000       85.308030       48.249649      98.421815      0.000000      24.244978      -3.854019     8.125408
583000       85.550580       48.293256      98.502856      0.000000      24.265525      -3.840579     8.083014
584000       85.793335       48.336449      98.583474      0.000000      24.285831      -3.823268     8.040572
585000       86.036292       48.379225      98.663667      0.000000      24.305894      -3.802176     7.998095
586000       86.279449       48.421576      98.743436      0.000000      24.325711      -3.777398     7.955571
587000       86.522802       48.463497      98.822778      0.000000      24.345280      -3.749030     7.913023
588000       86.766350       48.504983      98.901696      0.000000      24.364597      -3.717173     7.870454
589000       87.010090       48.546027      98.980187      0.000000      24.383660      -3.681930     7.827853
590000       87.254019       48.586624      99.058252      0.000000      24.402468      -3.643409     7.785242
591000       87.498135       48.626769      99.135891      0.000000      24.421017      -3.601716     7.742608
592000       87.742435       48.666454      99.213104      0.000000      24.439304      -3.556966     7.699982
593000       87.986917       48.705675      99.289890      0.000000      24.457328      -3.509270     7.657344
594000       88.231578       48.744426      99.366250      0.000000      24.475085      -3.458747     7.614706
595000       88.476415       48.782701      99.442184      0.000000      24.492573      -3.405514     7.572082
596000       88.721425       48.820494      99.517692      0.000000      24.509791      -3.349694     7.529460
597000       88.966607       48.857800      99.592773      0.000000      24.526734      -3.291408     7.486860
598000       89.211956       48.894612      99.667428      0.000000      24.543402      -3.230783     7.444280
599000       89.457471       48.930926      99.741658      0.000000      24.559791      -3.167945     7.401722
600000       89.703148       48.966735      99.815463      0.000000      24.575898      -3.103022     7.359193
601000       89.948985       49.002033      99.888842      0.000000      24.591723      -3.036144     7.316695
602000       90.194979       49.036816      99.961796      0.000000      24.607262      -2.967443     7.274238
603000       90.441127       49.071076      100.034326      0.000000      24.622512      -2.897051     7.231815
604000       90.687426       49.104810      100.106432      0.000000      24.637473      -2.825102     7.189434
605000       90.933873       49.138010      100.178115      0.000000      24.652140      -2.751730     7.147099
606000       91.180465       49.170671      100.249374      0.000000      24.666512      -2.677070     7.104818
607000       91.427200       49.202788      100.320211      0.000000      24.680587      -2.601258     7.062583
608000       91.674074       49.234355      100.390625      0.000000      24.694363      -2.524431     7.020403
609000       91.921084       49.265367      100.460619      0.000000      24.707837      -2.446724     6.978280
610000       92.168227       49.295817      100.530191      0.000000      24.721006      -2.368275     6.936216
611000       92.415501       49.325701      100.599343      0.000000      24.733869      -2.289220     6.894212
612000       92.662901       49.355012      100.668075      0.000000      24.746424      -2.209696     6.852271
613000       92.910426       49.383746      100.736388      0.000000      24.758669      -2.129837     6.810390
614000       93.158072       49.411896      100.804282      0.000000      24.770600      -2.049781     6.768575
615000       93.405835       49.439458      100.871759      0.000000      24.782217      -1.969661     6.726826
616000       93.653713       49.466425      100.938819      0.000000      24.793517      -1.889611     6.685144
617000       93.901703       49.492794      101.005462      0.000000      24.804497      -1.809765     6.643527
618000       94.149801       49.518557      101.071689      0.000000      24.815157      -1.730253     6.601978
619000       94.398003       49.543710      101.137501      0.000000      24.825493      -1.651206     6.560497
620000       94.646308       49.568247      101.202899      0.000000      24.835505      -1.572752     6.519081
621000       94.894711       49.592164      101.267883      0.000000      24.845189      -1.495019     6.477732
622000       95.143209       49.615454      101.332453      0.000000      24.854544      -1.418132     6.436450
623000       95.391799       49.638113      101.396611      0.000000      24.863569      -1.342214     6.395235
624000       95.640478       49.660135      101.460358      0.000000      24.872260      -1.267385     6.354082
625000       95.889242       49.681515      101.523693      0.000000      24.880616      -1.193765     6.312994
626000       96.138088       49.702249      101.586617      0.000000      24.888636      -1.121469     6.271968
627000       96.387012       49.722330      101.649132      0.000000      24.896317      -1.050611     6.231004
628000       96.636012       49.741754      101.711237      0.000000      24.903657      -0.981301     6.190099
629000       96.885083       49.760516      101.772934      0.000000      24.910655      -0.913648     6.149253
630000       97.134223       49.778610      101.834222      0.000000      24.917309      -0.847756     6.108463
631000       97.383427       49.796032      101.895103      0.000000      24.923617      -0.783726     6.067727
632000       97.632693       49.812776      101.955576      0.000000      24.929578      -0.721656     6.027044
633000       97.882017       49.828838      102.015643      0.000000      24.935189      -0.661641     5.986413
634000       98.131395       49.844213      102.075304      0.000000      24.940448      -0.603772     5.945830
635000       98.380824       49.858896      102.134560      0.000000      24.945355      -0.548137     5.905294
636000       98.630300       49.872881      102.193410      0.000000      24.949907      -0.494817     5.864804
637000       98.879820       49.886164      102.251856      0.000000      24.954103      -0.443894     5.824355
638000       99.129380       49.898741      102.309897      0.000000      24.957941      -0.395441     5.783948
639000       99.378977       49.910605      102.367534      0.000000      24.961419      -0.349530     5.743579
640000       99.628606       49.921754      102.424768      0.000000      24.964536      -0.306227     5.703301
641000       99.878266       49.932181      102.481600      0.000000      24.967290      -0.265596     5.663002
642000       100.127950       49.941881      102.538028      0.000000      24.969679      -0.227693     5.622736
643000       100.377657       49.950852      102.594054      0.000000      24.971703      -0.192571     5.582500
644000       100.627383       49.959086      102.649678      0.000000      24.973358      -0.160279     5.542291
645000       100.877123       49.966581      102.704900      0.000000      24.974644      -0.130861     5.502109
646000       101.126874       49.973331      102.759720      0.000000      24.975559      -0.104355     5.461952
647000       101.376633       49.979331      102.814138      0.000000      24.976101      -0.080795     5.421816
648000       101.626395       49.984578      102.868156      0.000000      24.976270      -0.060209     5.381711
649000       101.876157       49.989066      102.921772      0.000000      24.976063      -0.042622     5.341616
650000       102.125914       49.992790      102.974988      0.000000      24.975479      -0.028052     5.301537
651000       102.375665       49.995747      103.027803      0.000000      24.974516      -0.016513     5.261474
652000       102.625404       49.997931      103.080217      0.000000      24.973172      -0.008012     5.221426
653000       102.875134       49.999339      103.132231      0.000000      24.971448      -0.002553     5.181390
654000       103.124861       49.999965      103.183844      0.000000      24.969339      -0.000134     5.141367
655000       103.374587       49.999805      103.235058      0.000000      24.966846      -0.000747     5.101355
656000       103.624315       49.998855      103.285871      0.000000      24.963966      -0.004382     5.061357
657000       103.874047       49.997108      103.336285      0.000000      24.960697      -0.011021     5.021375
658000       104.123790       49.994561      103.386298      0.000000      24.957038      -0.020642     4.981411
659000       104.373550       49.991208      103.435912      0.000000      24.952987      -0.033221     4.941469
660000       104.623337       49.987043      103.485127      0.000000      24.948542      -0.048725     4.901552
661000       104.873160       49.982062      103.533943      0.000000      24.943700      -0.067119     4.861663
662000       105.123032       49.976258      103.582360      0.000000      24.938459      -0.088363     4.821807
663000       105.372964       49.969625      103.630379      0.000000      24.932817      -0.112414     4.781989
664000       105.622971       49.962157      103.678000      0.000000      24.926770      -0.139221     4.742212
665000       105.873065       49.953846      103.725223      0.000000      24.920318      -0.168732     4.702482
666000       106.123261       49.944687      103.772049      0.000000      24.913455      -0.200888     4.662804
667000       106.373576       49.934672      103.818479      0.000000      24.906180      -0.235627     4.623183
668000       106.624023       49.923793      103.864513      0.000000      24.898489      -0.272882     4.583627
669000       106.874620       49.912042      103.910151      0.000000      24.890378      -0.312581     4.544142
670000       107.125381       49.899411      103.955395      0.000000      24.881845      -0.354649     4.504734
671000       107.376324       49.885891      104.000246      0.000000      24.872885      -0.399003     4.465412
672000       107.627464       49.871473      104.044704      0.000000      24.863494      -0.445558     4.426182
673000       107.878818       49.856148      104.088769      0.000000      24.853668      -0.494224     4.387054
674000       108.130403       49.839907      104.132445      0.000000      24.843404      -0.544904     4.348036
675000       108.382236       49.822739      104.175730      0.000000      24.832697      -0.597499     4.309138
676000       108.634333       49.804634      104.218627      0.000000      24.821541      -0.651902     4.270370
677000       108.886711       49.785581      104.261138      0.000000      24.809934      -0.708003     4.231743
678000       109.139389       49.765569      104.303262      0.000000      24.797868      -0.765686     4.193270
679000       109.392382       49.744587      104.345003      0.000000      24.785340      -0.824830     4.154962
680000       109.645709       49.722623      104.386362      0.000000      24.772344      -0.885309     4.116835
681000       109.899387       49.699665      104.427340      0.000000      24.758875      -0.946992     4.078902
682000       110.153436       49.675700      104.467940      0.000000      24.744926      -1.009741     4.041181
683000       110.407875       49.650714      104.508164      0.000000      24.730492      -1.073415     4.003690
684000       110.662722       49.624695      104.548014      0.000000      24.715567      -1.137866     3.966449
685000       110.917998       49.597628      104.587494      0.000000      24.700145      -1.202942     3.929478
686000       111.173724       49.569499      104.626605      0.000000      24.684218      -1.268483     3.892802
687000       111.429921       49.540292      104.665350      0.000000      24.667780      -1.334327     3.856448
688000       111.686614       49.509993      104.703734      0.000000      24.650824      -1.400303     3.820443
689000       111.943825       49.478584      104.741760      0.000000      24.633342      -1.466238     3.784821
690000       112.201581       49.446048      104.779432      0.000000      24.615327      -1.531950     3.749617
691000       112.459908       49.412369      104.816754      0.000000      24.596769      -1.597253     3.714870
692000       112.718836       49.377526      104.853731      0.000000      24.577661      -1.661955     3.680625
693000       112.978394       49.341502      104.890368      0.000000      24.557994      -1.725859     3.646931
694000       113.238617       49.304275      104.926671      0.000000      24.537757      -1.788761     3.613841
695000       113.499538       49.265825      104.962646      0.000000      24.516942      -1.850452     3.581419
696000       113.761197       49.226128      104.998301      0.000000      24.495537      -1.910714     3.549732
697000       114.023634       49.185161      105.033643      0.000000      24.473531      -1.969327     3.518859
698000       114.286894       49.142899      105.068681      0.000000      24.450913      -2.026060     3.488885
699000       114.551025       49.099316      105.103424      0.000000      24.427670      -2.080679     3.459909
700000       114.816081       49.054383      105.137883      0.000000      24.403788      -2.132940     3.432043
701000       115.082118       49.008070      105.172069      0.000000      24.379253      -2.182592     3.405411
702000       115.349199       48.960345      105.205995      0.000000      24.354051      -2.229378     3.380156
703000       115.617393       48.911175      105.239677      0.000000      24.328164      -2.273029     3.356441
704000       115.886775       48.860521      105.273130      0.000000      24.301575      -2.313269     3.334450
705000       116.157428       48.808345      105.306372      0.000000      24.274266      -2.349812     3.314393
706000       116.429442       48.754605      105.339425      0.000000      24.246214      -2.382359     3.296513
707000       116.702917       48.699254      105.372310      0.000000      24.217400      -2.410602     3.281086
708000       116.977962       48.642243      105.405055      0.000000      24.187798      -2.434217     3.268431
709000       117.254699       48.583519      105.437689      0.000000      24.157383      -2.452865     3.258914
710000       117.533260       48.523022      105.470246      0.000000      24.126127      -2.466192     3.252959
711000       117.813794       48.460690      105.502762      0.000000      24.093999      -2.473825     3.251056
712000       118.096461       48.396454      105.535282      0.000000      24.060965      -2.475368     3.253772
713000       118.381441       48.330239      105.567855      0.000000      24.026990      -2.470403     3.261769
714000       118.668641       48.262026      105.600480      0.000000      23.992066      -2.458509     3.263812
715000       118.958265       48.191731      105.633211      0.000000      23.956152      -2.439234     3.283793
716000       119.250851       48.119193      105.666179      0.000000      23.919168      -2.412052     3.310224
717000       119.546662       48.044289      105.699415      0.000000      23.881055      -2.376431     3.336668
718000       119.845986       47.966875      105.732910      0.000000      23.841742      -2.331809     3.362180
719000       120.149147       47.886782      105.766655      0.000000      23.801147      -2.277569     3.386715
720000       120.456507       47.803824      105.800641      0.000000      23.759180      -2.213033     3.410237
721000       120.768468       47.717788      105.834857      0.000000      23.715736      -2.137450     3.432723
722000       121.085485       47.628431      105.869292      0.000000      23.670698      -2.049982     3.454170
723000       121.408068       47.535481      105.903937      0.000000      23.623932      -1.949691     3.474607
724000       121.736787       47.438624      105.938781      0.000000      23.575286      -1.835520     3.494108
