step        alpha       action      reward        Q[s+0]      Q[s+1]      Q[s+2]
437000      20.000000     0     0.483976     246.662406     246.622358     0.000000
438000      19.000000     2     0.483702     246.627446     246.627811     246.628210
439000      20.000000     0     0.483407     246.662410     246.622358     0.000000
440000      19.000000     2     0.483119     246.627446     246.627811     246.628215
441000      20.000000     0     0.482813     246.662415     246.622358     0.000000
442000      19.000000     2     0.482515     246.627446     246.627811     246.628220
443000      20.000000     0     0.482200     246.662419     246.622358     0.000000
444000      19.000000     1     0.481893     246.627446     246.627811     246.628226
445000      19.000000     2     0.481583     246.627446     246.627816     246.628226
446000      20.000000     0     0.481260     246.662424     246.622358     0.000000
447000      19.000000     2     0.480945     246.627446     246.627816     246.628231
448000      20.000000     0     0.480619     246.662428     246.622358     0.000000
449000      19.000000     2     0.480300     246.627446     246.627816     246.628236
450000      20.000000     0     0.479972     246.662433     246.622358     0.000000
451000      19.000000     2     0.479652     246.627446     246.627816     246.628241
452000      20.000000     1     0.479324     246.662437     246.622358     0.000000
453000      20.000000     0     0.478996     246.662437     246.622363     0.000000
454000      19.000000     2     0.478678     246.627446     246.627816     246.628246
455000      20.000000     0     0.478352     246.662442     246.622363     0.000000
456000      19.000000     2     0.478037     246.627446     246.627816     246.628251
457000      20.000000     0     0.477715     246.662446     246.622363     0.000000
458000      19.000000     2     0.477406     246.627446     246.627816     246.628256
