episode,epsilon,Alpha,steps,return
200,0.900000,0.010000,2000001,362.720534
201,0.900000,0.010000,2000001,363.212643
202,0.900000,0.010000,2000001,363.602419
203,0.900000,0.010000,2000001,363.092196
204,0.900000,0.010000,2000001,362.455169
205,0.900000,0.010000,2000001,363.018567
206,0.900000,0.010000,2000001,360.285133
207,0.900000,0.010000,2000001,360.326038
208,0.900000,0.010000,2000001,358.665518
209,0.900000,0.010000,2000001,362.705460
210,0.900000,0.010000,2000001,360.389080
211,0.900000,0.010000,2000001,362.998885
212,0.900000,0.010000,2000001,362.450380
213,0.900000,0.010000,2000001,356.895692
214,0.900000,0.010000,2000001,362.999993
215,0.900000,0.010000,2000001,363.682678
216,0.900000,0.010000,2000001,363.230677
217,0.900000,0.010000,2000001,362.643530
218,0.900000,0.010000,2000001,360.312857
219,0.900000,0.010000,2000001,357.195183
220,0.900000,0.010000,2000001,358.719795
221,0.900000,0.010000,2000001,357.193508
222,0.900000,0.010000,2000001,357.324767
223,0.900000,0.010000,2000001,358.552442
224,0.900000,0.010000,2000001,357.228546
225,0.900000,0.010000,2000001,357.117644
226,0.900000,0.010000,2000001,355.990224
227,0.900000,0.010000,554470,118.018601
228,0.900000,0.010000,702959,153.258940
229,0.900000,0.010000,622732,134.081459
230,0.900000,0.010000,584573,124.292336
231,0.900000,0.010000,2000001,357.181447
232,0.900000,0.010000,2000001,358.387161
233,0.900000,0.010000,487832,102.386263
234,0.900000,0.010000,570503,121.591618
235,0.900000,0.010000,489126,102.551946
236,0.900000,0.010000,2000001,356.960153
237,0.900000,0.010000,2000001,360.727394
238,0.900000,0.010000,2000001,358.739806
239,0.900000,0.010000,2000001,357.299587
240,0.900000,0.010000,2000001,363.480344
241,0.900000,0.010000,2000001,363.133077
242,0.900000,0.010000,2000001,362.463832
243,0.900000,0.010000,2000001,356.829973
244,0.900000,0.010000,2000001,356.667202
245,0.900000,0.010000,2000001,356.627686
246,0.900000,0.010000,2000001,363.126084
247,0.900000,0.010000,2000001,363.614538
248,0.900000,0.010000,2000001,363.697090
249,0.900000,0.010000,2000001,362.624432
250,0.900000,0.010000,2000001,363.107166
251,0.900000,0.010000,2000001,363.245721
252,0.900000,0.010000,2000001,360.359034
253,0.900000,0.010000,2000001,362.785237
254,0.900000,0.010000,2000001,363.411948
255,0.900000,0.010000,2000001,363.693585
256,0.900000,0.010000,2000001,357.479479
257,0.900000,0.010000,2000001,363.180202
258,0.900000,0.010000,2000001,363.244384
259,0.900000,0.010000,2000001,363.636944
260,0.900000,0.010000,2000001,363.655911
261,0.900000,0.010000,2000001,363.141871
262,0.900000,0.010000,2000001,362.491601
263,0.900000,0.010000,2000001,356.721164
264,0.900000,0.010000,2000001,363.085430
265,0.900000,0.010000,2000001,362.554198
266,0.900000,0.010000,2000001,350.009995
267,0.900000,0.010000,2000001,356.806608
268,0.900000,0.010000,2000001,350.058457
269,0.900000,0.010000,2000001,356.709003
270,0.900000,0.010000,2000001,349.769785
271,0.900000,0.010000,2000001,363.106820
272,0.900000,0.010000,2000001,363.572300
273,0.900000,0.010000,2000001,363.203665
274,0.900000,0.010000,2000001,363.071847
275,0.900000,0.010000,2000001,356.637364
276,0.900000,0.010000,2000001,355.130681
277,0.900000,0.010000,2000001,349.997154
278,0.900000,0.010000,2000001,356.850573
279,0.900000,0.010000,2000001,363.118569
280,0.900000,0.010000,2000001,363.676343
281,0.900000,0.010000,2000001,363.239548
282,0.900000,0.010000,2000001,360.328940
283,0.900000,0.010000,2000001,362.784094
284,0.900000,0.010000,2000001,363.275685
285,0.900000,0.010000,2000001,360.271581
286,0.900000,0.010000,2000001,358.918200
287,0.900000,0.010000,2000001,356.998544
288,0.900000,0.010000,2000001,359.211376
289,0.900000,0.010000,2000001,357.470959
290,0.900000,0.010000,2000001,357.445723
291,0.900000,0.010000,2000001,358.611640
292,0.900000,0.010000,2000001,359.831279
293,0.900000,0.010000,2000001,357.210187
294,0.900000,0.010000,2000001,358.566160
295,0.900000,0.010000,2000001,357.157559
296,0.900000,0.010000,2000001,357.339030
297,0.900000,0.010000,2000001,357.235714
298,0.900000,0.010000,2000001,358.756428
299,0.900000,0.010000,2000001,357.351776
300,0.900000,0.010000,2000001,355.957859
301,0.900000,0.010000,2000001,357.261355
302,0.900000,0.010000,2000001,359.043877
303,0.900000,0.010000,2000001,357.285153
304,0.900000,0.010000,2000001,360.318581
305,0.900000,0.010000,2000001,362.781148
306,0.900000,0.010000,2000001,363.209945
307,0.900000,0.010000,2000001,360.337072
308,0.900000,0.010000,2000001,358.674741
309,0.900000,0.010000,2000001,357.437370
310,0.900000,0.010000,2000001,355.968993
311,0.900000,0.010000,556485,118.922509
312,0.900000,0.010000,554313,117.999597
313,0.900000,0.010000,516857,109.109753
314,0.900000,0.010000,2000001,357.431377
315,0.900000,0.010000,2000001,356.143902
316,0.900000,0.010000,2000001,358.803908
317,0.900000,0.010000,2000001,360.353645
318,0.900000,0.010000,2000001,361.368425
319,0.900000,0.010000,2000001,362.742107
320,0.900000,0.010000,2000001,356.454673
321,0.900000,0.010000,2000001,350.251954
322,0.900000,0.010000,2000001,357.054712
323,0.900000,0.010000,2000001,350.264077
324,0.900000,0.010000,2000001,360.487374
325,0.900000,0.010000,2000001,357.258794
326,0.900000,0.010000,2000001,358.683448
327,0.900000,0.010000,2000001,363.331689
328,0.900000,0.010000,2000001,363.697427
329,0.900000,0.010000,2000001,363.227984
330,0.900000,0.010000,2000001,360.442640
331,0.900000,0.010000,2000001,357.162897
332,0.900000,0.010000,2000001,358.597537
333,0.900000,0.010000,2000001,360.320874
334,0.900000,0.010000,2000001,357.232535
335,0.900000,0.010000,2000001,357.951443
336,0.900000,0.010000,2000001,359.291238
337,0.900000,0.010000,2000001,357.253442
338,0.900000,0.010000,2000001,356.051531
339,0.900000,0.010000,2000001,357.005080
340,0.900000,0.010000,2000001,359.561693
341,0.900000,0.010000,2000001,363.195042
342,0.900000,0.010000,2000001,360.347696
343,0.900000,0.010000,2000001,363.138069
344,0.900000,0.010000,2000001,363.084810
345,0.900000,0.010000,2000001,362.551701
346,0.900000,0.010000,2000001,357.048264
347,0.900000,0.010000,2000001,363.139394
348,0.900000,0.010000,2000001,362.575911
349,0.900000,0.010000,2000001,356.732661
350,0.900000,0.010000,2000001,363.668929
351,0.900000,0.010000,2000001,363.115756
352,0.900000,0.010000,2000001,363.183113
353,0.900000,0.010000,2000001,363.640295
354,0.900000,0.010000,2000001,363.157164
355,0.900000,0.010000,2000001,363.179322
356,0.900000,0.010000,2000001,359.888824
357,0.900000,0.010000,2000001,363.782025
358,0.900000,0.010000,2000001,362.542527
359,0.900000,0.010000,2000001,356.420230
360,0.900000,0.010000,2000001,363.012687
361,0.900000,0.010000,2000001,363.816856
362,0.900000,0.010000,2000001,362.501469
363,0.900000,0.010000,2000001,358.536982
364,0.900000,0.010000,2000001,357.431031
365,0.900000,0.010000,2000001,360.380134
366,0.900000,0.010000,2000001,358.732187
367,0.900000,0.010000,2000001,357.250483
368,0.900000,0.010000,2000001,357.235864
369,0.900000,0.010000,2000001,358.822168
370,0.900000,0.010000,2000001,357.243931
371,0.900000,0.010000,2000001,357.324087
372,0.900000,0.010000,798823,160.067662
373,0.900000,0.010000,457358,96.839997
374,0.900000,0.010000,808657,162.604451
375,0.900000,0.010000,1788269,343.781699
376,0.900000,0.010000,2000001,357.396174
377,0.900000,0.010000,2000001,357.280237
378,0.900000,0.010000,2000001,358.581116
379,0.900000,0.010000,2000001,357.611826
380,0.900000,0.010000,2000001,362.649056
381,0.900000,0.010000,2000001,363.635170
382,0.900000,0.010000,2000001,355.920158
383,0.900000,0.010000,2000001,357.193181
384,0.900000,0.010000,2000001,357.936958
385,0.900000,0.010000,2000001,360.282729
386,0.900000,0.010000,2000001,358.814880
387,0.900000,0.010000,2000001,357.358171
388,0.900000,0.010000,2000001,360.268519
389,0.900000,0.010000,2000001,358.575811
390,0.900000,0.010000,2000001,362.863213
391,0.900000,0.010000,2000001,363.188331
392,0.900000,0.010000,2000001,363.128558
393,0.900000,0.010000,2000001,363.706809
394,0.900000,0.010000,2000001,363.244311
395,0.900000,0.010000,2000001,350.138411
396,0.900000,0.010000,2000001,356.628432
397,0.900000,0.010000,2000001,356.757190
398,0.900000,0.010000,2000001,361.464579
399,0.900000,0.010000,2000001,362.910544
400,0.900000,0.010000,2000001,350.663959
401,0.900000,0.010000,2000001,360.171385
402,0.900000,0.010000,2000001,356.875809
403,0.900000,0.010000,2000001,350.009928
404,0.900000,0.010000,2000001,356.764382
405,0.900000,0.010000,2000001,349.979701
406,0.900000,0.010000,2000001,349.929985
407,0.900000,0.010000,2000001,356.679657
408,0.900000,0.010000,2000001,354.716257
409,0.900000,0.010000,2000001,350.013111
410,0.900000,0.010000,2000001,356.654549
411,0.900000,0.010000,2000001,363.107704
412,0.900000,0.010000,2000001,363.172962
413,0.900000,0.010000,2000001,360.315631
414,0.900000,0.010000,2000001,362.718686
415,0.900000,0.010000,2000001,363.241223
416,0.900000,0.010000,2000001,363.685859
417,0.900000,0.010000,2000001,363.105706
418,0.900000,0.010000,2000001,362.501308
419,0.900000,0.010000,2000001,356.930692
420,0.900000,0.010000,2000001,356.643656
421,0.900000,0.010000,2000001,350.360208
422,0.900000,0.010000,2000001,356.797727
423,0.900000,0.010000,2000001,363.075453
424,0.900000,0.010000,2000001,363.261799
425,0.900000,0.010000,2000001,363.651610
426,0.900000,0.010000,2000001,363.066021
427,0.900000,0.010000,2000001,363.171216
428,0.900000,0.010000,2000001,360.363474
429,0.900000,0.010000,2000001,362.750224
430,0.900000,0.010000,2000001,363.217494
431,0.900000,0.010000,2000001,362.477458
432,0.900000,0.010000,2000001,363.859386
433,0.900000,0.010000,2000001,363.109411
434,0.900000,0.010000,2000001,360.896075
435,0.900000,0.010000,2000001,357.317505
436,0.900000,0.010000,2000001,358.713190
437,0.900000,0.010000,2000001,358.584207
438,0.900000,0.010000,2000001,357.499079
439,0.900000,0.010000,2000001,357.164445
440,0.900000,0.010000,2000001,360.430365
441,0.900000,0.010000,2000001,362.737248
442,0.900000,0.010000,2000001,358.174036
443,0.900000,0.010000,2000001,360.366350
444,0.900000,0.010000,2000001,356.913443
445,0.900000,0.010000,2000001,360.838607
446,0.900000,0.010000,2000001,362.306481
447,0.900000,0.010000,2000001,362.490413
448,0.900000,0.010000,2000001,360.358499
449,0.900000,0.010000,2000001,360.429517
450,0.900000,0.010000,2000001,356.582124
451,0.900000,0.010000,2000001,349.427007
452,0.900000,0.010000,2000001,356.716629
453,0.900000,0.010000,2000001,362.429434
454,0.900000,0.010000,2000001,363.159055
455,0.900000,0.010000,2000001,356.555093
456,0.900000,0.010000,2000001,362.491622
457,0.900000,0.010000,2000001,362.566597
458,0.900000,0.010000,2000001,362.603741
459,0.900000,0.010000,2000001,363.305488
460,0.900000,0.010000,2000001,364.268466
461,0.900000,0.010000,2000001,362.801508
462,0.900000,0.010000,2000001,357.145246
463,0.900000,0.010000,2000001,363.252910
464,0.900000,0.010000,2000001,359.308874
465,0.900000,0.010000,2000001,349.501631
466,0.900000,0.010000,2000001,356.672778
467,0.900000,0.010000,2000001,349.831997
468,0.900000,0.010000,2000001,356.510412
469,0.900000,0.010000,2000001,356.306923
470,0.900000,0.010000,2000001,363.354584
471,0.900000,0.010000,2000001,363.668588
472,0.900000,0.010000,2000001,364.289575
473,0.900000,0.010000,2000001,361.917078
474,0.900000,0.010000,2000001,361.873813
475,0.900000,0.010000,2000001,363.218983
476,0.900000,0.010000,2000001,363.173625
477,0.900000,0.010000,2000001,362.989934
478,0.900000,0.010000,2000001,363.686652
479,0.900000,0.010000,2000001,362.761683
480,0.900000,0.010000,2000001,363.201915
481,0.900000,0.010000,2000001,363.098372
482,0.900000,0.010000,2000001,363.181646
483,0.900000,0.010000,2000001,362.081916
484,0.900000,0.010000,2000001,363.029426
485,0.900000,0.010000,2000001,363.136753
486,0.900000,0.010000,2000001,361.267071
487,0.900000,0.010000,2000001,360.073848
488,0.900000,0.010000,2000001,363.886616
489,0.900000,0.010000,2000001,363.681418
490,0.900000,0.010000,2000001,363.088974
491,0.900000,0.010000,2000001,362.618500
492,0.900000,0.010000,2000001,363.080283
493,0.900000,0.010000,2000001,363.225779
494,0.900000,0.010000,2000001,363.671506
495,0.900000,0.010000,2000001,361.230892
496,0.900000,0.010000,2000001,361.062963
497,0.900000,0.010000,2000001,362.686255
498,0.900000,0.010000,2000001,360.374322
499,0.900000,0.010000,2000001,359.865599
500,0.900000,0.010000,2000001,361.381196
501,0.900000,0.010000,2000001,352.832800
502,0.900000,0.010000,2000001,360.869598
503,0.900000,0.010000,2000001,356.738641
504,0.900000,0.010000,2000001,350.115778
505,0.900000,0.010000,2000001,363.132933
506,0.900000,0.010000,2000001,363.174400
507,0.900000,0.010000,2000001,362.597235
508,0.900000,0.010000,2000001,363.591645
509,0.900000,0.010000,2000001,363.655815
510,0.900000,0.010000,2000001,363.622537
511,0.900000,0.010000,2000001,363.144031
512,0.900000,0.010000,2000001,356.757646
513,0.900000,0.010000,2000001,362.575464
514,0.900000,0.010000,2000001,363.162387
515,0.900000,0.010000,2000001,356.553340
516,0.900000,0.010000,2000001,362.458194
517,0.900000,0.010000,2000001,363.233675
518,0.900000,0.010000,2000001,363.513346
519,0.900000,0.010000,2000001,363.055490
520,0.900000,0.010000,2000001,356.823459
521,0.900000,0.010000,2000001,350.544376
522,0.900000,0.010000,2000001,356.821408
523,0.900000,0.010000,2000001,350.447814
524,0.900000,0.010000,2000001,356.666837
525,0.900000,0.010000,2000001,356.909805
526,0.900000,0.010000,2000001,362.609165
527,0.900000,0.010000,2000001,363.031264
528,0.900000,0.010000,2000001,357.025596
529,0.900000,0.010000,2000001,350.185068
530,0.900000,0.010000,2000001,356.727091
531,0.900000,0.010000,2000001,362.758701
532,0.900000,0.010000,2000001,363.025671
533,0.900000,0.010000,2000001,360.310251
534,0.900000,0.010000,2000001,362.756280
535,0.900000,0.010000,2000001,363.139287
536,0.900000,0.010000,2000001,363.245887
537,0.900000,0.010000,2000001,363.127682
538,0.900000,0.010000,2000001,356.783626
539,0.900000,0.010000,2000001,356.516908
540,0.900000,0.010000,2000001,350.102271
541,0.900000,0.010000,2000001,356.770501
542,0.900000,0.010000,2000001,353.488582
543,0.900000,0.010000,2000001,362.586389
544,0.900000,0.010000,2000001,363.163044
545,0.900000,0.010000,2000001,363.147194
546,0.900000,0.010000,2000001,362.355019
547,0.900000,0.010000,2000001,363.679603
548,0.900000,0.010000,2000001,363.149227
549,0.900000,0.010000,2000001,363.147308
550,0.900000,0.010000,2000001,356.684522
551,0.900000,0.010000,2000001,350.195758
552,0.900000,0.010000,2000001,362.980502
553,0.900000,0.010000,2000001,359.729292
554,0.900000,0.010000,2000001,358.613425
555,0.900000,0.010000,2000001,357.118780
556,0.900000,0.010000,2000001,356.607107
557,0.900000,0.010000,2000001,356.998835
558,0.900000,0.010000,2000001,357.278250
559,0.900000,0.010000,2000001,358.850023
560,0.900000,0.010000,2000001,360.749041
561,0.900000,0.010000,2000001,357.265800
562,0.900000,0.010000,2000001,358.597945
563,0.900000,0.010000,2000001,357.429121
564,0.900000,0.010000,2000001,356.172949
565,0.900000,0.010000,2000001,357.337750
566,0.900000,0.010000,2000001,357.354572
567,0.900000,0.010000,2000001,356.095455
568,0.900000,0.010000,2000001,357.355667
569,0.900000,0.010000,2000001,357.231411
570,0.900000,0.010000,2000001,358.827665
571,0.900000,0.010000,2000001,361.217276
572,0.900000,0.010000,2000001,357.762551
573,0.900000,0.010000,2000001,356.279095
