episode,alpha_idx,action_0,action_1,action_2
19999,0,0,1982,2391
19999,1,2408,3811,3247
19999,2,3288,6372,10131
19999,3,10200,9636,8955
19999,4,9060,9685,7723
19999,5,7858,8994,8493
19999,6,8660,10744,10106
19999,7,10314,15692,25507
19999,8,25779,62771,163832
19999,9,164271,429186,516203
19999,10,517211,976974,1288355
19999,11,1270723,2262841,2504133
19999,12,2489482,2265857,2429370
19999,13,2418328,2452947,4231267
19999,14,4224932,3607785,1737039
19999,15,1735429,1480798,0

