episode,alpha_idx,action_0,action_1,action_2
400,6,388.460559,384.198661,383.811304
400,7,387.564716,379.411212,384.055267
400,8,387.898938,386.148759,387.273038
400,9,389.950861,391.041474,390.234614
400,10,391.561330,390.017974,391.038662
400,11,392.953965,391.691509,390.663074
400,12,393.490606,392.134189,392.788743
400,13,393.799618,392.603851,390.784173
400,14,394.429586,393.398712,391.135671
400,15,394.419705,391.814452,0.000000

440,0,0.000000,368.857913,373.795676
440,1,378.500529,377.187439,379.157806
440,2,381.761649,378.349440,382.589722
440,3,384.247089,383.299669,386.836850
440,4,382.271835,380.637956,383.421394
440,5,377.047312,379.365024,381.130623
440,6,383.416027,378.552812,385.734432
440,7,378.993102,380.288959,384.996761
440,8,387.290257,386.165172,388.850548
440,9,389.166621,387.460588,391.938940
440,10,390.587232,389.625720,392.410884
440,11,392.058605,389.187509,392.445978
440,12,388.542919,391.479761,388.622709
440,13,392.538262,392.220732,391.501122
440,14,393.990999,392.280042,393.292750
440,15,392.616216,393.671604,0.000000

480,0,0.000000,368.857913,373.795676
480,1,378.500529,377.187439,379.157806
480,2,381.761649,378.349440,382.589722
480,3,384.247089,383.299669,386.836850
480,4,382.271835,380.637956,383.421394
480,5,377.047312,379.365024,381.130623
480,6,383.416027,378.552812,385.741724
480,7,379.062738,380.416759,386.532737
480,8,380.641186,381.109565,387.397425
480,9,388.797866,388.829501,390.486430
480,10,390.465881,388.642810,391.848401
480,11,391.729589,391.266900,392.532580
480,12,387.478077,390.067054,392.739669
480,13,392.680672,391.749543,391.952063
480,14,391.643927,390.497825,391.069902
480,15,388.604631,389.694089,0.000000

520,0,0.000000,368.857913,373.795676
520,1,378.500529,377.187439,379.157806
520,2,381.761649,378.349440,382.589722
520,3,384.247089,383.299669,386.836850
520,4,382.271835,380.637956,383.421394
520,5,377.047312,379.365024,381.130623
520,6,383.416027,378.552812,385.774630
520,7,379.199255,380.416759,387.085535
520,8,384.684633,385.965661,385.597088
520,9,387.534369,386.161800,390.067530
520,10,389.634461,387.124210,390.596712
520,11,391.157340,391.583707,393.174925
520,12,389.216055,391.413519,391.286670
520,13,392.143488,388.602903,389.654664
520,14,389.138649,386.267305,388.175387
520,15,390.192396,388.096422,0.000000

560,0,0.000000,368.857913,373.795676
560,1,378.500529,377.187439,379.157806
560,2,381.761649,378.349440,382.589722
560,3,384.247089,383.299669,386.836850
560,4,382.271835,380.637956,383.421394
560,5,377.047312,379.365024,381.130623
560,6,383.416027,378.552812,385.788732
560,7,379.266442,380.416759,387.144737
560,8,384.970430,380.461839,389.514277
560,9,388.154778,386.557620,388.551057
560,10,387.706438,386.269469,389.804192
560,11,389.712930,388.911293,388.070130
560,12,390.993738,388.757191,389.924577
560,13,391.093094,388.090610,387.218791
560,14,388.732541,389.516943,386.686656
560,15,390.588083,388.680845,0.000000

600,0,0.000000,368.857913,373.795676
600,1,378.500529,377.187439,379.157806
600,2,381.761649,378.349440,382.589722
600,3,384.247089,383.299669,386.836850
600,4,382.271835,380.637956,383.421394
600,5,377.047312,379.365024,381.130623
600,6,383.416027,378.552812,385.835534
600,7,379.726258,381.030431,386.873976
600,8,381.546256,384.940614,386.294759
600,9,386.387812,383.504145,384.342071
600,10,387.244622,387.003205,388.567689
600,11,388.237085,388.648983,390.124237
600,12,386.231015,389.141456,386.764492
600,13,388.698219,385.643247,387.703453
600,14,389.149261,388.138532,388.197240
600,15,389.770855,388.720523,0.000000

640,0,0.000000,368.857913,373.795676
640,1,378.500529,377.187439,379.157806
640,2,381.761649,378.349440,382.589722
640,3,384.247089,383.299669,386.836850
640,4,382.271835,380.637956,383.421394
640,5,377.047312,379.365024,381.130623
640,6,383.416027,378.552812,385.863237
640,7,379.913141,381.447582,385.885127
640,8,384.950850,385.377768,380.691442
640,9,379.280006,384.172957,387.929693
640,10,386.889656,386.056811,389.196395
640,11,385.217260,388.884103,388.850741
640,12,388.017983,388.708659,385.589427
640,13,388.325107,386.851561,385.704424
640,14,388.265186,386.587479,385.795661
640,15,388.480439,386.747068,0.000000

680,0,0.000000,368.857913,373.859261
680,1,378.454549,377.305200,380.266766
680,2,374.074338,378.907147,377.782122
680,3,383.503478,383.727554,383.159046
680,4,374.453456,374.078975,378.718472
680,5,372.961443,374.634480,378.058841
680,6,371.401356,373.879318,378.100234
680,7,379.308148,376.667710,380.866140
680,8,382.718779,380.239783,383.518281
680,9,382.387943,379.753313,385.189758
680,10,385.138555,378.052555,383.573991
680,11,386.279261,386.073790,388.021871
680,12,388.041061,386.358530,386.631268
680,13,387.500506,385.312812,385.407693
680,14,387.886459,387.387493,387.243895
680,15,388.285188,386.819524,0.000000

720,0,0.000000,368.857913,373.859261
720,1,378.454549,377.305200,380.266766
720,2,374.074338,378.907147,377.782122
720,3,383.503478,383.727554,383.159046
720,4,374.453456,374.078975,378.718472
720,5,372.961443,374.634480,378.058841
720,6,371.401356,373.879318,378.131477
720,7,379.297928,376.810577,381.635636
720,8,382.288865,381.196127,384.459592
720,9,380.880789,383.190040,385.353063
720,10,384.916327,384.567946,386.051840
720,11,384.546771,383.764969,386.048679
720,12,382.266472,383.865003,385.797205
720,13,386.057015,386.490550,383.613610
720,14,387.500482,386.035863,384.779938
720,15,386.961161,385.391942,0.000000

760,0,0.000000,368.857913,373.859261
760,1,378.454549,377.305200,380.266766
760,2,374.074338,378.907147,377.782122
760,3,383.503478,383.727554,383.159046
760,4,374.453456,374.078975,378.718472
760,5,372.961443,374.634480,378.058841
760,6,371.401356,373.879318,378.131477
760,7,379.297928,376.810577,382.292782
760,8,382.256277,382.102742,384.094691
760,9,380.346500,382.562549,384.910951
760,10,384.236880,384.008614,386.387341
760,11,386.321365,384.728767,385.141455
760,12,384.457075,381.892837,385.599062
760,13,383.371112,384.672497,385.550048
760,14,383.726005,385.500020,384.748444
760,15,381.866802,385.947949,0.000000

800,0,0.000000,368.857913,373.859261
800,1,378.454549,377.305200,380.266766
800,2,374.074338,378.907147,377.782122
800,3,383.503478,383.727554,383.159046
800,4,374.453456,374.078975,378.718472
800,5,372.961443,374.634480,378.058841
800,6,371.401356,373.879318,378.178399
800,7,379.288283,376.872156,382.834736
800,8,382.314521,382.691754,384.316498
800,9,381.506931,382.224245,384.473373
800,10,381.877976,380.225388,382.749219
800,11,384.925793,387.611096,385.697393
800,12,386.852554,385.091781,385.390505
800,13,384.602720,382.324421,384.344741
800,14,381.961934,382.490461,383.646739
800,15,383.638985,381.513742,0.000000

840,0,0.000000,368.857913,373.859261
840,1,378.454549,377.305200,380.266766
840,2,374.074338,378.907147,377.782122
840,3,383.503478,383.727554,383.159046
840,4,374.453456,374.078975,378.718472
840,5,372.961443,374.634480,378.156143
840,6,372.247276,374.189934,378.917865
840,7,375.451085,371.934457,379.181096
840,8,379.842053,379.050583,380.720292
840,9,380.769622,376.615655,379.458914
840,10,382.675472,377.068581,383.334961
840,11,379.023756,382.413051,383.782427
840,12,381.614675,380.489248,382.555934
840,13,384.182387,381.962128,382.919476
840,14,384.315761,381.934047,382.736309
840,15,384.035361,380.760139,0.000000

880,0,0.000000,368.857913,373.859261
880,1,378.454549,377.305200,380.193256
880,2,374.447111,371.984563,378.011355
880,3,383.284833,376.921705,383.159046
880,4,374.640049,374.122353,377.854883
880,5,374.572315,374.974012,375.546191
880,6,369.276233,370.627889,374.498800
880,7,369.165714,367.196358,372.235032
880,8,373.666367,368.905975,377.515180
880,9,377.196368,376.538450,379.099396
880,10,380.870336,379.841231,381.209087
880,11,381.635264,380.673023,383.293432
880,12,382.691361,382.160504,383.786640
880,13,381.005349,381.890959,384.003255
880,14,381.645508,381.127630,383.768391
880,15,382.408355,380.253198,0.000000

920,0,0.000000,368.857913,373.859261
920,1,378.454549,377.305200,380.193256
920,2,374.447111,371.984563,378.011355
920,3,383.284833,376.921705,383.159046
920,4,374.640049,374.122353,377.854883
920,5,374.572315,374.974012,375.546191
920,6,369.276233,370.627889,374.498800
920,7,369.165714,367.196358,372.307684
920,8,373.653853,369.305897,379.461604
920,9,378.039394,379.224912,380.022769
920,10,376.864977,377.707792,379.591390
920,11,379.437654,379.361362,382.540983
920,12,381.834428,380.880077,383.177062
920,13,381.175343,379.619187,382.204182
920,14,383.232839,382.254973,381.886864
920,15,383.137596,381.830804,0.000000

960,0,0.000000,368.857913,373.859261
960,1,378.454549,377.305200,380.193256
960,2,374.447111,371.984563,378.011355
960,3,383.284833,376.921705,383.159046
960,4,374.640049,374.122353,377.854883
960,5,374.572315,374.974012,375.546191
960,6,369.276233,370.668284,374.513874
960,7,369.345343,367.343607,375.775450
960,8,373.988478,370.904878,377.847275
960,9,374.596963,377.619805,378.170234
960,10,378.897944,379.348341,380.374357
960,11,377.732390,379.926407,380.482972
960,12,379.425178,377.745396,382.662802
960,13,381.662082,381.905747,383.397246
960,14,379.581230,381.586570,380.837380
960,15,383.532504,381.862123,0.000000

1000,0,0.000000,368.857913,373.859261
1000,1,378.454549,377.305200,380.193256
1000,2,374.447111,371.984563,378.011355
1000,3,383.284833,376.921705,383.159046
1000,4,374.640049,374.122353,377.854883
1000,5,374.572315,374.974012,375.546191
1000,6,369.276233,370.668284,374.513874
1000,7,369.345343,367.343607,375.775450
1000,8,373.988478,370.904878,377.847275
1000,9,374.596963,377.619805,378.251164
1000,10,378.882120,379.474860,381.367537
1000,11,380.305796,378.246863,379.773547
1000,12,381.826487,379.783097,380.957590
1000,13,382.271642,379.722240,380.993815
1000,14,381.513899,379.489792,377.490363
1000,15,381.198675,378.851312,0.000000

1040,0,0.000000,368.857913,373.859261
1040,1,378.454549,377.305200,380.193256
1040,2,374.447111,371.984563,378.011355
1040,3,383.284833,376.921705,383.159046
1040,4,374.640049,374.122353,377.854883
1040,5,374.572315,374.974012,375.478077
1040,6,369.404054,370.668284,374.565908
1040,7,369.453531,367.716556,376.308514
1040,8,374.181373,372.732728,375.623323
1040,9,377.093899,378.303519,377.568448
1040,10,377.510963,379.556384,380.728812
1040,11,378.108525,379.248801,380.709554
1040,12,379.497602,378.090520,380.990087
1040,13,379.597154,378.704802,381.251353
1040,14,380.458375,381.794726,375.429340
1040,15,380.593998,378.017374,0.000000

1080,0,0.000000,368.857913,373.859261
1080,1,378.454549,377.305200,380.193256
1080,2,374.447111,371.984563,378.011355
1080,3,383.284833,376.921705,383.159046
1080,4,374.640049,374.122353,377.854883
1080,5,374.572315,374.974012,375.478077
1080,6,369.404054,370.709324,374.582423
1080,7,369.826750,368.814101,374.535202
1080,8,370.382400,370.033414,376.393476
1080,9,375.307413,376.015354,378.543964
1080,10,376.198735,378.887196,377.887423
1080,11,379.018688,377.026854,379.043175
1080,12,377.110976,375.987877,379.221565
1080,13,377.156617,376.667123,379.908057
1080,14,379.725827,379.581518,380.752053
1080,15,380.951016,378.619179,0.000000

1120,0,0.000000,368.857913,373.859261
1120,1,378.454549,377.305200,380.193256
1120,2,374.447111,371.984563,378.011355
1120,3,383.284833,376.921705,383.159046
1120,4,374.640049,374.122353,377.854883
1120,5,374.572315,374.974012,375.478077
1120,6,369.404054,370.709324,374.582423
1120,7,369.826750,368.814101,374.535202
1120,8,370.382400,370.033414,376.495408
1120,9,375.360917,376.105673,379.004491
1120,10,377.353488,380.005955,378.401051
1120,11,379.037463,377.072292,379.189445
1120,12,378.480381,378.121283,378.918943
1120,13,377.392180,377.570791,378.893054
1120,14,375.111844,377.541815,375.856372
1120,15,378.633402,376.599242,0.000000

1160,0,0.000000,368.857913,373.859261
1160,1,378.454549,377.305200,380.193256
1160,2,374.447111,371.984563,378.011355
1160,3,383.284833,376.921705,383.159046
1160,4,374.640049,374.122353,377.854883
1160,5,374.572315,374.974012,375.478077
1160,6,369.404054,370.709324,374.584373
1160,7,369.875821,368.814101,374.765068
1160,8,370.719102,371.171670,378.350859
1160,9,377.748496,377.469923,374.749055
1160,10,378.541227,375.319592,376.732975
1160,11,378.036122,376.235624,377.494693
1160,12,377.331134,378.522808,376.104053
1160,13,379.064742,376.412501,377.749265
1160,14,379.134003,373.720798,376.533830
1160,15,378.621131,377.629930,0.000000

1200,0,0.000000,368.857913,373.859261
1200,1,378.454549,377.305200,380.193256
1200,2,374.447111,371.984563,378.011355
1200,3,383.284833,376.921705,383.159046
1200,4,374.640049,374.122353,377.854883
1200,5,374.572315,374.974012,375.478077
1200,6,369.404054,370.709324,374.631557
1200,7,370.115373,369.208495,375.434405
1200,8,372.727779,374.222515,373.751145
1200,9,376.877462,375.317216,377.602765
1200,10,373.479068,376.528355,378.208302
1200,11,375.424743,376.903387,377.773211
1200,12,375.691677,375.974560,377.653804
1200,13,374.785855,376.263665,374.126503
1200,14,377.828757,375.717559,377.344004
1200,15,377.816276,377.270516,0.000000

1240,0,0.000000,368.857913,373.859261
1240,1,378.454549,377.305200,380.193256
1240,2,374.447111,371.984563,378.011355
1240,3,383.284833,376.921705,383.159046
1240,4,374.640049,374.122353,377.854883
1240,5,374.572315,374.974012,375.478077
1240,6,369.404054,370.709324,374.641197
1240,7,370.162151,369.208495,375.415989
1240,8,372.731948,374.490854,373.989264
1240,9,376.739600,375.391908,377.587165
1240,10,375.544299,377.037074,377.208914
1240,11,374.855723,375.535367,376.968159
1240,12,373.821065,375.435004,376.777122
1240,13,373.721168,376.225157,375.986889
1240,14,375.791699,375.946425,374.490916
1240,15,378.255596,376.959822,0.000000

1280,0,0.000000,368.857913,373.859261
1280,1,378.454549,377.305200,380.193256
1280,2,374.447111,371.984563,378.011355
1280,3,383.284833,376.921705,383.159046
1280,4,374.640049,374.122353,377.854883
1280,5,374.572315,374.974012,375.478077
1280,6,369.404054,370.709324,374.685717
1280,7,370.346360,369.716971,375.847166
1280,8,371.390199,372.778642,376.251095
1280,9,376.113460,374.456862,375.688953
1280,10,375.132649,372.227500,374.054989
1280,11,375.545748,374.123033,374.047029
1280,12,376.042575,375.005202,375.924130
1280,13,376.558248,374.264518,373.921653
1280,14,376.516296,375.664843,375.713981
1280,15,376.856044,376.077458,0.000000

1320,0,0.000000,368.857913,373.859261
1320,1,378.454549,377.305200,380.193256
1320,2,374.447111,371.984563,378.011355
1320,3,383.284833,376.921705,383.159046
1320,4,374.640049,374.122353,377.854883
1320,5,374.572315,374.980497,375.300602
1320,6,369.880541,370.974837,372.143701
1320,7,368.073913,365.000401,370.744168
1320,8,366.098032,362.119871,371.487920
1320,9,371.035307,371.415669,374.173950
1320,10,374.055582,373.405218,372.099810
1320,11,374.618626,374.417448,375.986510
1320,12,375.757241,376.097752,376.407316
1320,13,375.263355,373.563510,372.970772
1320,14,376.652542,374.646181,375.985465
1320,15,376.664342,374.022900,0.000000

1360,0,0.000000,368.857913,373.859261
1360,1,378.454549,377.305200,380.193256
1360,2,374.447111,371.984563,378.011355
1360,3,383.284833,376.921705,383.159046
1360,4,374.640049,374.122353,377.854883
1360,5,374.572315,374.980497,375.300602
1360,6,369.880541,370.974837,372.143701
1360,7,368.073913,365.000401,370.967644
1360,8,366.872594,363.656931,370.685669
1360,9,371.010398,371.762507,371.281088
1360,10,374.952420,373.290581,374.610654
1360,11,375.948039,374.529776,374.167299
1360,12,376.568077,376.132365,374.901260
1360,13,375.276925,372.700095,371.461932
1360,14,375.214733,373.628167,373.572487
1360,15,375.518890,374.541185,0.000000

1400,0,0.000000,368.857913,373.859261
1400,1,378.454549,377.305200,380.193256
1400,2,374.447111,371.984563,378.011355
1400,3,383.284833,376.921705,383.159046
1400,4,374.640049,374.122353,377.854883
1400,5,374.572315,374.980497,375.300602
1400,6,369.880541,370.974837,372.137676
1400,7,368.116289,365.066321,371.427275
1400,8,368.657758,367.018791,372.067364
1400,9,368.552463,369.318548,373.919841
1400,10,372.471163,373.593214,374.426234
1400,11,370.989903,368.970288,374.678570
1400,12,374.138586,373.766577,374.946030
1400,13,373.040611,371.730835,375.422685
1400,14,374.878513,373.850694,376.060323
1400,15,374.749503,372.674080,0.000000

1440,0,0.000000,368.857913,373.859261
1440,1,378.454549,377.305200,380.193256
1440,2,374.447111,371.984563,378.011355
1440,3,383.284833,376.921705,383.159046
1440,4,374.640049,374.122353,377.854883
1440,5,374.572315,374.980497,375.300602
1440,6,369.880541,370.974837,372.137676
1440,7,368.116289,365.132541,371.465790
1440,8,369.138631,367.731946,372.015160
1440,9,369.642238,370.899678,372.631104
1440,10,369.147073,371.173239,373.139694
1440,11,372.750630,372.100567,373.330819
1440,12,370.570677,371.319110,373.564340
1440,13,370.741201,373.241591,374.303376
1440,14,371.715441,371.021429,375.634865
1440,15,374.822214,373.473938,0.000000

1480,0,0.000000,368.857913,373.859261
1480,1,378.454549,377.305200,380.193256
1480,2,374.447111,371.984563,378.011355
1480,3,383.284833,376.921705,383.159046
1480,4,374.640049,374.122353,377.854883
1480,5,374.572315,374.980497,375.300602
1480,6,369.880541,370.974837,372.134311
1480,7,368.158436,365.132541,371.618154
1480,8,370.276399,369.421039,371.717597
1480,9,368.034936,369.215455,371.413387
1480,10,371.654246,371.407558,372.687974
1480,11,371.268963,366.829719,373.321362
1480,12,373.028431,372.219408,373.478136
1480,13,371.628985,373.734693,368.787968
1480,14,373.703182,373.547543,373.361090
1480,15,374.268417,372.981588,0.000000

1520,0,0.000000,368.857913,373.859261
1520,1,378.454549,377.305200,380.193256
1520,2,374.447111,371.984563,378.011355
1520,3,383.284833,376.921705,383.159046
1520,4,374.640049,374.122353,377.854883
1520,5,374.572315,374.980497,375.300602
1520,6,369.880541,370.974837,372.122983
1520,7,368.281888,365.264046,371.548870
1520,8,370.619315,370.023499,371.477558
1520,9,367.917208,368.544097,370.579495
1520,10,371.070327,370.000668,372.243704
1520,11,371.788094,370.814362,373.017561
1520,12,369.688328,371.635668,373.084623
1520,13,369.350362,371.546459,373.174528
1520,14,372.773773,373.092437,374.791061
1520,15,373.520415,371.404699,0.000000

1560,0,0.000000,368.857913,373.859261
1560,1,378.454549,377.305200,380.173566
1560,2,374.506167,371.984563,378.707076
1560,3,382.550070,376.984286,382.506083
1560,4,375.449984,374.271350,375.958443
1560,5,376.093903,368.833751,362.404462
1560,6,370.681627,371.774246,370.816239
1560,7,370.541264,366.889320,364.971723
1560,8,371.220036,370.221526,370.708539
1560,9,370.803643,367.569486,369.707438
1560,10,371.056217,371.191356,370.438808
1560,11,372.752354,372.373524,372.161406
1560,12,372.137096,368.933884,370.920199
1560,13,372.489215,371.645476,371.825499
1560,14,373.292393,370.893933,371.944143
1560,15,373.023648,371.333837,0.000000

1600,0,0.000000,369.851685,369.207219
1600,1,363.707136,358.982889,367.798681
1600,2,368.172997,363.407993,369.274670
1600,3,363.104292,364.627869,366.330786
1600,4,359.654644,360.746898,362.499295
1600,5,366.110260,365.804645,366.206331
1600,6,359.940268,361.454513,363.748149
1600,7,366.247955,368.480369,366.935872
1600,8,370.239520,363.551408,364.350167
1600,9,371.050071,367.837459,369.916301
1600,10,370.981143,372.928591,371.453624
1600,11,372.560782,372.382238,372.165482
1600,12,372.148039,368.933884,370.920199
1600,13,372.489215,371.645476,371.825499
1600,14,373.292393,370.893933,371.944143
1600,15,373.023648,371.333837,0.000000

1640,0,0.000000,363.830834,363.557988
1640,1,356.994194,353.398707,360.861157
1640,2,356.792663,352.661624,359.859849
1640,3,353.766469,354.574216,360.357213
1640,4,360.315320,357.201910,361.548091
1640,5,357.106859,354.131723,360.347248
1640,6,361.214271,357.469072,362.266342
1640,7,362.917485,357.264763,365.028592
1640,8,365.283367,364.386004,368.540159
1640,9,368.313710,366.588373,371.036098
1640,10,370.438650,370.876382,372.029497
1640,11,368.386537,369.315309,370.887399
1640,12,371.599806,371.564911,369.481986
1640,13,373.199001,371.987072,372.225159
1640,14,373.173500,370.919089,371.980833
1640,15,373.011309,371.333837,0.000000

1680,0,0.000000,363.830834,363.557988
1680,1,356.994194,353.398707,360.861157
1680,2,356.792663,352.661624,359.859849
1680,3,353.766469,354.574216,360.357213
1680,4,360.315320,357.201910,361.548091
1680,5,357.106859,354.131723,360.347248
1680,6,361.214271,357.469072,362.266342
1680,7,362.917485,357.351627,366.181385
1680,8,365.366665,365.550634,369.213745
1680,9,365.534357,368.397118,369.549467
1680,10,370.258030,369.944028,371.873846
1680,11,368.543397,370.392271,371.893188
1680,12,368.154681,370.427508,371.988040
1680,13,371.918733,372.448818,373.061676
1680,14,371.565446,371.773514,372.672157
1680,15,368.994284,370.608304,0.000000

1720,0,0.000000,363.830834,363.557988
1720,1,356.994194,353.398707,360.861157
1720,2,356.792663,352.661624,359.859849
1720,3,353.766469,354.574216,360.357213
1720,4,360.315320,357.201910,361.548091
1720,5,357.106859,354.131723,360.347248
1720,6,361.214271,357.469072,362.266342
1720,7,362.917485,357.351627,366.181385
1720,8,365.366665,365.550634,369.239301
1720,9,365.611570,368.434335,370.495228
1720,10,370.137771,370.486488,372.014554
1720,11,369.500457,371.029916,371.609446
1720,12,367.863350,369.068712,370.226162
1720,13,371.463763,370.342705,371.004311
1720,14,371.588425,370.379430,369.244949
1720,15,371.491644,373.277396,0.000000

1760,0,0.000000,363.830834,363.557988
1760,1,356.994194,353.398707,360.861157
1760,2,356.792663,352.661624,359.859849
1760,3,353.766469,354.574216,360.357213
1760,4,360.315320,357.201910,361.548091
1760,5,357.106859,354.131723,360.347248
1760,6,361.214271,357.469072,362.266342
1760,7,362.917485,357.443002,366.325290
1760,8,365.318784,365.639922,370.226477
1760,9,368.200699,369.833334,371.026854
1760,10,367.385025,368.962104,370.301386
1760,11,371.100960,370.628533,371.080771
