episode,alpha_idx,action_0,action_1,action_2
480,5,386.637559,388.357063,391.657381
480,6,386.580934,389.119568,389.202917
480,7,384.888418,381.789987,387.868110
480,8,381.393821,385.591847,390.873472
480,9,389.326152,389.097968,391.431319
480,10,389.499891,388.989321,392.014491
480,11,388.377020,390.421790,391.562683
480,12,390.142299,389.439254,391.458153
480,13,387.603788,388.951014,389.638329
480,14,391.307925,390.040335,387.972603
480,15,391.398405,390.406749,0.000000

520,0,0.000000,386.938025,392.916217
520,1,393.191744,388.733339,394.840922
520,2,397.086842,395.225882,397.820932
520,3,395.030769,390.928321,396.321624
520,4,392.946787,390.257624,393.302253
520,5,386.637559,388.357063,391.657381
520,6,386.580934,389.119568,389.202917
520,7,384.888418,381.789987,387.868110
520,8,381.393821,385.591847,390.886095
520,9,389.360486,389.122784,391.314211
520,10,389.843999,389.379849,390.845992
520,11,388.790660,386.171305,391.227630
520,12,389.399311,390.504389,390.790457
520,13,389.716032,388.183954,390.187330
520,14,387.669698,388.277887,390.299227
520,15,386.284969,389.555810,0.000000

560,0,0.000000,386.938025,392.916217
560,1,393.191744,388.733339,394.840922
560,2,397.086842,395.225882,397.820932
560,3,395.030769,390.928321,396.321624
560,4,392.946787,390.257624,393.302253
560,5,386.637559,388.357063,391.657381
560,6,386.580934,389.119568,389.194483
560,7,384.933614,381.789987,388.485745
560,8,383.766804,387.069505,390.067699
560,9,389.643559,388.308425,390.352315
560,10,387.150386,390.069523,388.256426
560,11,389.410153,388.241582,387.013660
560,12,390.835018,389.672337,389.924955
560,13,390.206063,386.761529,388.687340
560,14,388.666858,387.310554,387.417195
560,15,387.464402,384.618137,0.000000

600,0,0.000000,386.938025,393.066282
600,1,393.190558,389.027197,395.994620
600,2,389.850288,388.492839,386.354269
600,3,392.966892,385.139104,389.134260
600,4,385.648328,379.272379,383.783192
600,5,389.738937,383.003055,385.638707
600,6,388.340035,390.242215,388.039393
600,7,387.500275,382.247488,385.273449
600,8,381.700798,389.454277,388.293534
600,9,388.809453,386.284354,385.748640
600,10,389.013728,388.472296,386.642206
600,11,389.657508,388.423624,386.470492
600,12,389.427186,387.829887,387.485754
600,13,389.822557,389.313988,389.335016
600,14,389.846312,387.468383,387.424704
600,15,387.529755,384.618137,0.000000

640,0,0.000000,387.300977,392.431840
640,1,387.757434,383.907515,388.513971
640,2,382.257693,382.376871,387.012093
640,3,387.577034,385.379622,387.529382
640,4,381.606936,380.539736,382.263676
640,5,378.469515,378.844590,380.025642
640,6,383.941081,377.919271,380.681259
640,7,384.560637,376.971298,379.456112
640,8,385.319072,374.271808,384.688322
640,9,386.914032,386.532563,386.308859
640,10,388.577830,387.764381,389.629871
640,11,389.148593,389.092924,390.077450
640,12,390.120528,388.143450,387.540539
640,13,389.670374,387.449950,388.065036
640,14,389.039603,388.115843,387.639784
640,15,388.191221,384.685165,0.000000

680,0,0.000000,368.416008,370.500921
680,1,363.179928,365.509276,365.742490
680,2,376.451771,373.594653,372.483910
680,3,376.112456,371.805310,375.230660
680,4,377.589292,376.550493,375.971396
680,5,380.355445,379.488048,377.624989
680,6,381.294238,378.484367,381.049712
680,7,383.500511,377.039417,379.575866
680,8,384.835589,374.601797,384.688322
680,9,386.137559,387.467097,387.161711
680,10,387.955411,389.305314,391.397217
680,11,391.348707,389.540848,390.420384
680,12,391.243219,388.808840,388.276034
680,13,389.975600,387.525790,388.065036
680,14,389.039603,388.115843,387.639784
680,15,388.191221,384.685165,0.000000

720,0,0.000000,368.416008,370.362904
720,1,363.474867,365.562707,369.321315
720,2,372.870033,367.160533,373.706635
720,3,375.135794,371.969499,376.468236
720,4,376.557447,371.044804,378.133081
720,5,378.459415,373.075413,378.336448
720,6,380.973306,378.906010,382.093912
720,7,382.168601,377.520026,379.939510
720,8,384.652666,374.811205,385.147422
720,9,385.778635,381.694522,390.295492
720,10,389.067681,387.808184,390.477456
720,11,388.578050,389.448531,389.985175
720,12,387.637841,388.041000,389.626962
720,13,389.142256,386.120668,386.934963
720,14,388.798469,385.732695,384.919293
720,15,388.619948,387.696088,0.000000

760,0,0.000000,368.416008,370.362904
760,1,363.474867,365.562707,369.321315
760,2,372.870033,367.160533,373.706635
760,3,375.135794,371.969499,376.505444
760,4,376.559797,371.118185,378.191330
760,5,378.334122,373.130944,378.702216
760,6,380.756831,378.973577,382.154323
760,7,382.166088,377.805405,380.374923
760,8,384.454703,375.488889,386.474888
760,9,385.691640,385.049344,387.589776
760,10,386.089520,384.432251,387.581655
760,11,387.571553,387.329601,388.189721
760,12,387.070067,385.758877,388.290408
760,13,386.701105,385.479606,388.075739
760,14,387.149349,386.156800,384.022392
760,15,387.938975,385.849784,0.000000

800,0,0.000000,368.416008,370.362904
800,1,363.474867,365.562707,369.321315
800,2,372.870033,367.160533,373.706635
800,3,375.135794,371.969499,376.505444
800,4,376.559797,371.118185,378.191330
800,5,378.334122,373.130944,378.702216
800,6,380.756831,378.973577,382.187345
800,7,382.243785,377.850923,380.461898
800,8,384.393088,376.058546,387.211539
800,9,383.455361,386.448005,387.670775
800,10,386.151156,385.065567,387.575519
800,11,384.730654,386.255692,387.023252
800,12,386.957358,386.083636,386.504935
800,13,385.628983,386.583103,384.842305
800,14,386.625363,385.183272,383.803578
800,15,387.660976,385.207004,0.000000

840,0,0.000000,368.416008,370.362904
840,1,363.474867,365.562707,369.321315
840,2,372.870033,367.160533,373.706635
840,3,375.135794,371.969499,376.505444
840,4,376.559797,371.118185,378.191330
840,5,378.334122,373.189813,379.030449
840,6,380.539653,379.174844,382.394911
840,7,375.805734,378.133240,383.208151
840,8,383.001038,380.760637,385.239723
840,9,383.169250,384.699787,385.887025
840,10,382.023539,383.361976,384.441365
840,11,385.753632,384.082672,383.328458
840,12,386.062684,384.751233,385.596405
840,13,386.400845,384.077073,385.432024
840,14,386.486075,385.773423,384.989151
840,15,387.430722,385.207004,0.000000

880,0,0.000000,368.416008,370.362904
880,1,363.474867,365.562707,369.321315
880,2,372.870033,367.160533,373.706635
880,3,375.135794,371.969499,376.505444
880,4,376.559797,371.118185,378.191330
880,5,378.334122,373.189813,379.030449
880,6,380.539653,379.174844,382.456213
880,7,376.266758,378.415742,383.762423
880,8,382.425283,379.028635,383.558116
880,9,380.670122,379.993771,384.075358
880,10,384.018305,383.902581,385.478910
880,11,384.761266,381.825780,383.498016
880,12,385.568199,384.064891,383.215745
880,13,385.850221,384.189148,383.621695
880,14,386.348577,385.992581,385.890673
880,15,387.041629,385.251175,0.000000

920,0,0.000000,368.416008,370.362904
920,1,363.474867,365.562707,369.321315
920,2,372.870033,367.160533,373.706635
920,3,375.135794,371.969499,376.505444
920,4,376.559797,371.118185,378.191330
920,5,378.334122,373.189813,379.030449
920,6,380.539653,379.174844,382.456213
920,7,376.266758,378.471169,383.755800
920,8,382.493297,379.415418,383.170074
920,9,380.044996,382.717827,382.831753
920,10,380.670180,381.473224,382.875646
920,11,382.475922,382.174978,385.003407
920,12,384.945797,383.868301,383.853297
920,13,383.635034,381.958936,384.795695
920,14,385.666250,385.649528,385.997426
920,15,385.425467,383.043775,0.000000

960,0,0.000000,368.416008,370.362904
960,1,363.474867,365.562707,369.321315
960,2,372.870033,367.160533,373.706635
960,3,375.135794,371.969499,376.505444
960,4,376.559797,371.118185,378.191330
960,5,378.334122,373.189813,379.030449
960,6,380.539653,379.174844,382.471047
960,7,376.330495,378.471169,383.748341
960,8,382.447872,379.572363,383.264254
960,9,382.417251,381.227167,382.991816
960,10,381.891314,379.355538,384.124916
960,11,381.972196,381.986863,384.759366
960,12,380.892199,382.979536,383.378043
960,13,384.588387,381.718266,382.308334
960,14,384.511298,383.830264,383.908219
960,15,385.174814,385.132691,0.000000

1000,0,0.000000,368.416008,370.362904
1000,1,363.474867,365.562707,369.321315
1000,2,372.870033,367.160533,373.706635
1000,3,375.135794,371.969499,376.505444
1000,4,376.559797,371.118185,378.191330
1000,5,378.334122,373.189813,379.030449
1000,6,380.539653,379.174844,382.471047
1000,7,376.330495,378.471169,383.748341
1000,8,382.447872,379.572363,383.277670
1000,9,382.720023,381.942331,383.142003
1000,10,382.555153,381.872431,383.320041
1000,11,380.980544,381.608229,383.543945
1000,12,380.715727,381.973396,384.113903
1000,13,381.813348,383.674729,380.679662
1000,14,384.484471,382.164558,383.482571
1000,15,383.873820,380.441465,0.000000

1040,0,0.000000,368.416008,370.362904
1040,1,363.474867,365.562707,369.321315
1040,2,372.870033,367.160533,373.706635
1040,3,375.135794,371.969499,376.505444
1040,4,376.559797,371.118185,378.191330
1040,5,378.334122,373.189813,379.030449
1040,6,380.539653,379.174844,382.471047
1040,7,376.330495,378.471169,383.748341
1040,8,382.447872,379.572363,383.257705
1040,9,382.741801,381.992355,383.556004
1040,10,383.229043,383.060925,383.656933
1040,11,381.072201,381.604571,383.293694
1040,12,382.092040,380.831196,382.724368
1040,13,378.914389,379.110601,381.106536
1040,14,382.784312,382.531922,382.593353
1040,15,382.813746,379.582051,0.000000

1080,0,0.000000,368.416008,370.362904
1080,1,363.474867,365.562707,369.321315
1080,2,372.870033,367.160533,373.772143
1080,3,375.111957,372.067054,376.817473
1080,4,376.510846,372.053369,377.531109
1080,5,373.224563,375.450071,376.962195
1080,6,370.084594,375.555445,374.175922
1080,7,379.563824,373.655967,369.099703
1080,8,380.117532,374.123037,376.550538
1080,9,381.398895,376.687253,382.248132
1080,10,382.652986,383.534697,383.907368
1080,11,382.589722,379.973727,382.942775
1080,12,381.900833,381.984543,382.682153
1080,13,381.025604,378.907932,381.053031
1080,14,382.369556,379.731464,381.089452
1080,15,382.247831,381.916610,0.000000

1120,0,0.000000,361.142469,358.370773
1120,1,364.368937,360.182986,368.204455
1120,2,362.090211,363.431643,369.161227
1120,3,368.864178,362.570409,363.617008
1120,4,372.757026,373.357012,370.277721
1120,5,375.364471,370.470023,374.395679
1120,6,374.718379,367.101305,372.422713
1120,7,372.123105,374.994892,374.463397
1120,8,376.572325,374.517966,380.624168
1120,9,379.781796,379.710527,382.627978
1120,10,378.945139,380.403663,382.784871
1120,11,382.669555,381.721925,383.131309
1120,12,381.486656,380.387724,382.538581
1120,13,380.773127,381.326415,382.367381
1120,14,378.786340,379.375280,383.898078
1120,15,381.687267,380.392435,0.000000

1160,0,0.000000,361.142469,358.370773
1160,1,364.368937,360.182986,368.204455
1160,2,362.090211,363.431643,369.161227
1160,3,368.864178,362.570409,363.617008
1160,4,372.757026,373.357012,370.277721
1160,5,375.364471,370.470023,374.395679
1160,6,374.718379,367.101305,372.422713
1160,7,372.123105,374.994892,374.463397
1160,8,376.572325,374.517966,380.694819
1160,9,379.831905,379.884458,382.531914
1160,10,382.114435,380.957806,382.336077
1160,11,379.950299,380.622396,381.863543
1160,12,379.285333,379.733892,381.839409
1160,13,377.973025,380.871782,381.359468
1160,14,381.893449,379.769718,380.518091
1160,15,382.175630,379.912594,0.000000

1200,0,0.000000,361.142469,358.370773
1200,1,364.368937,360.182986,368.182947
1200,2,362.741966,363.924945,367.048790
1200,3,362.212930,363.184964,364.286493
1200,4,372.357014,373.272862,370.764135
1200,5,375.105025,370.519483,374.395679
1200,6,374.732977,367.101305,372.422713
1200,7,372.177969,375.008089,374.529841
1200,8,376.502463,374.584818,381.435988
1200,9,380.271259,380.935178,382.420912
1200,10,380.052685,382.171159,381.165989
1200,11,381.382829,381.896063,382.049106
1200,12,381.003987,380.310259,381.295369
1200,13,379.028233,379.513663,381.196637
1200,14,378.305087,379.872851,377.429591
1200,15,381.296194,379.029947,0.000000

1240,0,0.000000,361.142469,358.370773
1240,1,364.368937,360.182986,368.182947
1240,2,362.741966,363.924945,367.033634
1240,3,362.311297,363.184964,367.986099
1240,4,369.875915,369.174992,372.543217
1240,5,374.116136,370.790369,374.408929
1240,6,374.518044,367.897078,372.606985
1240,7,372.332420,368.655218,376.172824
1240,8,376.256478,376.646632,381.565301
1240,9,381.219641,380.289657,378.448534
1240,10,382.282409,379.083442,381.016816
1240,11,382.569006,381.953820,377.879634
1240,12,380.958531,380.196501,380.166380
1240,13,379.973019,379.244189,377.098421
1240,14,380.794764,379.417623,378.076204
1240,15,380.197737,377.747290,0.000000

1280,0,0.000000,361.142469,358.370773
1280,1,364.368937,360.182986,368.182947
1280,2,362.741966,363.924945,367.033634
1280,3,362.311297,363.184964,368.333332
1280,4,369.758943,369.546698,373.323150
1280,5,366.881005,371.224936,372.711350
1280,6,372.928979,368.244602,373.240749
1280,7,372.440134,363.580686,377.812254
1280,8,373.069020,376.937845,378.212936
1280,9,374.399787,375.854684,377.827451
1280,10,378.022177,377.491621,380.384657
1280,11,377.412425,379.827391,380.800136
1280,12,379.157223,377.303110,379.905992
1280,13,381.072807,380.132840,378.295422
1280,14,381.000586,379.433079,378.076204
1280,15,380.197737,377.747290,0.000000

1320,0,0.000000,361.142469,358.370773
1320,1,364.368937,360.182986,368.182947
1320,2,362.741966,363.924945,367.033634
1320,3,362.311297,363.184964,368.333332
1320,4,369.758943,369.546698,373.323150
1320,5,366.881005,371.224936,372.711350
1320,6,372.928979,368.244602,373.240749
1320,7,372.440134,363.580686,377.812254
1320,8,373.069020,376.937845,378.219933
1320,9,374.439505,375.908872,378.829022
1320,10,378.162149,378.319005,379.907991
1320,11,378.918832,377.494737,380.042185
1320,12,379.629811,378.037066,379.898666
1320,13,377.408769,377.836260,379.698933
1320,14,378.006593,376.179011,378.922702
1320,15,379.885558,378.401678,0.000000

1360,0,0.000000,361.142469,358.370773
1360,1,364.368937,360.182986,368.182947
1360,2,362.741966,363.924945,367.033634
1360,3,362.311297,363.184964,368.385168
1360,4,369.746624,369.546698,373.314181
1360,5,367.108394,371.260464,372.936391
1360,6,372.813553,368.640923,372.908567
1360,7,366.347613,365.173990,370.605541
1360,8,375.118102,371.306065,375.870416
1360,9,377.064958,375.893948,377.666418
1360,10,377.833144,376.374916,378.161120
1360,11,378.667060,377.316585,378.975793
1360,12,378.069673,377.491127,379.134250
1360,13,377.889662,375.401955,377.249542
1360,14,379.075296,377.823534,376.806428
1360,15,379.733133,377.695444,0.000000

1400,0,0.000000,361.142469,358.370773
1400,1,364.368937,360.182986,368.182947
1400,2,362.741966,363.924945,367.033634
1400,3,362.311297,363.184964,368.385168
1400,4,369.746624,369.546698,373.314181
1400,5,367.108394,371.260464,372.936391
1400,6,372.813553,368.640923,372.908567
1400,7,366.347613,365.173990,370.605541
1400,8,375.118102,371.306065,375.893158
1400,9,377.054493,375.893948,378.116693
1400,10,377.888712,377.216013,379.538392
1400,11,379.512356,378.752949,372.585889
1400,12,379.441013,377.460413,378.323767
1400,13,378.440800,374.874026,377.901837
1400,14,376.910397,377.671919,375.770774
1400,15,377.582889,375.483527,0.000000

1440,0,0.000000,361.142469,358.370773
1440,1,364.368937,360.182986,368.182947
1440,2,362.741966,363.924945,367.033634
1440,3,362.311297,363.184964,368.385168
1440,4,369.746624,369.546698,373.314181
1440,5,367.108394,371.260464,372.936391
1440,6,372.813553,368.640923,372.907941
1440,7,366.741086,365.420060,374.960058
1440,8,373.722487,374.448365,377.011708
1440,9,373.200019,374.168861,376.730262
1440,10,376.619591,374.979141,378.289011
1440,11,377.819587,375.614927,378.008251
1440,12,378.749048,376.258868,377.467338
1440,13,378.965281,376.481853,377.253907
1440,14,377.842170,373.402470,375.457918
1440,15,377.301019,375.381106,0.000000

1480,0,0.000000,361.142469,358.370773
1480,1,364.368937,360.182986,368.182947
1480,2,362.741966,363.924945,367.033634
1480,3,362.311297,363.184964,368.385168
1480,4,369.746624,369.546698,373.314181
1480,5,367.108394,371.260464,372.936391
1480,6,372.813553,368.640923,372.931897
1480,7,366.804627,365.420060,375.203398
1480,8,373.862168,374.830556,376.017382
1480,9,372.934076,371.563091,377.024854
1480,10,376.438385,376.641108,377.293532
1480,11,374.938195,375.554280,377.546397
1480,12,376.464938,375.787529,377.823418
1480,13,375.323672,375.546130,374.099215
1480,14,377.837461,375.871406,376.982339
1480,15,377.271395,374.326626,0.000000

1520,0,0.000000,361.142469,358.370773
1520,1,364.368937,360.182986,368.155662
1520,2,362.853996,364.146053,366.522364
1520,3,358.002245,359.152629,365.213922
1520,4,367.516445,365.151605,367.500026
1520,5,362.700244,362.859103,361.658795
1520,6,366.447989,364.213649,368.730159
1520,7,368.523550,366.854484,371.307248
1520,8,370.813600,369.206887,373.413676
1520,9,369.334940,372.390891,372.508903
1520,10,374.106115,372.734119,375.287188
1520,11,375.711096,376.092083,376.875970
1520,12,373.336864,373.865833,376.466916
1520,13,376.225767,377.960836,372.585053
1520,14,377.407779,376.419387,377.143558
1520,15,377.358178,374.326626,0.000000

1560,0,0.000000,361.142469,358.370773
1560,1,364.368937,360.182986,368.155662
1560,2,362.853996,364.146053,366.522364
1560,3,358.002245,359.152629,365.213922
1560,4,367.516445,365.151605,367.500026
1560,5,362.700244,362.859103,361.658795
1560,6,366.447989,364.213649,368.730159
1560,7,368.523550,366.854484,371.307248
1560,8,370.813600,369.206887,373.408109
1560,9,369.377295,372.390891,373.970488
1560,10,373.868449,373.994464,376.546931
1560,11,375.137190,373.953113,376.586602
1560,12,374.044851,375.549381,372.905350
1560,13,376.683113,375.961351,373.927418
1560,14,376.134713,374.935620,373.942846
1560,15,376.390680,375.055878,0.000000

1600,0,0.000000,361.142469,358.370773
1600,1,364.368937,360.182986,368.155662
1600,2,362.853996,364.146053,366.522364
1600,3,358.002245,359.152629,365.213922
1600,4,367.516445,365.151605,367.500026
1600,5,362.700244,362.859103,361.658795
1600,6,366.447989,364.213649,368.730159
1600,7,368.523550,366.854484,371.307248
1600,8,370.813600,369.206887,373.420346
1600,9,369.419466,372.496534,375.239598
1600,10,374.456357,375.951906,373.620158
1600,11,374.438862,374.910997,376.601463
1600,12,376.604055,374.282195,374.758281
1600,13,373.705531,374.395008,375.217982
1600,14,372.317775,373.168150,371.998826
1600,15,375.631223,375.237775,0.000000

1640,0,0.000000,361.142469,358.370773
1640,1,364.368937,360.182986,368.155662
1640,2,362.853996,364.146053,366.522364
1640,3,358.002245,359.152629,365.213922
1640,4,367.516445,365.151605,367.500026
1640,5,362.700244,362.859103,361.658795
1640,6,366.447989,364.213649,368.730159
1640,7,368.523550,366.854484,371.330593
1640,8,370.820425,369.206887,373.709364
1640,9,370.185365,373.030083,374.830400
1640,10,371.448534,373.115011,375.957045
1640,11,373.927773,375.438366,376.114517
1640,12,374.073323,375.304892,375.989442
1640,13,375.317455,372.650152,373.608927
1640,14,375.381886,372.619875,373.759595
1640,15,372.401386,372.619526,0.000000

1680,0,0.000000,361.142469,358.370773
1680,1,364.368937,360.182986,368.155662
1680,2,362.853996,364.146053,366.522364
1680,3,358.002245,359.152629,365.213922
1680,4,367.516445,365.151605,367.500026
1680,5,362.700244,362.859103,361.658795
1680,6,366.447989,364.213649,368.730159
1680,7,368.523550,366.854484,371.330593
1680,8,370.820425,369.305392,374.274662
1680,9,371.715905,373.708164,374.746029
1680,10,372.757257,371.213213,373.766291
1680,11,374.869073,372.673921,373.740514
1680,12,375.046495,372.721147,373.958781
1680,13,375.202575,373.787676,372.279788
1680,14,375.170761,373.791363,373.991986
1680,15,374.089481,371.157711,0.000000

1720,0,0.000000,361.142469,358.370773
1720,1,364.368937,360.182986,368.155662
1720,2,362.853996,364.146053,366.522364
1720,3,358.002245,359.152629,365.213922
1720,4,367.516445,365.151605,367.500026
1720,5,362.700244,362.859103,361.658795
1720,6,366.447989,364.213649,368.760309
1720,7,368.528084,366.854484,372.038053
1720,8,371.116474,370.976883,374.058252
1720,9,370.090061,372.848759,374.338879
1720,10,373.757518,372.731677,373.981416
1720,11,372.459948,370.739417,374.563276
1720,12,373.896820,374.390519,374.856339
1720,13,372.594330,372.814575,370.714086
1720,14,374.441751,373.494264,372.699991
1720,15,374.324462,372.306476,0.000000

1760,0,0.000000,361.142469,358.370773
1760,1,364.368937,360.182986,368.155662
1760,2,362.853996,364.146053,366.513418
1760,3,358.089303,359.218401,365.539487
1760,4,367.110024,365.151605,367.139214
1760,5,363.120113,356.755006,362.439590
1760,6,366.059596,364.763967,368.429018
1760,7,364.552308,367.445500,360.403842
1760,8,370.750699,366.292733,373.351793
1760,9,372.662992,373.389286,375.387321
1760,10,375.422694,374.257479,373.263481
1760,11,371.327841,370.104622,372.499626
