t,x_kite,z_kite,x_block,z_block,theta,vtheta,windx,windy,v_block,Tension
967000,218.931599,26.962664,176.824417,0.000000,0.569549,0.075819,20.000000,0.000000,16.061709,702.939372
968000,219.067906,27.001063,176.985337,0.000000,0.570461,0.081026,20.000000,0.000000,16.123408,986.770127
969000,219.203306,27.041608,177.146780,0.000000,0.571425,0.084751,20.000000,0.000000,16.165750,790.047067
970000,219.337849,27.084295,177.308800,0.000000,0.572440,0.089961,20.000000,0.000000,16.239481,1101.786195
971000,219.471586,27.129110,177.471451,0.000000,0.573507,0.093671,20.000000,0.000000,16.291196,879.290498
972000,219.604579,27.176029,177.634787,0.000000,0.574624,0.098794,20.000000,0.000000,16.377132,1217.589703
973000,219.736892,27.225017,177.798861,0.000000,0.575792,0.102415,20.000000,0.000000,16.438211,967.944072
974000,219.868601,27.276025,177.963727,0.000000,0.577009,0.107350,20.000000,0.000000,16.536127,1330.243206
975000,219.999782,27.328999,178.129436,0.000000,0.578273,0.110803,20.000000,0.000000,16.606231,1052.773320
976000,220.130522,27.383866,178.296040,0.000000,0.579584,0.115447,20.000000,0.000000,16.715443,1435.293941
977000,220.260909,27.440548,178.463584,0.000000,0.580940,0.118649,20.000000,0.000000,16.793862,1130.245874
978000,220.391039,27.498951,178.632116,0.000000,0.582338,0.122898,20.000000,0.000000,16.913199,1528.115521
979000,220.521008,27.558976,178.801674,0.000000,0.583776,0.125773,20.000000,0.000000,16.998850,1196.829243
980000,220.650920,27.620509,178.972299,0.000000,0.585251,0.129532,20.000000,0.000000,17.126668,1604.337873
981000,220.780874,27.683434,179.144021,0.000000,0.586762,0.132010,20.000000,0.000000,17.218123,1249.338315
982000,220.910978,27.747619,179.316872,0.000000,0.588304,0.135201,20.000000,0.000000,17.352369,1660.301660
983000,221.041332,27.812934,179.490873,0.000000,0.589875,0.137226,20.000000,0.000000,17.447919,1285.276158
984000,221.172044,27.879237,179.666043,0.000000,0.591472,0.139791,20.000000,0.000000,17.586240,1693.456909
985000,221.303211,27.946389,179.842394,0.000000,0.593091,0.141325,20.000000,0.000000,17.683996,1303.105266
986000,221.434934,28.014243,180.019934,0.000000,0.594728,0.143230,20.000000,0.000000,17.823875,1702.629991
987000,221.567429,28.082780,180.198872,0.000000,0.596384,0.144744,20.000000,0.000000,17.963613,1697.965475
988000,221.700677,28.151708,180.378996,0.000000,0.598051,0.145466,20.000000,0.000000,18.060966,1294.387823
989000,221.834765,28.220881,180.560295,0.000000,0.599726,0.146318,20.000000,0.000000,18.198311,1670.159626
990000,221.969766,28.290164,180.742753,0.000000,0.601405,0.146539,20.000000,0.000000,18.292955,1266.004017
991000,222.105754,28.359420,180.926350,0.000000,0.603086,0.146761,20.000000,0.000000,18.425663,1621.774241
992000,222.242789,28.428522,181.111060,0.000000,0.604765,0.146509,20.000000,0.000000,18.515984,1222.737877
993000,222.380929,28.497348,181.296855,0.000000,0.606440,0.146150,20.000000,0.000000,18.642138,1556.038417
994000,222.520223,28.565783,181.483702,0.000000,0.608106,0.145465,20.000000,0.000000,18.726797,1167.283453
995000,222.660712,28.633719,181.671565,0.000000,0.609763,0.144587,20.000000,0.000000,18.844862,1476.690008
996000,222.802430,28.701058,181.860407,0.000000,0.611407,0.143519,20.000000,0.000000,18.922833,1102.601111
997000,222.945404,28.767708,182.050184,0.000000,0.613035,0.142193,20.000000,0.000000,19.031687,1387.602469
998000,223.089656,28.833586,182.240857,0.000000,0.614647,0.140797,20.000000,0.000000,19.102255,1031.646093
999000,223.235198,28.898616,182.432379,0.000000,0.616240,0.139095,20.000000,0.000000,19.201174,1292.473528
1000000,223.382040,28.962733,182.624708,0.000000,0.617812,0.137427,20.000000,0.000000,19.263922,957.155951
1001000,223.530182,29.025878,182.817796,0.000000,0.619363,0.135422,20.000000,0.000000,19.352541,1194.602428
1002000,223.679625,29.087997,183.011598,0.000000,0.620889,0.133535,20.000000,0.000000,19.407310,881.509761
1003000,223.830358,29.149049,183.206068,0.000000,0.622391,0.131295,20.000000,0.000000,19.485574,1096.760340
1004000,223.982372,29.208994,183.401161,0.000000,0.623868,0.129238,20.000000,0.000000,19.532418,806.656692
1005000,224.135649,29.267802,183.596831,0.000000,0.625318,0.126826,20.000000,0.000000,19.600518,1001.142613
1006000,224.290173,29.325446,183.793034,0.000000,0.626740,0.124644,20.000000,0.000000,19.639659,734.101693
1007000,224.445919,29.381908,183.989727,0.000000,0.628135,0.122112,20.000000,0.000000,19.697972,909.383167
1008000,224.602867,29.437171,184.186869,0.000000,0.629502,0.119844,20.000000,0.000000,19.729754,664.931978
1009000,224.760831,29.491299,184.384312,0.000000,0.630842,0.117559,20.000000,0.000000,19.758335,634.961928
1010000,224.919937,29.544220,184.582125,0.000000,0.632153,0.114947,20.000000,0.000000,19.803369,785.387250
1011000,225.080160,29.595927,184.780270,0.000000,0.633436,0.112620,20.000000,0.000000,19.825253,572.139645
1012000,225.241467,29.646424,184.978710,0.000000,0.634689,0.109988,20.000000,0.000000,19.861912,707.264971
1013000,225.403829,29.695710,185.177410,0.000000,0.635914,0.107645,20.000000,0.000000,19.877580,513.898051
1014000,225.567083,29.743859,185.376253,0.000000,0.637112,0.105310,20.000000,0.000000,19.890571,488.880574
1015000,225.731325,29.790818,185.575290,0.000000,0.638281,0.102705,20.000000,0.000000,19.916185,604.456220
1016000,225.896527,29.836593,185.774491,0.000000,0.639421,0.100381,20.000000,0.000000,19.923699,437.601569
1017000,226.062652,29.881197,185.973826,0.000000,0.640533,0.097811,20.000000,0.000000,19.942530,541.318422
1018000,226.229674,29.924641,186.173265,0.000000,0.641617,0.095511,20.000000,0.000000,19.945048,390.832096
1019000,226.397555,29.966941,186.372782,0.000000,0.642674,0.092991,20.000000,0.000000,19.957706,483.892156
1020000,226.566268,30.008108,186.572350,0.000000,0.643703,0.090724,20.000000,0.000000,19.955687,348.368118
1021000,226.735779,30.048161,186.771945,0.000000,0.644705,0.088265,20.000000,0.000000,19.962754,431.864902
1022000,226.906061,30.087112,186.971543,0.000000,0.645680,0.086039,20.000000,0.000000,19.956630,309.948322
1023000,227.077080,30.124982,187.171122,0.000000,0.646628,0.083646,20.000000,0.000000,19.958647,384.870260
1024000,227.248810,30.161784,187.370661,0.000000,0.647551,0.081466,20.000000,0.000000,19.948820,275.279961
1025000,227.421220,30.197537,187.570138,0.000000,0.648448,0.079144,20.000000,0.000000,19.946287,342.516240
1026000,227.594285,30.232258,187.769536,0.000000,0.649319,0.077013,20.000000,0.000000,19.933125,244.057918
1027000,227.767975,30.265963,187.968836,0.000000,0.650166,0.074764,20.000000,0.000000,19.926500,304.405688
1028000,227.942267,30.298670,188.168021,0.000000,0.650988,0.072683,20.000000,0.000000,19.910341,215.978237
1029000,228.117132,30.330396,188.367075,0.000000,0.651786,0.070506,20.000000,0.000000,19.900039,270.150420
1030000,228.292550,30.361156,188.565982,0.000000,0.652560,0.068475,20.000000,0.000000,19.881188,190.747306
1031000,228.468493,30.390969,188.764727,0.000000,0.653311,0.066370,20.000000,0.000000,19.867585,239.380516
1032000,228.644941,30.419848,188.963297,0.000000,0.654038,0.064388,20.000000,0.000000,19.846318,168.087709
1033000,228.821869,30.447812,189.161679,0.000000,0.654743,0.062352,20.000000,0.000000,19.829754,211.749972
1034000,228.999260,30.474874,189.359860,0.000000,0.655426,0.060418,20.000000,0.000000,19.806318,147.741639
1035000,229.177090,30.501051,189.557828,0.000000,0.656086,0.058449,20.000000,0.000000,19.787097,186.939704
1036000,229.355341,30.526355,189.755572,0.000000,0.656725,0.056561,20.000000,0.000000,19.761714,129.472533
1037000,229.533993,30.550802,189.953082,0.000000,0.657343,0.054654,20.000000,0.000000,19.740109,164.658684
1038000,229.713030,30.574405,190.150348,0.000000,0.657939,0.052810,20.000000,0.000000,19.712979,113.065482
1039000,229.892433,30.597177,190.347360,0.000000,0.658515,0.050962,20.000000,0.000000,19.689233,144.643796
1040000,230.072186,30.619131,190.544110,0.000000,0.659070,0.049158,20.000000,0.000000,19.660535,98.326806
1041000,230.252272,30.640280,190.740587,0.000000,0.659606,0.047366,20.000000,0.000000,19.634868,126.658856
1042000,230.432679,30.660634,190.936786,0.000000,0.660121,0.045600,20.000000,0.000000,19.604761,85.083111
1043000,230.613388,30.680205,191.132697,0.000000,0.660616,0.043859,20.000000,0.000000,19.577367,110.493119
1044000,230.794390,30.699005,191.328314,0.000000,0.661093,0.042128,20.000000,0.000000,19.545995,73.180022
1045000,230.975667,30.717043,191.523630,0.000000,0.661550,0.040434,20.000000,0.000000,19.517051,95.959499
1046000,231.157211,30.734329,191.718638,0.000000,0.661988,0.038735,20.000000,0.000000,19.484541,62.480755
1047000,231.339007,30.750873,191.913332,0.000000,0.662408,0.037084,20.000000,0.000000,19.454203,82.892644
1048000,231.521044,30.766684,192.107707,0.000000,0.662809,0.035415,20.000000,0.000000,19.420672,52.864605
1049000,231.703312,30.781770,192.301756,0.000000,0.663192,0.033803,20.000000,0.000000,19.389083,71.146977
1050000,231.885801,30.796139,192.495475,0.000000,0.663556,0.032160,20.000000,0.000000,19.354633,44.225440
1051000,232.068500,30.809799,192.688858,0.000000,0.663903,0.030583,20.000000,0.000000,19.321920,60.594747
1052000,232.251401,30.822758,192.881901,0.000000,0.664232,0.028965,20.000000,0.000000,19.286646,36.470193
1053000,232.434494,30.835023,193.074599,0.000000,0.664544,0.027420,20.000000,0.000000,19.252924,51.124103
1054000,232.617772,30.846599,193.266948,0.000000,0.664838,0.025823,20.000000,0.000000,19.216912,29.517379
1055000,232.801225,30.857494,193.458944,0.000000,0.665115,0.024308,20.000000,0.000000,19.182286,42.637191
1056000,232.984848,30.867712,193.650584,0.000000,0.665375,0.022731,20.000000,0.000000,19.145613,23.295616
1057000,233.168632,30.877261,193.841863,0.000000,0.665618,0.021242,20.000000,0.000000,19.110178,35.048246
1058000,233.352570,30.886145,194.032778,0.000000,0.665844,0.019683,20.000000,0.000000,19.072914,17.742122
1059000,233.536656,30.894370,194.223327,0.000000,0.666053,0.018218,20.000000,0.000000,19.036759,28.281620
1060000,233.720885,30.901941,194.413505,0.000000,0.666245,0.016676,20.000000,0.000000,18.998969,12.801163
1061000,233.905249,30.908861,194.603311,0.000000,0.666421,0.015234,20.000000,0.000000,18.962173,22.269749
1062000,234.089743,30.915137,194.792742,0.000000,0.666581,0.013708,20.000000,0.000000,18.923917,8.422424
1063000,234.274361,30.920772,194.981794,0.000000,0.666725,0.012288,20.000000,0.000000,18.886553,16.951008
1064000,234.459099,30.925771,195.170466,0.000000,0.666852,0.010778,20.000000,0.000000,18.847885,4.559331
1065000,234.643950,30.930139,195.358756,0.000000,0.666963,0.009380,20.000000,0.000000,18.810022,12.267533
1066000,234.828910,30.933880,195.546661,0.000000,0.667058,0.007886,20.000000,0.000000,18.770991,1.167385
1067000,235.013973,30.936998,195.734179,0.000000,0.667138,0.006511,20.000000,0.000000,18.732689,8.163146
1068000,235.199133,30.939498,195.921309,0.000000,0.667201,0.005035,20.000000,0.000000,18.693341,-1.797332
1069000,235.384386,30.941386,196.108049,0.000000,0.667249,0.003684,20.000000,0.000000,18.654656,4.581629
1070000,235.569727,30.942665,196.294398,0.000000,0.667282,0.002228,20.000000,0.000000,18.615032,-4.379238
1071000,235.755148,30.943342,196.480353,0.000000,0.667299,0.000905,20.000000,0.000000,18.576014,1.465714
1072000,235.940646,30.943422,196.665913,0.000000,0.667301,-0.000530,20.000000,0.000000,18.536150,-6.623647
1073000,236.126214,30.942911,196.851078,0.000000,0.667288,-0.001822,20.000000,0.000000,18.496842,-1.242883
1074000,236.311845,30.941815,197.035846,0.000000,0.667260,-0.003231,20.000000,0.000000,18.456769,-8.576252
1075000,236.497533,30.940141,197.220216,0.000000,0.667218,-0.004488,20.000000,0.000000,18.417209,-3.602194
1076000,236.683251,30.937927,197.404190,0.000000,0.667161,-0.005724,20.000000,0.000000,18.377547,-4.545531
1077000,236.869012,30.935150,197.587763,0.000000,0.667091,-0.007087,20.000000,0.000000,18.337219,-10.962970
1078000,237.054808,30.931818,197.770936,0.000000,0.667006,-0.008280,20.000000,0.000000,18.297350,-6.488022
1079000,237.240608,30.927974,197.953710,0.000000,0.666908,-0.009448,20.000000,0.000000,18.257400,-7.242060
1080000,237.426428,30.923593,198.136081,0.000000,0.666797,-0.010756,20.000000,0.000000,18.216863,-12.924836
1081000,237.612258,30.918686,198.318049,0.000000,0.666672,-0.011872,20.000000,0.000000,18.176740,-8.865972
1082000,237.798090,30.913261,198.499613,0.000000,0.666534,-0.013137,20.000000,0.000000,18.136077,-14.115713
1083000,237.983913,30.907331,198.680772,0.000000,0.666383,-0.014195,20.000000,0.000000,18.095800,-10.314101
1084000,238.169718,30.900906,198.861526,0.000000,0.666219,-0.015413,20.000000,0.000000,18.055024,-15.181380
1085000,238.355495,30.894000,199.041874,0.000000,0.666044,-0.016406,20.000000,0.000000,18.014608,-11.604539
1086000,238.541232,30.886623,199.221815,0.000000,0.665856,-0.017573,20.000000,0.000000,17.973731,-16.131292
1087000,238.726919,30.878790,199.401350,0.000000,0.665657,-0.018496,20.000000,0.000000,17.933193,-12.743086
1088000,238.912543,30.870513,199.580477,0.000000,0.665446,-0.019608,20.000000,0.000000,17.892227,-16.965622
1089000,239.098093,30.861807,199.759196,0.000000,0.665225,-0.020455,20.000000,0.000000,17.851583,-13.724099
1090000,239.283557,30.852686,199.937506,0.000000,0.664993,-0.021507,20.000000,0.000000,17.810541,-17.676225
1091000,239.468922,30.843167,200.115408,0.000000,0.664751,-0.022275,20.000000,0.000000,17.769807,-14.532032
1092000,239.654175,30.833262,200.292900,0.000000,0.664500,-0.023263,20.000000,0.000000,17.728702,-18.247997
1093000,239.839302,30.822990,200.469983,0.000000,0.664239,-0.023946,20.000000,0.000000,17.687898,-15.143296
1094000,240.024291,30.812365,200.646656,0.000000,0.663969,-0.024867,20.000000,0.000000,17.646748,-18.660362
1095000,240.209128,30.801405,200.822919,0.000000,0.663691,-0.025462,20.000000,0.000000,17.605896,-15.528175
1096000,240.393798,30.790126,200.998772,0.000000,0.663404,-0.026314,20.000000,0.000000,17.564718,-18.888712
1097000,240.578288,30.778547,201.174214,0.000000,0.663111,-0.026818,20.000000,0.000000,17.523845,-15.652556
1098000,240.762585,30.766683,201.349247,0.000000,0.662809,-0.027597,20.000000,0.000000,17.482660,-18.905643
1099000,240.946671,30.754555,201.523869,0.000000,0.662502,-0.028006,20.000000,0.000000,17.441795,-15.479357
1100000,241.130535,30.742179,201.698081,0.000000,0.662188,-0.028711,20.000000,0.000000,17.400628,-18.681930
1101000,241.314160,30.729574,201.871883,0.000000,0.661868,-0.029022,20.000000,0.000000,17.359804,-14.969569
1102000,241.497533,30.716759,202.045275,0.000000,0.661543,-0.029651,20.000000,0.000000,17.318682,-18.187187
1103000,241.680638,30.703755,202.218258,0.000000,0.661214,-0.029862,20.000000,0.000000,17.277937,-14.082892
1104000,241.863461,30.690578,202.390832,0.000000,0.660880,-0.030413,20.000000,0.000000,17.236891,-17.390211
1105000,242.045985,30.677250,202.562997,0.000000,0.660542,-0.030520,20.000000,0.000000,17.196268,-12.777959
1106000,242.228197,30.663790,202.734755,0.000000,0.660202,-0.030991,20.000000,0.000000,17.155331,-16.259020
1107000,242.410081,30.650219,202.906106,0.000000,0.659858,-0.030994,20.000000,0.000000,17.114876,-11.012163
1108000,242.591623,30.636555,203.077050,0.000000,0.659512,-0.031383,20.000000,0.000000,17.074086,-14.760585
1109000,242.772806,30.622823,203.247589,0.000000,0.659165,-0.031279,20.000000,0.000000,17.033851,-8.741113
1110000,242.953616,30.609039,203.417725,0.000000,0.658816,-0.031585,20.000000,0.000000,16.993248,-12.860290
1111000,243.134037,30.595228,203.587457,0.000000,0.658467,-0.031371,20.000000,0.000000,16.953288,-5.917735
1112000,243.314055,30.581410,203.756788,0.000000,0.658117,-0.031592,20.000000,0.000000,16.912917,-10.521121
1113000,243.493653,30.567607,203.925718,0.000000,0.657768,-0.031266,20.000000,0.000000,16.873293,-2.491027
1114000,243.672816,30.553840,204.094251,0.000000,0.657421,-0.031399,20.000000,0.000000,16.833203,-7.702594
1115000,243.851529,30.540133,204.262386,0.000000,0.657074,-0.030959,20.000000,0.000000,16.793982,1.595517
1116000,244.029778,30.526507,204.430127,0.000000,0.656730,-0.031002,20.000000,0.000000,16.754226,-4.359431
1117000,244.207544,30.512988,204.597475,0.000000,0.656389,-0.030445,20.000000,0.000000,16.715482,6.405816
1118000,244.384815,30.499595,204.764433,0.000000,0.656051,-0.030396,20.000000,0.000000,16.676119,-0.439971
1119000,244.561572,30.486357,204.931002,0.000000,0.655717,-0.029718,20.000000,0.000000,16.637931,12.013471
1120000,244.737802,30.473293,205.097187,0.000000,0.655387,-0.029573,20.000000,0.000000,16.599027,4.115706
1121000,244.913487,30.460433,205.262989,0.000000,0.655063,-0.028770,20.000000,0.000000,16.561484,18.504404
1122000,245.088613,30.447797,205.428411,0.000000,0.654744,-0.028526,20.000000,0.000000,16.523109,9.377945
1123000,245.263163,30.435416,205.593458,0.000000,0.654432,-0.027593,20.000000,0.000000,16.486312,25.979912
1124000,245.437120,30.423311,205.758132,0.000000,0.654127,-0.027247,20.000000,0.000000,16.448547,15.430016
1125000,245.610469,30.411513,205.922437,0.000000,0.653829,-0.026179,20.000000,0.000000,16.412605,34.560159
1126000,245.783192,30.400047,206.086377,0.000000,0.653541,-0.025726,20.000000,0.000000,16.375540,22.370978
1127000,245.955273,30.388943,206.249957,0.000000,0.653261,-0.024516,20.000000,0.000000,16.340579,44.388163
1128000,246.126696,30.378228,206.413181,0.000000,0.652991,-0.023951,20.000000,0.000000,16.304316,30.318925
1129000,246.297441,30.367934,206.576054,0.000000,0.652732,-0.022593,20.000000,0.000000,16.270478,55.634285
1130000,246.467494,30.358088,206.738582,0.000000,0.652484,-0.021909,20.000000,0.000000,16.235132,39.414636
1131000,246.636835,30.348725,206.900770,0.000000,0.652248,-0.020394,20.000000,0.000000,16.202579,68.501234
1132000,246.805448,30.339873,207.062623,0.000000,0.652026,-0.019585,20.000000,0.000000,16.168284,49.825620
1133000,246.973312,30.331570,207.224150,0.000000,0.651817,-0.017906,20.000000,0.000000,16.137202,83.229536
1134000,247.140286,30.324028,207.385370,0.000000,0.651627,-0.016134,20.000000,0.000000,16.107102,93.036260
1135000,247.306476,30.317103,207.546279,0.000000,0.651453,-0.015119,20.000000,0.000000,16.074810,69.665636
1136000,247.471862,30.310833,207.706885,0.000000,0.651295,-0.013167,20.000000,0.000000,16.046527,111.245900
1137000,247.636426,30.305252,207.867195,0.000000,0.651155,-0.012006,20.000000,0.000000,16.015725,84.428034
1138000,247.800146,30.300402,208.027220,0.000000,0.651033,-0.009861,20.000000,0.000000,15.989527,132.142675
1139000,247.963006,30.296319,208.186969,0.000000,0.650930,-0.008546,20.000000,0.000000,15.960435,101.383512
1140000,248.124981,30.293047,208.346453,0.000000,0.650848,-0.006197,20.000000,0.000000,15.936632,156.146710
1141000,248.286055,30.290625,208.505683,0.000000,0.650787,-0.004716,20.000000,0.000000,15.909505,120.875814
1142000,248.446206,30.289099,208.664671,0.000000,0.650748,-0.002151,20.000000,0.000000,15.888453,183.739183
1143000,248.605413,30.288511,208.823431,0.000000,0.650734,-0.000496,20.000000,0.000000,15.863587,143.296702
1144000,248.763655,30.288908,208.981975,0.000000,0.650744,0.002299,20.000000,0.000000,15.845699,215.463232
1145000,248.920914,30.290334,209.140320,0.000000,0.650779,0.004139,20.000000,0.000000,15.823432,169.085504
1146000,249.077167,30.292840,209.298481,0.000000,0.650842,0.007176,20.000000,0.000000,15.809181,251.920539
1147000,249.232395,30.296472,209.456475,0.000000,0.650934,0.009210,20.000000,0.000000,15.789900,198.724664
1148000,249.386577,30.301282,209.614322,0.000000,0.651054,0.012499,20.000000,0.000000,15.779823,293.761436
1149000,249.539696,30.307317,209.772039,0.000000,0.651206,0.014736,20.000000,0.000000,15.763971,232.729483
1150000,249.691731,30.314632,209.929650,0.000000,0.651390,0.018286,20.000000,0.000000,15.758675,341.665880
1151000,249.842666,30.323275,210.087176,0.000000,0.651607,0.020733,20.000000,0.000000,15.746745,271.629818
1152000,249.992482,30.333300,210.244641,0.000000,0.651860,0.024548,20.000000,0.000000,15.746909,396.312237
1153000,250.141166,30.344758,210.402071,0.000000,0.652148,0.027209,20.000000,0.000000,15.739450,315.941321
1154000,250.288703,30.357701,210.559494,0.000000,0.652474,0.031292,20.000000,0.000000,15.745818,458.330759
1155000,250.435080,30.372179,210.716939,0.000000,0.652838,0.034165,20.000000,0.000000,15.743425,366.123877
1156000,250.580288,30.388243,210.874436,0.000000,0.653242,0.038511,20.000000,0.000000,15.756797,528.239115
1157000,250.724321,30.405940,211.032019,0.000000,0.653688,0.041591,20.000000,0.000000,15.760106,422.525546
1158000,250.867171,30.425319,211.189722,0.000000,0.654177,0.046185,20.000000,0.000000,15.781322,606.358739
1159000,251.008840,30.446421,211.347581,0.000000,0.654708,0.049460,20.000000,0.000000,15.790986,485.311785
1160000,251.149327,30.469292,211.505636,0.000000,0.655285,0.054281,20.000000,0.000000,15.820895,692.713454
1161000,251.288641,30.493966,211.663926,0.000000,0.655908,0.057730,20.000000,0.000000,15.837566,554.382264
1162000,251.426791,30.520480,211.822494,0.000000,0.656577,0.062743,20.000000,0.000000,15.876988,786.915963
1163000,251.563792,30.548861,211.981383,0.000000,0.657294,0.066336,20.000000,0.000000,15.901273,629.281315
1164000,251.699665,30.579135,212.140639,0.000000,0.658059,0.071494,20.000000,0.000000,15.950949,888.053340
1165000,251.834435,30.611318,212.300308,0.000000,0.658872,0.075193,20.000000,0.000000,15.983373,709.112618
1166000,251.968134,30.645424,212.460439,0.000000,0.659735,0.080437,20.000000,0.000000,16.043898,994.588854
1167000,252.100800,30.681456,212.621080,0.000000,0.660648,0.084190,20.000000,0.000000,16.084850,792.473497
1168000,252.232476,30.719411,212.782282,0.000000,0.661609,0.089448,20.000000,0.000000,16.156610,1104.302859
1169000,252.363213,30.759276,212.944094,0.000000,0.662620,0.093196,20.000000,0.000000,16.206287,877.427605
1170000,252.493067,30.801033,213.106567,0.000000,0.663680,0.098384,20.000000,0.000000,16.289383,1214.297850
1171000,252.622100,30.844652,213.269750,0.000000,0.664788,0.102060,20.000000,0.000000,16.347739,961.535030
1172000,252.750384,30.890093,213.433694,0.000000,0.665943,0.107086,20.000000,0.000000,16.441926,1321.089623
1173000,252.877992,30.937310,213.598444,0.000000,0.667144,0.110618,20.000000,0.000000,16.508630,1041.954109
1174000,253.005006,30.986244,213.764049,0.000000,0.668391,0.115385,20.000000,0.000000,16.613267,1420.795937
1175000,253.131512,31.036829,213.930552,0.000000,0.669681,0.118698,20.000000,0.000000,16.687673,1115.618593
1176000,253.257601,31.088989,214.097995,0.000000,0.671012,0.123113,20.000000,0.000000,16.801709,1509.416442
1177000,253.383367,31.142642,214.266416,0.000000,0.672383,0.126134,20.000000,0.000000,16.882853,1179.478358
1178000,253.508911,31.197692,214.435852,0.000000,0.673791,0.130108,20.000000,0.000000,17.004769,1583.589681
1179000,253.634330,31.254044,214.606331,0.000000,0.675234,0.132772,20.000000,0.000000,17.091397,1230.780069
1180000,253.759723,31.311584,214.777872,0.000000,0.676709,0.136204,20.000000,0.000000,17.216824,1641.810500
1181000,253.885186,31.370204,214.950493,0.000000,0.678214,0.138463,20.000000,0.000000,17.307465,1267.549655
1182000,254.010818,31.429782,215.124204,0.000000,0.679745,0.141305,20.000000,0.000000,17.434726,1679.357393
1183000,254.136716,31.490206,215.299016,0.000000,0.681299,0.143124,20.000000,0.000000,17.527761,1288.514423
1184000,254.262977,31.551350,215.474934,0.000000,0.682875,0.145355,20.000000,0.000000,17.655685,1695.120675
1185000,254.389693,31.613100,215.651960,0.000000,0.684468,0.146713,20.000000,0.000000,17.749436,1293.202705
1186000,254.516956,31.675331,215.830093,0.000000,0.686075,0.148330,20.000000,0.000000,17.876857,1689.109550
1187000,254.644851,31.737930,216.009326,0.000000,0.687694,0.149220,20.000000,0.000000,17.969669,1281.965642
1188000,254.773465,31.800778,216.189654,0.000000,0.689322,0.150240,20.000000,0.000000,18.095484,1662.390647
1189000,254.902873,31.863765,216.371062,0.000000,0.690956,0.150669,20.000000,0.000000,18.185805,1255.896422
1190000,255.033153,31.926780,216.553538,0.000000,0.692592,0.151122,20.000000,0.000000,18.309024,1616.923694
1191000,255.164368,31.989720,216.737063,0.000000,0.694229,0.151109,20.000000,0.000000,18.395468,1216.682715
1192000,255.296587,32.052485,216.921618,0.000000,0.695864,0.151040,20.000000,0.000000,18.515249,1555.328173
1193000,255.429863,32.114980,217.107180,0.000000,0.697493,0.150612,20.000000,0.000000,18.596643,1166.420355
1194000,255.564249,32.177117,217.293724,0.000000,0.699116,0.150062,20.000000,0.000000,18.711185,1482.271998
1195000,255.699786,32.238809,217.481215,0.000000,0.700729,0.149257,20.000000,0.000000,18.786599,1107.484886
1196000,255.836508,32.299976,217.669617,0.000000,0.702330,0.148260,20.000000,0.000000,18.892886,1400.806759
1197000,255.974443,32.360544,217.858893,0.000000,0.703918,0.147125,20.000000,0.000000,18.961652,1042.421654
1198000,256.113612,32.420447,218.049001,0.000000,0.705491,0.145745,20.000000,0.000000,19.058987,1313.208026
1199000,256.254033,32.479622,218.239902,0.000000,0.707047,0.144327,20.000000,0.000000,19.120685,973.606873
1200000,256.395713,32.538018,218.431554,0.000000,0.708584,0.142628,20.000000,0.000000,19.208678,1222.369023
1201000,256.538661,32.595583,218.623916,0.000000,0.710101,0.140976,20.000000,0.000000,19.263113,903.145034
1202000,256.682875,32.652278,218.816944,0.000000,0.711598,0.139019,20.000000,0.000000,19.341640,1130.773467
1203000,256.828354,32.708064,219.010599,0.000000,0.713072,0.137177,20.000000,0.000000,19.388804,832.802626
1204000,256.975086,32.762911,219.204838,0.000000,0.714523,0.135021,20.000000,0.000000,19.457963,1040.444483
1205000,257.123065,32.816791,219.399620,0.000000,0.715950,0.133031,20.000000,0.000000,19.497999,763.986544
1206000,257.272271,32.869683,219.594905,0.000000,0.717353,0.130725,20.000000,0.000000,19.558058,952.943402
1207000,257.422692,32.921569,219.790654,0.000000,0.718731,0.128624,20.000000,0.000000,19.591223,697.756015
1208000,257.574305,32.972436,219.986827,0.000000,0.720084,0.126213,20.000000,0.000000,19.642578,869.403243
1209000,257.727090,33.022273,220.183389,0.000000,0.721411,0.124034,20.000000,0.000000,19.669210,634.856384
1210000,257.881021,33.071074,220.380300,0.000000,0.722711,0.121556,20.000000,0.000000,19.712339,790.582636
1211000,258.036077,33.118834,220.577529,0.000000,0.723985,0.119326,20.000000,0.000000,19.732831,575.764584
1212000,258.192227,33.165554,220.775038,0.000000,0.725233,0.116813,20.000000,0.000000,19.768267,716.928651
1213000,258.349448,33.211231,220.972796,0.000000,0.726455,0.114555,20.000000,0.000000,19.783037,520.738413
1214000,258.507709,33.255873,221.170771,0.000000,0.727650,0.112033,20.000000,0.000000,19.811336,648.640223
1215000,258.666984,33.299482,221.368934,0.000000,0.728819,0.109765,20.000000,0.000000,19.820817,469.864271
1216000,258.827241,33.342066,221.567254,0.000000,0.729961,0.107256,20.000000,0.000000,19.842538,585.726886
1217000,258.988454,33.383632,221.765704,0.000000,0.731077,0.104993,20.000000,0.000000,19.847157,423.100142
1218000,259.150591,33.424191,221.964257,0.000000,0.732167,0.102511,20.000000,0.000000,19.862850,528.059978
1219000,259.313626,33.463751,222.162888,0.000000,0.733232,0.100265,20.000000,0.000000,19.863021,380.312275
1220000,259.477527,33.502326,222.361571,0.000000,0.734270,0.097824,20.000000,0.000000,19.873211,475.415252
1221000,259.642268,33.539925,222.560286,0.000000,0.735284,0.095604,20.000000,0.000000,19.869330,341.305201
