t,x_kite,z_kite,x_block,z_block,theta,vtheta,windx,windy,v_block,Tension
515000,142.479589,19.201042,96.313367,0.000000,0.394147,-0.026357,20.000000,0.000000,17.815399,-15.531618
516000,142.663670,19.186286,96.491314,0.000000,0.393828,-0.026588,20.000000,0.000000,17.774083,-19.275171
517000,142.847425,19.171313,96.668850,0.000000,0.393504,-0.027130,20.000000,0.000000,17.733134,-16.171606
518000,143.030840,19.156153,96.845975,0.000000,0.393175,-0.027250,20.000000,0.000000,17.691746,-19.788512
519000,143.213905,19.140830,97.022687,0.000000,0.392844,-0.027706,20.000000,0.000000,17.650762,-16.423848
520000,143.396606,19.125376,97.198987,0.000000,0.392509,-0.027714,20.000000,0.000000,17.609358,-19.773499
521000,143.578934,19.109815,97.374876,0.000000,0.392172,-0.028084,20.000000,0.000000,17.568382,-16.255466
522000,143.760875,19.094177,97.550353,0.000000,0.391834,-0.027980,20.000000,0.000000,17.527023,-19.190822
523000,143.942421,19.078487,97.725418,0.000000,0.391494,-0.028264,20.000000,0.000000,17.486103,-15.638507
524000,144.123558,19.062776,97.900072,0.000000,0.391154,-0.028048,20.000000,0.000000,17.444852,-18.006751
525000,144.304277,19.047068,98.074317,0.000000,0.390815,-0.028246,20.000000,0.000000,17.404039,-14.548849
526000,144.484566,19.031393,98.248151,0.000000,0.390476,-0.027918,20.000000,0.000000,17.362964,-16.191501
527000,144.664417,19.015778,98.421577,0.000000,0.390138,-0.028030,20.000000,0.000000,17.322310,-12.964831
528000,144.843817,19.000251,98.594596,0.000000,0.389802,-0.027590,20.000000,0.000000,17.281481,-13.717295
529000,145.022759,18.984838,98.767208,0.000000,0.389469,-0.027616,20.000000,0.000000,17.241040,-10.865674
530000,145.201230,18.969570,98.939416,0.000000,0.389139,-0.027064,20.000000,0.000000,17.200531,-10.556172
531000,145.379222,18.954471,99.111220,0.000000,0.388812,-0.027003,20.000000,0.000000,17.160361,-8.229725
532000,145.556726,18.939572,99.282623,0.000000,0.388490,-0.026339,20.000000,0.000000,17.120247,-6.677584
533000,145.733732,18.924899,99.453626,0.000000,0.388173,-0.026191,20.000000,0.000000,17.080409,-5.032535
534000,145.910230,18.910482,99.624231,0.000000,0.387862,-0.025413,20.000000,0.000000,17.040770,-2.045790
535000,146.086212,18.896346,99.794441,0.000000,0.387556,-0.025177,20.000000,0.000000,17.001326,-1.244790
536000,146.261670,18.882524,99.964258,0.000000,0.387258,-0.024285,20.000000,0.000000,16.962247,3.382970
537000,146.436594,18.869041,100.133686,0.000000,0.386967,-0.023959,20.000000,0.000000,16.923263,3.169951
538000,146.610974,18.855930,100.302726,0.000000,0.386683,-0.022951,20.000000,0.000000,16.884835,9.663551
539000,146.784805,18.843215,100.471381,0.000000,0.386409,-0.022534,20.000000,0.000000,16.846382,8.257712
540000,146.958076,18.830931,100.639656,0.000000,0.386144,-0.021405,20.000000,0.000000,16.808701,16.865286
541000,147.130780,18.819104,100.807554,0.000000,0.385888,-0.020895,20.000000,0.000000,16.770858,14.076835
542000,147.302907,18.807769,100.975077,0.000000,0.385644,-0.019644,20.000000,0.000000,16.734028,25.075752
543000,147.474350,18.797214,101.142237,0.000000,0.385416,-0.018096,20.000000,0.000000,16.698085,34.108650
544000,147.645103,18.787476,101.309040,0.000000,0.385206,-0.016723,20.000000,0.000000,16.662561,37.537992
545000,147.815259,18.778318,101.475484,0.000000,0.385008,-0.016017,20.000000,0.000000,16.626460,30.652382
546000,147.984811,18.769778,101.641576,0.000000,0.384824,-0.014510,20.000000,0.000000,16.592044,48.205023
547000,148.153750,18.761887,101.807320,0.000000,0.384653,-0.013699,20.000000,0.000000,16.556846,39.257727
548000,148.322068,18.754682,101.972722,0.000000,0.384498,-0.012051,20.000000,0.000000,16.523688,60.327648
549000,148.489757,18.748197,102.137787,0.000000,0.384358,-0.011128,20.000000,0.000000,16.489515,49.042403
550000,148.656808,18.742471,102.302523,0.000000,0.384234,-0.009333,20.000000,0.000000,16.457789,74.119019
551000,148.823215,18.737539,102.466935,0.000000,0.384128,-0.008291,20.000000,0.000000,16.424784,60.184448
552000,148.989050,18.733206,102.631020,0.000000,0.384035,-0.007189,20.000000,0.000000,16.392284,65.027139
553000,149.154222,18.729749,102.794795,0.000000,0.383960,-0.005158,20.000000,0.000000,16.362901,96.753701
554000,149.318722,18.727206,102.958268,0.000000,0.383905,-0.003927,20.000000,0.000000,16.331816,78.535272
555000,149.482542,18.725622,103.121448,0.000000,0.383871,-0.001725,20.000000,0.000000,16.304411,115.842105
556000,149.645674,18.725038,103.284344,0.000000,0.383858,-0.000356,20.000000,0.000000,16.274945,94.007852
557000,149.808109,18.725502,103.446966,0.000000,0.383868,0.002027,20.000000,0.000000,16.249806,137.734573
558000,149.969840,18.727059,103.609325,0.000000,0.383902,0.003542,20.000000,0.000000,16.222200,111.780894
559000,150.130857,18.729758,103.771433,0.000000,0.383960,0.006119,20.000000,0.000000,16.199665,162.910107
560000,150.291153,18.733648,103.933302,0.000000,0.384044,0.007791,20.000000,0.000000,16.174198,132.249205
561000,150.450721,18.738782,104.094944,0.000000,0.384155,0.010573,20.000000,0.000000,16.154663,191.926692
562000,150.609428,18.745605,104.256410,0.000000,0.384302,0.013828,20.000000,0.000000,16.138930,229.866765
563000,150.767269,18.754184,104.417722,0.000000,0.384487,0.016851,20.000000,0.000000,16.123765,234.121745
564000,150.924364,18.764177,104.578861,0.000000,0.384702,0.018884,20.000000,0.000000,16.104355,190.142410
565000,151.080705,18.775646,104.739847,0.000000,0.384950,0.022135,20.000000,0.000000,16.093288,273.768863
566000,151.236287,18.788645,104.900698,0.000000,0.385230,0.024352,20.000000,0.000000,16.077254,222.456315
567000,151.391106,18.803236,105.061437,0.000000,0.385545,0.027842,20.000000,0.000000,16.070916,319.503691
568000,151.545159,18.819477,105.222084,0.000000,0.385896,0.030251,20.000000,0.000000,16.058779,259.723598
569000,151.698441,18.837431,105.382664,0.000000,0.386283,0.033986,20.000000,0.000000,16.057887,372.138079
570000,151.850953,18.857155,105.543203,0.000000,0.386709,0.036589,20.000000,0.000000,16.050233,302.573853
571000,152.002694,18.878714,105.703729,0.000000,0.387175,0.040568,20.000000,0.000000,16.055593,432.468459
572000,152.153667,18.902164,105.864270,0.000000,0.387681,0.043366,20.000000,0.000000,16.053073,351.604784
573000,152.303875,18.927567,106.024860,0.000000,0.388230,0.047584,20.000000,0.000000,16.065570,501.204883
574000,152.453325,18.954978,106.185530,0.000000,0.388822,0.050568,20.000000,0.000000,16.068893,407.318619
575000,152.602026,18.984454,106.346318,0.000000,0.389460,0.055010,20.000000,0.000000,16.089475,578.872416
576000,152.749989,19.016046,106.507260,0.000000,0.390143,0.058167,20.000000,0.000000,16.099391,470.036413
577000,152.897230,19.049803,106.668397,0.000000,0.390873,0.062807,20.000000,0.000000,16.129039,665.683974
578000,153.043768,19.085768,106.829772,0.000000,0.391651,0.066113,20.000000,0.000000,16.146306,539.791048
579000,153.189624,19.123982,106.991428,0.000000,0.392478,0.070911,20.000000,0.000000,16.185993,761.389167
580000,153.334826,19.164474,107.153412,0.000000,0.393354,0.074332,20.000000,0.000000,16.211340,616.204881
581000,153.479403,19.207271,107.315773,0.000000,0.394281,0.079236,20.000000,0.000000,16.261961,865.111953
582000,153.623392,19.252390,107.478560,0.000000,0.395259,0.082724,20.000000,0.000000,16.296032,698.365232
583000,153.766833,19.299838,107.641827,0.000000,0.396287,0.087665,20.000000,0.000000,16.358332,975.200327
584000,153.909771,19.349613,107.805623,0.000000,0.397366,0.091163,20.000000,0.000000,16.401619,784.719258
585000,154.052258,19.401702,107.970006,0.000000,0.398496,0.096056,20.000000,0.000000,16.476094,1089.121763
586000,154.194348,19.456080,108.135028,0.000000,0.399677,0.099496,20.000000,0.000000,16.528863,873.017137
587000,154.336103,19.512709,108.300745,0.000000,0.400906,0.104244,20.000000,0.000000,16.615670,1203.444907
588000,154.477588,19.571539,108.467210,0.000000,0.402185,0.107547,20.000000,0.000000,16.677885,960.335315
589000,154.618874,19.632507,108.634478,0.000000,0.403510,0.112046,20.000000,0.000000,16.776745,1313.945979
590000,154.760034,19.695537,108.802599,0.000000,0.404881,0.115129,20.000000,0.000000,16.848010,1043.206019
591000,154.901150,19.760536,108.971625,0.000000,0.406296,0.119272,20.000000,0.000000,16.958145,1415.863186
592000,155.042299,19.827406,109.141602,0.000000,0.407752,0.122052,20.000000,0.000000,17.037662,1117.862680
593000,155.183570,19.896026,109.312575,0.000000,0.409248,0.125735,20.000000,0.000000,17.157763,1504.293182
594000,155.325046,19.966274,109.484584,0.000000,0.410779,0.128136,20.000000,0.000000,17.244329,1180.584519
595000,155.466816,20.038007,109.657666,0.000000,0.412345,0.131269,20.000000,0.000000,17.372584,1574.685429
596000,155.608966,20.111085,109.831851,0.000000,0.413941,0.133225,20.000000,0.000000,17.464630,1228.093550
597000,155.751584,20.185347,110.007166,0.000000,0.415563,0.135736,20.000000,0.000000,17.598797,1623.354924
598000,155.894753,20.260636,110.183632,0.000000,0.417210,0.137200,20.000000,0.000000,17.694468,1257.934184
599000,156.038558,20.336784,110.361264,0.000000,0.418876,0.139044,20.000000,0.000000,17.832006,1647.915437
600000,156.183076,20.413625,110.540071,0.000000,0.420559,0.139988,20.000000,0.000000,17.929275,1268.759955
601000,156.328382,20.490987,110.720056,0.000000,0.422255,0.141145,20.000000,0.000000,18.067505,1647.544657
602000,156.474546,20.568704,110.901216,0.000000,0.423959,0.141563,20.000000,0.000000,18.164305,1260.468674
603000,156.621632,20.646607,111.083542,0.000000,0.425669,0.142045,20.000000,0.000000,18.300589,1623.029324
604000,156.769698,20.724537,111.267022,0.000000,0.427381,0.141951,20.000000,0.000000,18.394947,1234.162481
605000,156.918797,20.802333,111.451634,0.000000,0.429092,0.141793,20.000000,0.000000,18.526842,1576.590767
606000,157.068973,20.879849,111.637355,0.000000,0.430797,0.141221,20.000000,0.000000,18.616990,1191.950609
607000,157.220265,20.956939,111.824156,0.000000,0.432495,0.140478,20.000000,0.000000,18.742385,1511.540754
608000,157.372705,21.033472,112.012005,0.000000,0.434181,0.139476,20.000000,0.000000,18.826846,1136.645846
609000,157.526316,21.109321,112.200864,0.000000,0.435854,0.138219,20.000000,0.000000,18.944043,1431.848008
610000,157.681118,21.184373,112.390696,0.000000,0.437511,0.136843,20.000000,0.000000,19.021675,1071.420780
611000,157.837121,21.258523,112.581457,0.000000,0.439149,0.135151,20.000000,0.000000,19.129423,1341.700387
612000,157.994334,21.331676,112.773104,0.000000,0.440766,0.133460,20.000000,0.000000,19.199434,999.485473
613000,158.152753,21.403747,112.965591,0.000000,0.442360,0.131415,20.000000,0.000000,19.296927,1245.130374
614000,158.312377,21.474662,113.158874,0.000000,0.443930,0.129472,20.000000,0.000000,19.358850,923.829814
615000,158.473193,21.544357,113.352902,0.000000,0.445474,0.127151,20.000000,0.000000,19.445685,1145.742745
616000,158.635190,21.612774,113.547630,0.000000,0.446991,0.125014,20.000000,0.000000,19.499345,847.050525
617000,158.798346,21.679867,113.743009,0.000000,0.448480,0.122492,20.000000,0.000000,19.575462,1046.554176
618000,158.962644,21.745597,113.938995,0.000000,0.449939,0.120213,20.000000,0.000000,19.620924,771.262279
619000,159.128057,21.809933,114.135537,0.000000,0.451368,0.117554,20.000000,0.000000,19.686539,949.932838
620000,159.294770,21.872730,114.332745,0.000000,0.452765,0.114729,20.000000,0.000000,19.754067,965.124769
621000,159.462752,21.933955,114.530563,0.000000,0.454127,0.111942,20.000000,0.000000,19.808409,846.429868
622000,159.631765,21.993710,114.728795,0.000000,0.455457,0.109481,20.000000,0.000000,19.837425,619.964156
623000,159.801773,22.051994,114.927397,0.000000,0.456756,0.106667,20.000000,0.000000,19.882222,759.427218
624000,159.972746,22.108803,115.126332,0.000000,0.458022,0.104190,20.000000,0.000000,19.904132,554.982181
625000,160.144646,22.164144,115.325557,0.000000,0.459257,0.101386,20.000000,0.000000,19.940062,678.838029
626000,160.317441,22.218023,115.525037,0.000000,0.460459,0.098918,20.000000,0.000000,19.955406,495.053928
627000,160.491092,22.270453,115.724733,0.000000,0.461630,0.096152,20.000000,0.000000,19.983184,604.908769
628000,160.665569,22.321445,115.924614,0.000000,0.462769,0.093713,20.000000,0.000000,19.992515,440.270500
629000,160.840833,22.371018,116.124644,0.000000,0.463878,0.091005,20.000000,0.000000,20.012861,537.610330
630000,161.016853,22.419185,116.324794,0.000000,0.464955,0.088610,20.000000,0.000000,20.016727,390.538985
631000,161.193591,22.465971,116.525032,0.000000,0.466002,0.085975,20.000000,0.000000,20.030339,476.720118
632000,161.371018,22.511390,116.725332,0.000000,0.467019,0.083633,20.000000,0.000000,20.029267,345.640812
633000,161.549099,22.555469,116.925665,0.000000,0.468007,0.081082,20.000000,0.000000,20.036809,421.888980
634000,161.727803,22.598226,117.126007,0.000000,0.468965,0.078799,20.000000,0.000000,20.031295,305.278353
635000,161.907097,22.639687,117.326333,0.000000,0.469895,0.076337,20.000000,0.000000,20.033389,372.693271
636000,162.086955,22.679872,117.526621,0.000000,0.470797,0.074118,20.000000,0.000000,20.023892,269.110495
637000,162.267344,22.718807,117.726848,0.000000,0.471671,0.071747,20.000000,0.000000,20.021109,328.673684
638000,162.448239,22.756511,117.926995,0.000000,0.472518,0.069593,20.000000,0.000000,20.008050,236.778718
639000,162.629610,22.793011,118.127042,0.000000,0.473338,0.067314,20.000000,0.000000,20.000911,289.363030
640000,162.811434,22.828327,118.326971,0.000000,0.474131,0.065225,20.000000,0.000000,19.984673,207.925398
641000,162.993682,22.862484,118.526764,0.000000,0.474899,0.063035,20.000000,0.000000,19.973649,254.305213
642000,163.176333,22.895500,118.726406,0.000000,0.475642,0.061010,20.000000,0.000000,19.954577,182.206029
643000,163.359362,22.927401,118.925880,0.000000,0.476360,0.058906,20.000000,0.000000,19.940093,223.067476
644000,163.542748,22.958204,119.125174,0.000000,0.477053,0.056942,20.000000,0.000000,19.918496,159.296873
645000,163.726468,22.987933,119.324273,0.000000,0.477723,0.054920,20.000000,0.000000,19.900930,195.247665
646000,163.910503,23.016604,119.523163,0.000000,0.478369,0.053013,20.000000,0.000000,19.877085,138.899262
647000,164.094833,23.044239,119.721834,0.000000,0.478991,0.051069,20.000000,0.000000,19.856776,170.477917
648000,164.279440,23.070855,119.920273,0.000000,0.479591,0.049216,20.000000,0.000000,19.830931,120.741541
649000,164.464304,23.096470,120.118469,0.000000,0.480169,0.047342,20.000000,0.000000,19.808181,148.425897
650000,164.649436,23.121090,120.316432,0.000000,0.480724,0.045501,20.000000,0.000000,19.784286,138.079630
651000,164.834795,23.144740,120.514133,0.000000,0.481258,0.043721,20.000000,0.000000,19.755824,96.990628
652000,165.020364,23.167437,120.711563,0.000000,0.481770,0.041942,20.000000,0.000000,19.729880,119.560250
653000,165.206130,23.189196,120.908712,0.000000,0.482261,0.040205,20.000000,0.000000,19.699923,83.424466
654000,165.392078,23.210031,121.105573,0.000000,0.482731,0.038483,20.000000,0.000000,19.672157,103.079649
655000,165.578196,23.229953,121.302139,0.000000,0.483181,0.036785,20.000000,0.000000,19.640869,71.357796
656000,165.764472,23.248978,121.498401,0.000000,0.483611,0.035115,20.000000,0.000000,19.611481,88.420482
657000,165.950894,23.267115,121.694354,0.000000,0.484021,0.033451,20.000000,0.000000,19.579012,60.632701
658000,166.137451,23.284377,121.889990,0.000000,0.484411,0.031826,20.000000,0.000000,19.548183,75.393467
659000,166.324134,23.300772,122.085304,0.000000,0.484782,0.030193,20.000000,0.000000,19.514663,51.112006
660000,166.510932,23.316312,122.280291,0.000000,0.485133,0.028607,20.000000,0.000000,19.482557,63.834773
661000,166.697837,23.331005,122.474944,0.000000,0.485465,0.027001,20.000000,0.000000,19.448106,42.677214
662000,166.884839,23.344860,122.669260,0.000000,0.485779,0.025449,20.000000,0.000000,19.414868,53.603317
663000,167.071935,23.357901,122.863242,0.000000,0.486073,0.023928,20.000000,0.000000,19.381626,53.579058
664000,167.259114,23.370134,123.056888,0.000000,0.486350,0.022405,20.000000,0.000000,19.347404,44.717276
665000,167.446371,23.381551,123.250182,0.000000,0.486609,0.020841,20.000000,0.000000,19.311416,28.771065
666000,167.633697,23.392157,123.443121,0.000000,0.486849,0.019343,20.000000,0.000000,19.276314,36.771554
667000,167.821088,23.401957,123.635701,0.000000,0.487070,0.017797,20.000000,0.000000,19.239689,23.020061
668000,168.008537,23.410959,123.827918,0.000000,0.487274,0.016320,20.000000,0.000000,19.203817,29.837762
669000,168.196039,23.419165,124.019771,0.000000,0.487460,0.014789,20.000000,0.000000,19.166637,18.022362
670000,168.383590,23.426583,124.211254,0.000000,0.487628,0.013333,20.000000,0.000000,19.130098,23.832302
671000,168.571185,23.433215,124.402367,0.000000,0.487778,0.011815,20.000000,0.000000,19.092439,13.714012
672000,168.758819,23.439066,124.593106,0.000000,0.487910,0.010377,20.000000,0.000000,19.055326,18.674214
673000,168.946488,23.444142,124.783469,0.000000,0.488025,0.008873,20.000000,0.000000,19.017256,10.030585
674000,169.134187,23.448446,124.973453,0.000000,0.488123,0.007454,20.000000,0.000000,18.979652,14.278673
675000,169.321905,23.452003,125.163061,0.000000,0.488203,0.006045,20.000000,0.000000,18.941840,12.411551
676000,169.509646,23.454799,125.352286,0.000000,0.488267,0.004564,20.000000,0.000000,18.903273,5.575083
677000,169.697404,23.456839,125.541128,0.000000,0.488313,0.003178,20.000000,0.000000,18.865076,8.969845
678000,169.885176,23.458127,125.729585,0.000000,0.488342,0.001715,20.000000,0.000000,18.826236,3.121189
679000,170.072957,23.458672,125.917654,0.000000,0.488355,0.000356,20.000000,0.000000,18.787712,6.029494
680000,170.260741,23.458478,126.105336,0.000000,0.488350,-0.001083,20.000000,0.000000,18.748637,1.006046
681000,170.448523,23.457556,126.292628,0.000000,0.488329,-0.002408,20.000000,0.000000,18.709830,3.466502
682000,170.636281,23.455950,126.479532,0.000000,0.488293,-0.003677,20.000000,0.000000,18.671017,3.422662
683000,170.824006,23.453670,126.666047,0.000000,0.488241,-0.004960,20.000000,0.000000,18.631978,1.361048
684000,171.011712,23.450690,126.852170,0.000000,0.488174,-0.006336,20.000000,0.000000,18.592526,-2.437388
685000,171.199389,23.447021,127.037898,0.000000,0.488091,-0.007570,20.000000,0.000000,18.553252,-0.804214
686000,171.387030,23.442674,127.223233,0.000000,0.487992,-0.008905,20.000000,0.000000,18.513622,-4.084572
687000,171.574628,23.437664,127.408171,0.000000,0.487879,-0.010081,20.000000,0.000000,18.474122,-2.897759
688000,171.762173,23.432005,127.592713,0.000000,0.487751,-0.011368,20.000000,0.000000,18.434319,-5.701996
689000,171.949655,23.425712,127.776858,0.000000,0.487608,-0.012478,20.000000,0.000000,18.394596,-4.969645
690000,172.137066,23.418800,127.960604,0.000000,0.487452,-0.013712,20.000000,0.000000,18.354621,-7.315943
691000,172.324394,23.411288,128.143950,0.000000,0.487282,-0.014749,20.000000,0.000000,18.314676,-7.037890
692000,172.511629,23.403192,128.326896,0.000000,0.487099,-0.015924,20.000000,0.000000,18.274528,-8.929135
693000,172.698759,23.394531,128.509440,0.000000,0.486903,-0.016880,20.000000,0.000000,18.234361,-9.092508
694000,172.885774,23.385325,128.691582,0.000000,0.486694,-0.017991,20.000000,0.000000,18.194043,-10.524889
695000,173.072660,23.375593,128.873321,0.000000,0.486474,-0.018860,20.000000,0.000000,18.153658,-11.101685
696000,173.259407,23.365355,129.054655,0.000000,0.486243,-0.019903,20.000000,0.000000,18.113173,-12.072183
697000,173.446001,23.354635,129.235583,0.000000,0.486000,-0.020681,20.000000,0.000000,18.072578,-13.018358
698000,173.632430,23.343450,129.416106,0.000000,0.485747,-0.021652,20.000000,0.000000,18.031936,-13.530579
699000,173.818680,23.331827,129.596221,0.000000,0.485484,-0.022334,20.000000,0.000000,17.991145,-14.786198
700000,174.004739,23.319784,129.775928,0.000000,0.485212,-0.023230,20.000000,0.000000,17.950359,-14.854471
701000,174.190592,23.307348,129.955227,0.000000,0.484931,-0.023812,20.000000,0.000000,17.909393,-16.344543
702000,174.376228,23.294540,130.134116,0.000000,0.484641,-0.024631,20.000000,0.000000,17.868480,-15.996455
703000,174.561631,23.281384,130.312595,0.000000,0.484344,-0.025112,20.000000,0.000000,17.827366,-17.632172
704000,174.746789,23.267904,130.490664,0.000000,0.484039,-0.025851,20.000000,0.000000,17.786351,-16.909825
705000,174.931688,23.254124,130.668321,0.000000,0.483728,-0.026227,20.000000,0.000000,17.745122,-18.589975
706000,175.116315,23.240069,130.845566,0.000000,0.483411,-0.026885,20.000000,0.000000,17.704032,-17.550260
707000,175.300655,23.225764,131.022400,0.000000,0.483087,-0.027156,20.000000,0.000000,17.662729,-19.162649
708000,175.484697,23.211231,131.198821,0.000000,0.482759,-0.027732,20.000000,0.000000,17.621597,-17.876818
709000,175.668424,23.196499,131.374831,0.000000,0.482427,-0.027896,20.000000,0.000000,17.580265,-19.299551
710000,175.851826,23.181590,131.550427,0.000000,0.482090,-0.028389,20.000000,0.000000,17.539128,-17.852321
711000,176.034887,23.166531,131.725612,0.000000,0.481750,-0.028444,20.000000,0.000000,17.497817,-18.954843
712000,176.217595,23.151346,131.900384,0.000000,0.481408,-0.028854,20.000000,0.000000,17.456714,-17.443259
713000,176.399937,23.136062,132.074745,0.000000,0.481063,-0.028800,20.000000,0.000000,17.415479,-18.087050
714000,176.581900,23.120702,132.248694,0.000000,0.480716,-0.029126,20.000000,0.000000,17.374455,-16.619267
715000,176.763470,23.105295,132.422233,0.000000,0.480369,-0.028963,20.000000,0.000000,17.333356,-16.658131
716000,176.944637,23.089864,132.595362,0.000000,0.480021,-0.029205,20.000000,0.000000,17.292457,-15.352263
717000,177.125385,23.074437,132.768082,0.000000,0.479673,-0.028932,20.000000,0.000000,17.251556,-14.632147
718000,177.305704,23.059037,132.940393,0.000000,0.479326,-0.029088,20.000000,0.000000,17.210832,-13.615307
719000,177.485580,23.043694,133.112298,0.000000,0.478980,-0.028704,20.000000,0.000000,17.170196,-11.973594
720000,177.665003,23.028431,133.283797,0.000000,0.478636,-0.028775,20.000000,0.000000,17.129700,-11.381214
721000,177.843958,23.013276,133.454892,0.000000,0.478295,-0.028279,20.000000,0.000000,17.089400,-8.645439
722000,178.022436,22.998253,133.625585,0.000000,0.477956,-0.028263,20.000000,0.000000,17.049188,-8.620952
723000,178.200422,22.983393,133.795877,0.000000,0.477622,-0.027655,20.000000,0.000000,17.009298,-4.606893
724000,178.377908,22.968719,133.965770,0.000000,0.477291,-0.027551,20.000000,0.000000,16.969428,-5.301838
725000,178.554879,22.954260,134.135267,0.000000,0.476966,-0.026829,20.000000,0.000000,16.930029,0.189086
726000,178.731326,22.940042,134.304370,0.000000,0.476645,-0.026636,20.000000,0.000000,16.890565,-1.385530
727000,178.907236,22.926095,134.473081,0.000000,0.476332,-0.025797,20.000000,0.000000,16.851742,5.798564
728000,179.082599,22.912444,134.641403,0.000000,0.476024,-0.025512,20.000000,0.000000,16.812752,3.174214
729000,179.257402,22.899121,134.809339,0.000000,0.475725,-0.024554,20.000000,0.000000,16.774597,12.289725
730000,179.431635,22.886150,134.976892,0.000000,0.475433,-0.024176,20.000000,0.000000,16.736154,8.434032
731000,179.605286,22.873565,135.144066,0.000000,0.475150,-0.023095,20.000000,0.000000,16.698768,19.746327
732000,179.778344,22.861392,135.310865,0.000000,0.474876,-0.022621,20.000000,0.000000,16.660953,14.463770
733000,179.950798,22.849664,135.477291,0.000000,0.474612,-0.021413,20.000000,0.000000,16.624448,28.271613
734000,180.122638,22.838409,135.643350,0.000000,0.474359,-0.020839,20.000000,0.000000,16.587351,21.349657
735000,180.293850,22.827661,135.809045,0.000000,0.474117,-0.019499,20.000000,0.000000,16.551850,37.992722
736000,180.464425,22.817451,135.974381,0.000000,0.473888,-0.018819,20.000000,0.000000,16.515572,29.197914
737000,180.634349,22.807813,136.139365,0.000000,0.473671,-0.017342,20.000000,0.000000,16.481215,49.065710
738000,180.803614,22.798778,136.304000,0.000000,0.473468,-0.016552,20.000000,0.000000,16.445870,38.138849
739000,180.972206,22.790384,136.468292,0.000000,0.473280,-0.014929,20.000000,0.000000,16.412817,61.681230
740000,181.140115,22.782664,136.632248,0.000000,0.473106,-0.014024,20.000000,0.000000,16.378535,48.331481
741000,181.307327,22.775658,136.795875,0.000000,0.472949,-0.012247,20.000000,0.000000,16.346968,76.070892
742000,181.473833,22.769399,136.959179,0.000000,0.472808,-0.011219,20.000000,0.000000,16.313900,59.968702
743000,181.639619,22.763930,137.122167,0.000000,0.472685,-0.009280,20.000000,0.000000,16.284030,92.514272
744000,181.804674,22.759288,137.284848,0.000000,0.472581,-0.008121,20.000000,0.000000,16.252350,73.282899
745000,181.969089,22.755280,137.447216,0.000000,0.472491,-0.006897,20.000000,0.000000,16.221282,79.169568
746000,182.132748,22.752184,137.609292,0.000000,0.472421,-0.004700,20.000000,0.000000,16.194217,119.752283
747000,182.295638,22.750040,137.771087,0.000000,0.472373,-0.003332,20.000000,0.000000,16.164841,95.409324
748000,182.457746,22.748897,137.932610,0.000000,0.472347,-0.000944,20.000000,0.000000,16.140146,142.754893
749000,182.619060,22.748797,138.093874,0.000000,0.472345,0.000577,20.000000,0.000000,16.112716,114.096736
750000,182.779567,22.749792,138.254890,0.000000,0.472368,0.003166,20.000000,0.000000,16.090749,169.245636
751000,182.939256,22.751929,138.415670,0.000000,0.472415,0.004851,20.000000,0.000000,16.065562,135.645220
752000,183.098113,22.755261,138.576230,0.000000,0.472490,0.007655,20.000000,0.000000,16.046740,199.805693
753000,183.256127,22.759838,138.736583,0.000000,0.472593,0.009513,20.000000,0.000000,16.024142,160.529468
754000,183.413285,22.765717,138.896747,0.000000,0.472725,0.012544,20.000000,0.000000,16.008951,235.094868
755000,183.569576,22.772949,139.056737,0.000000,0.472888,0.014586,20.000000,0.000000,15.989344,189.284139
756000,183.724987,22.781595,139.216573,0.000000,0.473082,0.017856,20.000000,0.000000,15.978346,275.845601
757000,183.879510,22.791709,139.376275,0.000000,0.473309,0.020090,20.000000,0.000000,15.962195,222.496437
758000,184.033134,22.803352,139.535863,0.000000,0.473571,0.023609,20.000000,0.000000,15.956035,322.846982
759000,184.185850,22.816582,139.695361,0.000000,0.473868,0.026042,20.000000,0.000000,15.943868,260.789644
760000,184.337649,22.831460,139.854794,0.000000,0.474202,0.029816,20.000000,0.000000,15.943279,376.914510
761000,184.488527,22.848044,140.014187,0.000000,0.474575,0.032453,20.000000,0.000000,15.935694,304.794084
762000,184.638476,22.866397,140.173570,0.000000,0.474988,0.036482,20.000000,0.000000,15.941493,438.840805
763000,184.787495,22.886575,140.332971,0.000000,0.475442,0.039323,20.000000,0.000000,15.939152,355.101752
764000,184.935581,22.908640,140.492424,0.000000,0.475938,0.043604,20.000000,0.000000,15.952234,509.322568
765000,185.082738,22.932645,140.651962,0.000000,0.476478,0.046641,20.000000,0.000000,15.955853,412.201230
766000,185.228967,22.958649,140.811623,0.000000,0.477063,0.051159,20.000000,0.000000,15.977176,588.860358
767000,185.374278,22.986700,140.971444,0.000000,0.477695,0.054380,20.000000,0.000000,15.987507,476.391025
768000,185.518680,23.016849,141.131468,0.000000,0.478374,0.059110,20.000000,0.000000,16.018056,677.630910
769000,185.662189,23.049138,141.291735,0.000000,0.479102,0.062492,20.000000,0.000000,16.035860,547.672677
770000,185.804823,23.083609,141.452292,0.000000,0.479879,0.067395,20.000000,0.000000,16.076603,775.337218
771000,185.946605,23.120291,141.613185,0.000000,0.480706,0.070904,20.000000,0.000000,16.102605,625.630097
772000,186.087565,23.159213,141.774465,0.000000,0.481584,0.075928,20.000000,0.000000,16.154432,881.049841
773000,186.227735,23.200392,141.936181,0.000000,0.482513,0.079519,20.000000,0.000000,16.189267,709.308734
