Iter,TotTime,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vrelx,Vrely,F_vinc,Tension,Lift,Drag,Stability
3000000, 300.00, 10.00, 0.00, 1.46, 0.00, 3.12, 28.00, 0.00,  -24.88, 0.00, 2133.32, 7723.96, 7774.78, 853.33, 1
33711, 3.37, 10.00, 0.00, 0.00, 0.00, 0.00, 30.00, 0.00,  -30.00, 0.00, 9810.00, -551.50, 683.75, 75.05, 0
33968, 3.40, 10.00, 0.00, 0.00, 0.00, 0.00, 32.00, 0.00,  -32.00, 0.00, 9810.01, -516.69, 650.17, 71.36, 0
34258, 3.43, 10.00, 0.00, 0.00, 0.00, 0.00, 34.00, 0.00,  -34.00, 0.00, 9810.00, -490.17, 624.68, 68.56, 0
34603, 3.46, 10.00, 0.00, 0.00, 0.00, 0.00, 36.00, 0.00,  -36.00, 0.00, 9810.00, -471.98, 607.15, 66.64, 0
35013, 3.50, 10.00, 0.00, 0.00, 0.00, 0.00, 38.00, 0.00,  -38.00, 0.00, 9810.00, -459.32, 594.81, 65.28, 0
35481, 3.55, 10.00, 0.00, 0.00, 0.00, 0.00, 40.00, 0.00,  -40.00, 0.00, 9810.00, -449.98, 585.52, 64.26, 0
25051, 2.51, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0.00, 0.00, 9809.99, 804.30, 792.79, 88.09, 0
124894, 12.49, 12.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00,  -2.00, 0.00, 9810.00, -268.03, 315.34, 35.04, 0
3000000, 300.00, 12.00, 0.00, 1.37, 0.00, 0.00, 4.00, 0.00,  -4.00, 0.00, 9687.60, 124.83, 220.50, 24.50, 1
3000000, 300.00, 12.00, 0.00, 1.43, -0.00, 0.00, 6.00, 0.00,  -6.00, -0.00, 9411.98, 401.82, 496.12, 55.12, 1
3000000, 300.00, 12.00, 0.00, 1.45, -0.00, 0.00, 8.00, 0.00,  -8.00, -0.00, 9026.10, 790.00, 882.00, 98.00, 1
3000000, 300.00, 12.00, 0.00, 1.45, 0.00, -0.00, 10.00, 0.00,  -10.00, 0.00, 8529.97, 1289.15, 1378.13, 153.13, 1
3000000, 300.00, 12.00, 0.00, 1.45, -0.00, 0.00, 12.00, 0.00,  -12.00, -0.00, 7923.60, 1899.24, 1984.50, 220.50, 1
3000000, 300.00, 12.00, 0.00, 1.46, -0.00, -0.00, 14.00, 0.00,  -14.00, -0.00, 7206.97, 2620.27, 2701.13, 300.13, 1
3000000, 300.00, 12.00, 0.00, 1.46, -0.00, 0.00, 16.00, 0.00,  -16.00, -0.00, 6377.68, 3454.66, 3527.98, 392.00, 1
3000000, 300.00, 12.00, 0.00, 1.46, 0.00, 0.00, 18.00, 0.00,  -18.00, 0.00, 5446.00, 4392.07, 4465.10, 496.12, 1
3000000, 300.00, 12.00, 0.00, 1.46, 0.00, 0.00, 20.00, 0.00,  -20.00, 0.00, 4398.28, 5446.24, 5512.47, 612.50, 1
3000000, 300.00, 12.00, 0.00, 1.46, 0.00, 0.00, 22.00, 0.00,  -22.00, 0.00, 3237.40, 6614.26, 6670.08, 741.12, 1
3000000, 300.00, 12.00, 0.00, 1.46, 0.00, 0.28, 24.00, 0.00,  -23.72, 0.00, 2153.93, 7704.39, 7754.17, 861.57, 1
3000000, 300.00, 12.00, 0.00, 1.46, 0.00, 2.28, 26.00, 0.00,  -23.72, 0.00, 2153.93, 7704.39, 7754.17, 861.57, 1
32238, 3.22, 12.00, 0.00, 0.00, 0.00, 0.00, 28.00, 0.00,  -28.00, 0.00, 9810.00, -331.11, 471.74, 52.42, 0
32528, 3.25, 12.00, 0.00, 0.00, 0.00, 0.00, 30.00, 0.00,  -30.00, 0.00, 9810.00, -294.14, 438.11, 48.68, 0
32885, 3.29, 12.00, 0.00, 0.00, 0.00, 0.00, 32.00, 0.00,  -32.00, 0.00, 9810.00, -271.60, 417.83, 46.43, 0
33335, 3.33, 12.00, 0.00, 0.00, 0.00, 0.00, 34.00, 0.00,  -34.00, 0.00, 9810.00, -260.39, 407.58, 45.29, 0
33847, 3.38, 12.00, 0.00, 0.00, 0.00, 0.00, 36.00, 0.00,  -36.00, 0.00, 9810.00, -251.95, 399.68, 44.41, 0
34368, 3.44, 12.00, 0.00, 0.00, 0.00, 0.00, 38.00, 0.00,  -38.00, 0.00, 9810.00, -244.07, 392.34, 43.59, 0
34904, 3.49, 12.00, 0.00, 0.00, 0.00, 0.00, 40.00, 0.00,  -40.00, 0.00, 9810.00, -234.77, 383.82, 42.65, 0
23051, 2.31, 14.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0.00, 0.00, 9810.00, 702.52, 693.47, 90.15, 0
126466, 12.65, 14.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00,  -2.00, 0.00, 9810.00, -93.77, 141.87, 18.44, 0
3000000, 300.00, 14.00, 0.00, 1.36, -0.00, 0.00, 4.00, 0.00,  -4.00, -0.00, 9663.10, 150.31, 245.00, 31.85, 1
3000000, 300.00, 14.00, 0.00, 1.41, 0.00, 0.00, 6.00, 0.00,  -6.00, 0.00, 9356.85, 458.78, 551.25, 71.66, 1
3000000, 300.00, 14.00, 0.00, 1.43, -0.00, -0.00, 8.00, 0.00,  -8.00, -0.00, 8928.10, 891.05, 980.00, 127.40, 1
3000000, 300.00, 14.00, 0.00, 1.43, 0.00, 0.00, 10.00, 0.00,  -10.00, 0.00, 8376.85, 1446.91, 1531.25, 199.06, 1
3000000, 300.00, 14.00, 0.00, 1.44, -0.00, -0.00, 12.00, 0.00,  -12.00, -0.00, 7703.10, 2126.31, 2205.00, 286.65, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 0.00, 14.00, 0.00,  -14.00, 0.00, 6911.03, 2925.03, 3001.23, 390.16, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 0.00, 16.00, 0.00,  -16.00, 0.00, 5991.93, 3851.86, 3919.98, 509.60, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 0.00, 18.00, 0.00,  -18.00, 0.00, 4950.31, 4902.25, 4961.22, 644.96, 1
3000000, 300.00, 14.00, 0.00, 1.44, -0.00, -0.00, 20.00, 0.00,  -20.00, -0.00, 3782.22, 6080.16, 6124.95, 796.24, 1
3000000, 300.00, 14.00, 0.00, 1.44, -0.00, 0.00, 22.00, 0.00,  -22.00, -0.00, 2496.87, 7376.32, 7411.19, 963.45, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 1.90, 24.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 3.90, 26.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 5.90, 28.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 7.90, 30.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 9.90, 32.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 11.90, 34.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 13.90, 36.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 15.90, 38.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
3000000, 300.00, 14.00, 0.00, 1.44, 0.00, 17.90, 40.00, 0.00,  -22.10, 0.00, 2430.29, 7443.46, 7477.81, 972.12, 1
20394, 2.04, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0.00, 0.00, 9810.00, 669.39, 662.73, 91.76, 0
163383, 16.34, 16.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00,  -2.00, 0.00, 9810.00, -38.83, 105.11, 14.55, 0
3000000, 300.00, 16.00, 0.00, 1.37, -0.00, -0.00, 4.00, 0.00,  -4.00, -0.00, 9589.60, 224.77, 318.50, 44.10, 1
3000000, 300.00, 16.00, 0.00, 1.41, 0.00, -0.00, 6.00, 0.00,  -6.00, 0.00, 9191.47, 626.43, 716.63, 99.23, 1
3000000, 300.00, 16.00, 0.00, 1.42, -0.00, 0.00, 8.00, 0.00,  -8.00, -0.00, 8634.10, 1189.06, 1274.00, 176.40, 1
3000000, 300.00, 16.00, 0.00, 1.43, -0.00, -0.00, 10.00, 0.00,  -10.00, -0.00, 7917.47, 1912.49, 1990.63, 275.63, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, -0.00, 12.00, 0.00,  -12.00, 0.00, 7041.60, 2796.71, 2866.50, 396.90, 1
3000000, 300.00, 16.00, 0.00, 1.43, -0.00, -0.00, 14.00, 0.00,  -14.00, -0.00, 6003.92, 3844.28, 3901.59, 540.22, 1
3000000, 300.00, 16.00, 0.00, 1.43, -0.00, -0.00, 16.00, 0.00,  -16.00, -0.00, 4810.46, 5049.12, 5095.95, 705.59, 1
3000000, 300.00, 16.00, 0.00, 1.43, -0.00, -0.00, 18.00, 0.00,  -18.00, -0.00, 3457.86, 6414.62, 6449.56, 893.02, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 0.77, 20.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 2.77, 22.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 4.77, 24.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 6.77, 26.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 8.77, 28.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 10.77, 30.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 12.77, 32.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 14.77, 34.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 16.77, 36.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 18.77, 38.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 16.00, 0.00, 1.43, 0.00, 20.77, 40.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
19732, 1.97, 18.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0.00, 0.00, 9810.00, 667.01, 660.85, 92.05, 0
179265, 17.93, 18.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00,  -2.00, 0.00, 9810.00, -26.00, 100.90, 14.05, 0
3000000, 300.00, 18.00, 0.00, 1.38, -0.00, -0.00, 4.00, 0.00,  -4.00, -0.00, 9565.10, 249.52, 343.00, 47.78, 1
3000000, 300.00, 18.00, 0.00, 1.41, -0.00, -0.00, 6.00, 0.00,  -6.00, -0.00, 9136.35, 682.17, 771.75, 107.49, 1
3000000, 300.00, 18.00, 0.00, 1.42, 0.00, 0.00, 8.00, 0.00,  -8.00, 0.00, 8536.10, 1288.15, 1372.00, 191.10, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, -0.00, 10.00, 0.00,  -10.00, 0.00, 7764.35, 2067.33, 2143.75, 298.59, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 0.00, 12.00, 0.00,  -12.00, 0.00, 6825.57, 3015.15, 3086.98, 429.97, 1
3000000, 300.00, 18.00, 0.00, 1.43, -0.00, 0.00, 14.00, 0.00,  -14.00, -0.00, 5704.02, 4147.53, 4201.71, 585.24, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 0.00, 16.00, 0.00,  -16.00, 0.00, 4423.67, 5440.23, 5487.95, 764.39, 1
3000000, 300.00, 18.00, 0.00, 1.43, -0.00, 0.00, 18.00, 0.00,  -18.00, -0.00, 2962.12, 6915.88, 6945.68, 967.43, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 1.48, 20.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 3.48, 22.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 5.48, 24.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 7.48, 26.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 9.48, 28.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 11.48, 30.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 13.48, 32.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 15.48, 34.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 17.48, 36.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 19.48, 38.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
3000000, 300.00, 18.00, 0.00, 1.43, 0.00, 21.48, 40.00, 0.00,  -18.52, 0.00, 2559.05, 7322.85, 7349.05, 1023.62, 1
20394, 2.04, 19.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0.00, 0.00, 9810.00, 669.39, 662.73, 91.76, 0
163383, 16.34, 19.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00,  -2.00, 0.00, 9810.00, -38.83, 105.11, 14.55, 0
3000000, 300.00, 19.00, 0.00, 1.37, -0.00, -0.00, 4.00, 0.00,  -4.00, -0.00, 9589.60, 224.77, 318.50, 44.10, 1
3000000, 300.00, 19.00, 0.00, 1.41, 0.00, -0.00, 6.00, 0.00,  -6.00, 0.00, 9191.47, 626.43, 716.63, 99.23, 1
3000000, 300.00, 19.00, 0.00, 1.42, -0.00, 0.00, 8.00, 0.00,  -8.00, -0.00, 8634.10, 1189.06, 1274.00, 176.40, 1
3000000, 300.00, 19.00, 0.00, 1.43, -0.00, -0.00, 10.00, 0.00,  -10.00, -0.00, 7917.47, 1912.49, 1990.63, 275.63, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, -0.00, 12.00, 0.00,  -12.00, 0.00, 7041.60, 2796.71, 2866.50, 396.90, 1
3000000, 300.00, 19.00, 0.00, 1.43, -0.00, -0.00, 14.00, 0.00,  -14.00, -0.00, 6003.92, 3844.28, 3901.59, 540.22, 1
3000000, 300.00, 19.00, 0.00, 1.43, -0.00, -0.00, 16.00, 0.00,  -16.00, -0.00, 4810.46, 5049.12, 5095.95, 705.59, 1
3000000, 300.00, 19.00, 0.00, 1.43, -0.00, -0.00, 18.00, 0.00,  -18.00, -0.00, 3457.86, 6414.62, 6449.56, 893.02, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 0.77, 20.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 2.77, 22.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 4.77, 24.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 6.77, 26.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 8.77, 28.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 10.77, 30.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 12.77, 32.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 14.77, 34.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 16.77, 36.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 18.77, 38.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
3000000, 300.00, 19.00, 0.00, 1.43, 0.00, 20.77, 40.00, 0.00,  -19.23, 0.00, 2547.80, 7333.36, 7360.30, 1019.12, 1
19851, 1.99, 20.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0.00, 0.00, 9810.00, 493.79, 487.99, 93.16, 0
186607, 18.66, 20.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00,  -2.00, 0.00, 9810.00, -50.82, 109.31, 20.87, 0
3000000, 300.00, 20.00, 0.00, 1.28, -0.00, -0.00, 4.00, 0.00,  -4.00, -0.00, 9638.60, 178.96, 269.50, 51.45, 1
3000000, 300.00, 20.00, 0.00, 1.35, 0.00, 0.00, 6.00, 0.00,  -6.00, 0.00, 9301.73, 521.29, 606.37, 115.76, 1
3000000, 300.00, 20.00, 0.00, 1.36, -0.00, -0.00, 8.00, 0.00,  -8.00, -0.00, 8830.10, 1001.28, 1078.00, 205.80, 1
3000000, 300.00, 20.00, 0.00, 1.37, -0.00, -0.00, 10.00, 0.00,  -10.00, -0.00, 8223.72, 1618.54, 1684.38, 321.56, 1
3000000, 300.00, 20.00, 0.00, 1.37, -0.00, -0.00, 12.00, 0.00,  -12.00, -0.00, 7482.60, 2373.02, 2425.50, 463.05, 1
3000000, 300.00, 20.00, 0.00, 1.38, -0.00, -0.00, 14.00, 0.00,  -14.00, -0.00, 6602.95, 3268.54, 3301.35, 630.26, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 0.00, 16.00, 0.00,  -16.00, 0.00, 5601.90, 4287.64, 4311.96, 823.19, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 0.00, 18.00, 0.00,  -18.00, 0.00, 4449.41, 5460.95, 5457.31, 1041.85, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 0.05, 20.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 2.05, 22.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 4.05, 24.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 6.05, 26.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 8.05, 28.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 10.05, 30.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 12.05, 32.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 14.05, 34.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 16.05, 36.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 18.05, 38.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
3000000, 300.00, 20.00, 0.00, 1.38, 0.00, 20.05, 40.00, 0.00,  -19.95, 0.00, 3201.08, 6731.82, 6707.02, 1280.43, 1
