Iter,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vrelx,Vrely,F_vinc,Tension,Lift,Drag,Stability
3000000, 20.00, 0.00, 1.28, -0.00, 0.00, 4.00, 0.00, -4.00, -0.00, 9638.53, 179.00, 269.55, 51.46, 1
3000000, 20.00, 0.00, 1.35, -0.00, 0.00, 6.00, 0.00, -6.00, -0.00, 9301.65, 521.34, 606.43, 115.77, 1
3000000, 20.00, 0.00, 1.36, -0.00, -0.00, 8.00, 0.00, -8.00, -0.00, 8830.01, 1001.34, 1078.07, 205.81, 1
3000000, 20.00, 0.00, 1.37, -0.00, -0.00, 10.00, 0.00, -10.00, -0.00, 8223.61, 1618.61, 1684.45, 321.58, 1
3000000, 20.00, 0.00, 1.37, -0.00, -0.00, 12.00, 0.00, -12.00, -0.00, 7482.46, 2373.11, 2425.59, 463.07, 1
3000000, 20.00, 0.00, 1.38, 0.00, 0.00, 14.00, 0.00, -14.01, -0.06, 6604.40, 3264.31, 3307.12, 631.36, 1
3000000, 20.00, 0.00, 1.38, 0.00, -0.00, 16.00, 0.00, -16.01, -0.06, 5584.44, 4302.48, 4318.20, 824.38, 1
3000000, 20.00, 0.00, 1.38, 0.00, -0.00, 18.00, 0.00, -18.01, -0.06, 4439.30, 5467.92, 5464.22, 1043.17, 1
3000000, 20.00, 0.00, 1.38, -0.00, 0.04, 20.00, 0.00, -19.96, -0.00, 3200.59, 6732.26, 6707.46, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 2.04, 22.00, 0.00, -19.96, -0.00, 3200.58, 6732.26, 6707.46, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 4.04, 24.00, 0.00, -19.96, -0.00, 3200.58, 6732.27, 6707.46, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 6.04, 26.00, 0.00, -19.96, -0.00, 3200.58, 6732.27, 6707.47, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 8.04, 28.00, 0.00, -19.96, -0.00, 3200.58, 6732.27, 6707.47, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 10.04, 30.00, 0.00, -19.96, -0.00, 3200.57, 6732.27, 6707.47, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 12.04, 32.00, 0.00, -19.96, -0.00, 3200.57, 6732.28, 6707.47, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 14.04, 34.00, 0.00, -19.96, -0.00, 3200.57, 6732.28, 6707.48, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 16.04, 36.00, 0.00, -19.96, -0.00, 3200.56, 6732.28, 6707.48, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 18.04, 38.00, 0.00, -19.96, -0.00, 3200.56, 6732.29, 6707.49, 1280.52, 1
3000000, 20.00, 0.00, 1.38, -0.00, 20.04, 40.00, 0.00, -19.96, -0.00, 3200.55, 6732.29, 6707.49, 1280.52, 1
